14578, predicted: Health, actual: Business
1076, predicted: Business, actual: Regional
1108, predicted: Science, actual: Regional
1128, predicted: Science, actual: Regional
1145, predicted: Health, actual: Science
1160, predicted: Computers, actual: Science
1179, predicted: Arts, actual: Science
1190, predicted: Computers, actual: Science
1227, predicted: Kids, actual: Science
1269, predicted: Health, actual: Science
1346, predicted: Computers, actual: Science
1362, predicted: Business, actual: Shopping
1394, predicted: Games, actual: Shopping
1430, predicted: Business, actual: Shopping
1431, predicted: Business, actual: Shopping
1490, predicted: Business, actual: Society
1491, predicted: Home, actual: Society
1510, predicted: Computers, actual: Society
1537, predicted: Health, actual: Society
1569, predicted: Business, actual: Society
1570, predicted: Computers, actual: Society
1625, predicted: Computers, actual: Society
1633, predicted: Business, actual: Society
1650, predicted: Shopping, actual: Society
1670, predicted: Business, actual: Society
1699, predicted: Science, actual: Society
1771, predicted: Arts, actual: Sports
1777, predicted: Health, actual: Sports
1807, predicted: Sports, actual: News
1828, predicted: Sports, actual: Recreation
1838, predicted: Sports, actual: Recreation
1839, predicted: Computers, actual: Recreation
1863, predicted: Arts, actual: Science
1864, predicted: Health, actual: Science
1869, predicted: Business, actual: Science
1887, predicted: News, actual: Shopping
1895, predicted: Society, actual: Shopping
1923, predicted: Reference, actual: Society
1950, predicted: Health, actual: Society
1977, predicted: Business, actual: Sports
1982, predicted: Business, actual: Sports
1985, predicted: Computers, actual: Sports
2018, predicted: Regional, actual: Society
2044, predicted: Business, actual: Computers
2048, predicted: Sports, actual: Computers
2128, predicted: Reference, actual: Recreation
2140, predicted: Regional, actual: Recreation
2159, predicted: Sports, actual: Recreation
3123, predicted: Shopping, actual: Society
3150, predicted: Recreation, actual: Society
3164, predicted: Health, actual: Society
3179, predicted: Arts, actual: Society
3194, predicted: Recreation, actual: Society
3221, predicted: Arts, actual: Society
3226, predicted: Adult, actual: Society
3233, predicted: Recreation, actual: Society
3276, predicted: Arts, actual: Society
3306, predicted: Recreation, actual: Sports
3346, predicted: Games, actual: Sports
3416, predicted: Society, actual: Sports
3951, predicted: Business, actual: Sports
21104, predicted: Shopping, actual: Computers
21028, predicted: Recreation, actual: Computers
21051, predicted: Society, actual: Computers
21063, predicted: Sports, actual: Computers
6144, predicted: Computers, actual: Shopping
6208, predicted: Sports, actual: Society
6219, predicted: News, actual: Society
6225, predicted: Health, actual: Society
6238, predicted: Computers, actual: Society
6265, predicted: Society, actual: Adult
6269, predicted: Health, actual: Computers
6315, predicted: Games, actual: Sports
6783, predicted: Business, actual: Adult
6794, predicted: Society, actual: Adult
6802, predicted: Computers, actual: Adult
6804, predicted: Business, actual: Adult
6858, predicted: Arts, actual: Adult
6871, predicted: Recreation, actual: Adult
7239, predicted: Computers, actual: Adult
7249, predicted: Arts, actual: Adult
20696, predicted: Business, actual: Computers
20774, predicted: Business, actual: Computers
20796, predicted: Shopping, actual: Computers
20806, predicted: Health, actual: Computers
20821, predicted: Business, actual: Computers
20889, predicted: Business, actual: Computers
20895, predicted: Business, actual: Computers
20936, predicted: Business, actual: Computers
5502, predicted: Business, actual: News
5530, predicted: Health, actual: Home
5577, predicted: Business, actual: Kids
5589, predicted: Science, actual: Kids
5630, predicted: Computers, actual: News
5687, predicted: Arts, actual: Recreation
5776, predicted: News, actual: Reference
5954, predicted: Arts, actual: Science
5981, predicted: Health, actual: Science
6029, predicted: Business, actual: Shopping
6044, predicted: Business, actual: Shopping
6119, predicted: Society, actual: Shopping
6137, predicted: Business, actual: Shopping
6639, predicted: Shopping, actual: Adult
6642, predicted: Computers, actual: Adult
6644, predicted: Health, actual: Adult
7204, predicted: Shopping, actual: Adult
7205, predicted: Health, actual: Adult
19081, predicted: Business, actual: Computers
19211, predicted: Arts, actual: Computers
19254, predicted: Business, actual: Computers
19334, predicted: Adult, actual: Computers
19399, predicted: Business, actual: Computers
19419, predicted: Shopping, actual: Computers
19437, predicted: Arts, actual: Computers
19460, predicted: Reference, actual: Computers
19475, predicted: Games, actual: Computers
19515, predicted: Arts, actual: Computers
19556, predicted: Arts, actual: Computers
19597, predicted: Arts, actual: Computers
19608, predicted: Business, actual: Computers
19619, predicted: Business, actual: Computers
19625, predicted: Shopping, actual: Computers
19712, predicted: Business, actual: Computers
19756, predicted: Health, actual: Computers
19786, predicted: Health, actual: Computers
19821, predicted: Shopping, actual: Computers
19822, predicted: Arts, actual: Computers
19824, predicted: Business, actual: Computers
19946, predicted: Health, actual: Computers
19979, predicted: Adult, actual: Computers
20112, predicted: Society, actual: Computers
20121, predicted: Home, actual: Computers
20171, predicted: Recreation, actual: Computers
20236, predicted: Health, actual: Computers
20298, predicted: Science, actual: Computers
20342, predicted: Society, actual: Computers
20377, predicted: Reference, actual: Computers
20425, predicted: Arts, actual: Computers
20494, predicted: Business, actual: Computers
20518, predicted: Business, actual: Computers
20521, predicted: Games, actual: Computers
20585, predicted: Business, actual: Computers
20599, predicted: Arts, actual: Computers
20612, predicted: Business, actual: Computers
3610, predicted: Recreation, actual: Sports
3828, predicted: Science, actual: Sports
3842, predicted: Arts, actual: Sports
3885, predicted: Business, actual: Sports
3960, predicted: Business, actual: Sports
3970, predicted: Society, actual: Sports
3997, predicted: Computers, actual: Sports
4005, predicted: Business, actual: Sports
4255, predicted: Business, actual: Sports
4397, predicted: News, actual: Society
4408, predicted: Health, actual: Sports
4413, predicted: Health, actual: Sports
4499, predicted: Business, actual: Sports
4580, predicted: Business, actual: Adult
4663, predicted: Home, actual: Arts
4747, predicted: Sports, actual: Arts
4799, predicted: Business, actual: Arts
4835, predicted: Computers, actual: Business
4860, predicted: Shopping, actual: Business
4920, predicted: Computers, actual: Arts
4922, predicted: Shopping, actual: Computers
4959, predicted: Society, actual: Computers
5103, predicted: Kids, actual: Games
5129, predicted: Home, actual: Health
5151, predicted: Shopping, actual: Health
5154, predicted: Business, actual: Health
5189, predicted: Business, actual: Health
5284, predicted: Recreation, actual: Home
5336, predicted: Business, actual: Home
5372, predicted: Sports, actual: Kids
5670, predicted: Business, actual: Recreation
6396, predicted: Society, actual: Sports
6447, predicted: Reference, actual: Adult
6469, predicted: Society, actual: Adult
6500, predicted: Computers, actual: Adult
6510, predicted: Arts, actual: Adult
6513, predicted: Recreation, actual: Adult
6543, predicted: Shopping, actual: Adult
6552, predicted: Games, actual: Adult
6553, predicted: Health, actual: Adult
6574, predicted: Shopping, actual: Adult
6600, predicted: Kids, actual: Adult
6601, predicted: Shopping, actual: Adult
7140, predicted: Arts, actual: Adult
7143, predicted: Computers, actual: Adult
7192, predicted: Business, actual: Adult
11543, predicted: Business, actual: Arts
11547, predicted: Business, actual: Arts
11565, predicted: Computers, actual: Arts
11624, predicted: Science, actual: Arts
11627, predicted: Business, actual: Arts
11646, predicted: Shopping, actual: Arts
11653, predicted: Computers, actual: Arts
11667, predicted: Science, actual: Arts
11680, predicted: Sports, actual: Arts
11684, predicted: Recreation, actual: Arts
11693, predicted: Health, actual: Arts
11776, predicted: Kids, actual: Arts
11872, predicted: Regional, actual: Arts
11959, predicted: Shopping, actual: Business
12007, predicted: Computers, actual: Business
12068, predicted: Shopping, actual: Business
12069, predicted: Recreation, actual: Business
12184, predicted: Arts, actual: Business
12199, predicted: Recreation, actual: Business
12211, predicted: Reference, actual: Business
12275, predicted: Computers, actual: Business
12281, predicted: Sports, actual: Business
12322, predicted: Reference, actual: Business
12400, predicted: Computers, actual: Business
12418, predicted: Shopping, actual: Business
12438, predicted: Arts, actual: Business
12529, predicted: Shopping, actual: Business
12642, predicted: Arts, actual: Business
12838, predicted: Computers, actual: Business
12841, predicted: Society, actual: Business
12877, predicted: Sports, actual: Business
12930, predicted: Arts, actual: Business
12974, predicted: Shopping, actual: Business
13020, predicted: Reference, actual: Computers
13180, predicted: Shopping, actual: Arts
13332, predicted: Computers, actual: Business
13345, predicted: Shopping, actual: Business
14581, predicted: Health, actual: Business
14604, predicted: Arts, actual: Business
14646, predicted: Health, actual: Business
14678, predicted: Health, actual: Business
14723, predicted: Society, actual: Business
14771, predicted: Shopping, actual: Business
14790, predicted: Recreation, actual: Business
14792, predicted: Home, actual: Business
14903, predicted: Health, actual: Business
15000, predicted: Shopping, actual: Business
15043, predicted: Home, actual: Business
15086, predicted: Games, actual: Business
15116, predicted: Computers, actual: Business
15137, predicted: Kids, actual: Business
15205, predicted: Science, actual: Business
15279, predicted: Computers, actual: Business
15293, predicted: Arts, actual: Business
15367, predicted: Arts, actual: Business
15428, predicted: Society, actual: Business
15429, predicted: Arts, actual: Business
15576, predicted: Computers, actual: Business
15640, predicted: Sports, actual: Business
15778, predicted: Shopping, actual: Business
15844, predicted: Shopping, actual: Business
15882, predicted: Reference, actual: Business
15948, predicted: Computers, actual: Business
15956, predicted: Recreation, actual: Business
16080, predicted: Recreation, actual: Business
16135, predicted: Health, actual: Business
16139, predicted: Reference, actual: Business
16204, predicted: Health, actual: Business
16207, predicted: Arts, actual: Business
16222, predicted: News, actual: Business
16301, predicted: Games, actual: Business
16327, predicted: Computers, actual: Business
16432, predicted: Arts, actual: Business
16436, predicted: Arts, actual: Business
16487, predicted: Shopping, actual: Business
16534, predicted: Society, actual: Business
16564, predicted: Shopping, actual: Business
16567, predicted: Arts, actual: Business
16612, predicted: Home, actual: Business
16691, predicted: Sports, actual: Business
16715, predicted: Shopping, actual: Business
16768, predicted: Recreation, actual: Business
16829, predicted: Society, actual: Business
16923, predicted: Computers, actual: Business
16983, predicted: Health, actual: Business
16992, predicted: Shopping, actual: Business
17003, predicted: Sports, actual: Business
17078, predicted: Computers, actual: Business
17143, predicted: Arts, actual: Business
17177, predicted: Reference, actual: Business
17237, predicted: Sports, actual: Business
17238, predicted: Computers, actual: Business
17286, predicted: Sports, actual: Business
17289, predicted: Health, actual: Business
17360, predicted: Recreation, actual: Business
17361, predicted: Recreation, actual: Business
17395, predicted: Computers, actual: Business
17404, predicted: Society, actual: Business
17408, predicted: Recreation, actual: Business
17415, predicted: Society, actual: Business
17480, predicted: Health, actual: Business
17502, predicted: Society, actual: Computers
17528, predicted: Business, actual: Computers
17600, predicted: Reference, actual: Computers
17601, predicted: Arts, actual: Computers
17737, predicted: Business, actual: Computers
17815, predicted: Recreation, actual: Computers
17818, predicted: Shopping, actual: Computers
17822, predicted: Science, actual: Computers
17846, predicted: Arts, actual: Computers
17853, predicted: Recreation, actual: Computers
17914, predicted: Shopping, actual: Computers
17919, predicted: Business, actual: Computers
17935, predicted: Sports, actual: Computers
17955, predicted: News, actual: Computers
18012, predicted: Recreation, actual: Computers
18023, predicted: Health, actual: Computers
18026, predicted: Reference, actual: Computers
18048, predicted: Business, actual: Computers
18055, predicted: Business, actual: Computers
18119, predicted: Arts, actual: Computers
18204, predicted: Business, actual: Computers
18222, predicted: Arts, actual: Computers
18282, predicted: Business, actual: Computers
18347, predicted: Business, actual: Computers
18348, predicted: Business, actual: Computers
18382, predicted: Shopping, actual: Computers
18383, predicted: Business, actual: Computers
18476, predicted: Science, actual: Computers
18511, predicted: Home, actual: Computers
18547, predicted: Arts, actual: Computers
18741, predicted: Business, actual: Computers
557, predicted: Computers, actual: News
640, predicted: Adult, actual: Recreation
701, predicted: Society, actual: Reference
747, predicted: Health, actual: Reference
753, predicted: Home, actual: Reference
837, predicted: Sports, actual: Regional
1278, predicted: Sports, actual: Science
1386, predicted: Business, actual: Shopping
1387, predicted: Business, actual: Shopping
1392, predicted: Health, actual: Shopping
1535, predicted: Computers, actual: Society
1574, predicted: Sports, actual: Society
1711, predicted: Shopping, actual: Sports
1724, predicted: Health, actual: Sports
1781, predicted: Health, actual: Sports
1806, predicted: Computers, actual: News
1837, predicted: Arts, actual: Recreation
1844, predicted: Health, actual: Recreation
1894, predicted: Business, actual: Shopping
1926, predicted: Health, actual: Society
2115, predicted: Business, actual: Recreation
2116, predicted: Shopping, actual: Recreation
2207, predicted: Business, actual: Reference
2332, predicted: Recreation, actual: Regional
2340, predicted: Kids, actual: Regional
2389, predicted: Computers, actual: Regional
2546, predicted: Business, actual: Regional
2599, predicted: Sports, actual: Regional
2636, predicted: Science, actual: Regional
2643, predicted: Society, actual: Regional
2644, predicted: Arts, actual: Regional
2660, predicted: Business, actual: Regional
2670, predicted: Sports, actual: Regional
2671, predicted: Business, actual: Regional
2673, predicted: Sports, actual: Regional
2680, predicted: Business, actual: Regional
2686, predicted: Arts, actual: Regional
2692, predicted: Shopping, actual: Regional
2693, predicted: Shopping, actual: Regional
2714, predicted: Sports, actual: Regional
2718, predicted: Business, actual: Regional
2720, predicted: Business, actual: Regional
2739, predicted: Computers, actual: Science
2755, predicted: Computers, actual: Science
2765, predicted: Health, actual: Science
2769, predicted: Recreation, actual: Science
2778, predicted: Business, actual: Science
2783, predicted: Society, actual: Science
2785, predicted: Society, actual: Science
2817, predicted: Computers, actual: Science
2818, predicted: Business, actual: Science
2824, predicted: Computers, actual: Science
2835, predicted: Computers, actual: Science
2855, predicted: Society, actual: Science
2876, predicted: Regional, actual: Science
2878, predicted: Arts, actual: Science
2887, predicted: Business, actual: Science
2889, predicted: Computers, actual: Science
2890, predicted: Computers, actual: Science
2920, predicted: Business, actual: Shopping
2927, predicted: Computers, actual: Shopping
2929, predicted: Reference, actual: Shopping
2990, predicted: Society, actual: Shopping
3006, predicted: Kids, actual: Shopping
3015, predicted: Business, actual: Shopping
3022, predicted: Business, actual: Shopping
3029, predicted: Sports, actual: Shopping
3041, predicted: Games, actual: Shopping
3045, predicted: Arts, actual: Shopping
3061, predicted: Business, actual: Shopping
3069, predicted: Business, actual: Shopping
3088, predicted: Arts, actual: Society
3110, predicted: Business, actual: Society
3114, predicted: Home, actual: Society
3118, predicted: Shopping, actual: Society
3149, predicted: Business, actual: Society
3168, predicted: Computers, actual: Society
3211, predicted: Recreation, actual: Society
3558, predicted: Computers, actual: Sports
3622, predicted: Computers, actual: Sports
3628, predicted: Business, actual: Sports
3631, predicted: Business, actual: Sports
3657, predicted: Business, actual: Sports
3678, predicted: Home, actual: Sports
3737, predicted: Computers, actual: Science
3741, predicted: Society, actual: Shopping
3803, predicted: Recreation, actual: Sports
3820, predicted: Games, actual: Sports
3858, predicted: Shopping, actual: Sports
3862, predicted: Business, actual: Sports
3865, predicted: Games, actual: Sports
3878, predicted: Arts, actual: Sports
3944, predicted: Games, actual: Sports
4030, predicted: Recreation, actual: Sports
4034, predicted: Arts, actual: Sports
4049, predicted: Adult, actual: Sports
4162, predicted: Business, actual: Sports
4179, predicted: Health, actual: Sports
4216, predicted: Shopping, actual: Sports
4272, predicted: Reference, actual: Sports
4287, predicted: Business, actual: Sports
4292, predicted: Health, actual: Sports
4296, predicted: Business, actual: Sports
4359, predicted: Business, actual: Science
4375, predicted: Games, actual: Society
4380, predicted: Regional, actual: Society
4405, predicted: Computers, actual: Society
4493, predicted: Health, actual: Adult
4530, predicted: Sports, actual: Adult
4552, predicted: Society, actual: Adult
4555, predicted: Health, actual: Adult
4579, predicted: Sports, actual: Adult
4625, predicted: Computers, actual: Adult
4631, predicted: Home, actual: Adult
4635, predicted: Society, actual: Adult
4642, predicted: Business, actual: Arts
4644, predicted: Health, actual: Arts
4645, predicted: Sports, actual: Arts
4651, predicted: Computers, actual: Adult
4657, predicted: Sports, actual: Arts
4671, predicted: Business, actual: Arts
4684, predicted: Business, actual: Arts
4726, predicted: News, actual: Arts
4729, predicted: Business, actual: Arts
4737, predicted: News, actual: Arts
4759, predicted: Adult, actual: Arts
4810, predicted: Business, actual: Arts
4813, predicted: Business, actual: Arts
4821, predicted: Recreation, actual: Regional
4832, predicted: Computers, actual: Business
4843, predicted: Health, actual: Business
4890, predicted: Arts, actual: Business
4950, predicted: Business, actual: Computers
4983, predicted: Computers, actual: Games
5017, predicted: Sports, actual: Games
5047, predicted: Kids, actual: Games
5112, predicted: Society, actual: Health
5148, predicted: Sports, actual: Health
5265, predicted: Business, actual: Home
5293, predicted: Business, actual: Health
5302, predicted: Business, actual: Recreation
5308, predicted: Arts, actual: Adult
5320, predicted: Computers, actual: Home
5362, predicted: Business, actual: Home
5365, predicted: Shopping, actual: Home
5396, predicted: Business, actual: Kids
5411, predicted: Reference, actual: Kids
5459, predicted: Sports, actual: Kids
5516, predicted: Business, actual: Health
5523, predicted: Science, actual: Health
5543, predicted: Recreation, actual: Kids
5550, predicted: Society, actual: Kids
5582, predicted: Business, actual: Recreation
5590, predicted: Arts, actual: Kids
5593, predicted: Shopping, actual: News
5596, predicted: Regional, actual: Recreation
5633, predicted: Business, actual: News
5644, predicted: Business, actual: Recreation
5677, predicted: Business, actual: Recreation
5708, predicted: Kids, actual: Recreation
5738, predicted: Science, actual: Reference
5762, predicted: Science, actual: Reference
5806, predicted: Science, actual: Kids
5813, predicted: Arts, actual: Reference
5817, predicted: Sports, actual: Reference
5819, predicted: Recreation, actual: Reference
5823, predicted: Kids, actual: Reference
5838, predicted: News, actual: Regional
5842, predicted: Business, actual: Regional
5861, predicted: Shopping, actual: Regional
5864, predicted: Sports, actual: Regional
5873, predicted: Business, actual: Regional
5907, predicted: Kids, actual: Science
5911, predicted: Shopping, actual: Science
5929, predicted: Business, actual: Reference
5941, predicted: Society, actual: Computers
6000, predicted: Health, actual: Science
6003, predicted: Society, actual: Science
6006, predicted: Reference, actual: Science
6049, predicted: Business, actual: Shopping
6064, predicted: Business, actual: Shopping
6073, predicted: Business, actual: Shopping
6090, predicted: Business, actual: Shopping
6104, predicted: Sports, actual: Shopping
6133, predicted: Arts, actual: Shopping
6147, predicted: Business, actual: Shopping
6185, predicted: Sports, actual: Society
6190, predicted: Recreation, actual: Society
6192, predicted: Business, actual: Society
6202, predicted: Sports, actual: Society
6216, predicted: Business, actual: Society
6227, predicted: Health, actual: Society
6228, predicted: Sports, actual: Society
6230, predicted: Health, actual: Society
6268, predicted: Sports, actual: Computers
6275, predicted: Computers, actual: Shopping
6337, predicted: Shopping, actual: Sports
6338, predicted: Business, actual: Sports
6344, predicted: Business, actual: Sports
6365, predicted: Arts, actual: Sports
6380, predicted: Business, actual: Sports
6439, predicted: Computers, actual: Adult
6466, predicted: Recreation, actual: Adult
6477, predicted: Business, actual: Adult
6482, predicted: Business, actual: Adult
6490, predicted: Business, actual: Adult
6493, predicted: Computers, actual: Adult
6512, predicted: Recreation, actual: Adult
6546, predicted: Arts, actual: Adult
6569, predicted: Arts, actual: Adult
6604, predicted: Games, actual: Adult
6610, predicted: Shopping, actual: Adult
6680, predicted: Arts, actual: Adult
6768, predicted: Arts, actual: Adult
6777, predicted: Shopping, actual: Adult
6819, predicted: Business, actual: Adult
6824, predicted: Computers, actual: Adult
6895, predicted: Business, actual: Adult
6904, predicted: News, actual: Adult
6941, predicted: Shopping, actual: Adult
6983, predicted: Arts, actual: Adult
6987, predicted: Arts, actual: Adult
7022, predicted: Shopping, actual: Adult
7033, predicted: News, actual: Adult
7049, predicted: Society, actual: Adult
7082, predicted: Computers, actual: Adult
7090, predicted: Arts, actual: Adult
7096, predicted: Business, actual: Adult
7099, predicted: Shopping, actual: Adult
7123, predicted: Shopping, actual: Adult
7154, predicted: Regional, actual: Adult
7163, predicted: Shopping, actual: Adult
7164, predicted: Health, actual: Adult
7220, predicted: Recreation, actual: Adult
7254, predicted: Regional, actual: Adult
7275, predicted: Reference, actual: Adult
7300, predicted: Shopping, actual: Adult
7311, predicted: Shopping, actual: Adult
7333, predicted: Shopping, actual: Adult
7344, predicted: Health, actual: Adult
7369, predicted: Shopping, actual: Adult
7376, predicted: Reference, actual: Adult
7380, predicted: Shopping, actual: Adult
7400, predicted: Business, actual: Adult
7405, predicted: Sports, actual: Adult
7410, predicted: Home, actual: Adult
7412, predicted: Business, actual: Adult
7434, predicted: Arts, actual: Adult
7473, predicted: Arts, actual: Adult
7518, predicted: Society, actual: Adult
7535, predicted: Business, actual: Adult
7564, predicted: Shopping, actual: Adult
7568, predicted: Arts, actual: Adult
7579, predicted: Business, actual: Adult
7601, predicted: Arts, actual: Adult
7615, predicted: Sports, actual: Adult
7644, predicted: Computers, actual: Adult
7650, predicted: Arts, actual: Adult
7715, predicted: Recreation, actual: Arts
7771, predicted: Games, actual: Arts
7780, predicted: Society, actual: Arts
7781, predicted: Games, actual: Arts
7796, predicted: Business, actual: Arts
7827, predicted: Health, actual: Arts
7840, predicted: Business, actual: Arts
7843, predicted: Recreation, actual: Arts
7855, predicted: Health, actual: Arts
7967, predicted: Sports, actual: Arts
7974, predicted: Society, actual: Arts
7985, predicted: Business, actual: Arts
7988, predicted: Regional, actual: Arts
7993, predicted: Recreation, actual: Arts
8069, predicted: Health, actual: Arts
8080, predicted: Health, actual: Arts
8139, predicted: Shopping, actual: Arts
8172, predicted: Health, actual: Arts
8173, predicted: Sports, actual: Arts
8211, predicted: Recreation, actual: Arts
8431, predicted: Computers, actual: Arts
8447, predicted: Games, actual: Arts
8475, predicted: Shopping, actual: Arts
8481, predicted: Shopping, actual: Arts
8501, predicted: Business, actual: Arts
8529, predicted: Business, actual: Arts
8550, predicted: Sports, actual: Arts
8566, predicted: Sports, actual: Arts
8609, predicted: Adult, actual: Arts
8683, predicted: Business, actual: Arts
8739, predicted: Shopping, actual: Arts
8772, predicted: Sports, actual: Arts
8780, predicted: Computers, actual: Arts
9221, predicted: Business, actual: Arts
8814, predicted: Shopping, actual: Arts
8829, predicted: Business, actual: Arts
8935, predicted: Computers, actual: Arts
8955, predicted: Health, actual: Arts
8967, predicted: Health, actual: Arts
8984, predicted: Society, actual: Arts
9017, predicted: Society, actual: Arts
9030, predicted: Kids, actual: Arts
9033, predicted: Health, actual: Arts
9035, predicted: Business, actual: Arts
9038, predicted: Business, actual: Arts
9041, predicted: Sports, actual: Arts
9045, predicted: Business, actual: Arts
9047, predicted: Business, actual: Arts
9059, predicted: Shopping, actual: Arts
9073, predicted: Health, actual: Arts
9144, predicted: Business, actual: Arts
9194, predicted: Games, actual: Arts
9206, predicted: Sports, actual: Arts
9208, predicted: Business, actual: Arts
9281, predicted: News, actual: Arts
9289, predicted: Regional, actual: Arts
9311, predicted: Computers, actual: Arts
9337, predicted: Recreation, actual: Arts
9342, predicted: Recreation, actual: Arts
9347, predicted: Shopping, actual: Arts
9353, predicted: Computers, actual: Arts
9355, predicted: Computers, actual: Arts
9366, predicted: Games, actual: Arts
9396, predicted: Health, actual: Arts
9461, predicted: Games, actual: Arts
9528, predicted: Adult, actual: Arts
9529, predicted: Sports, actual: Arts
9555, predicted: Computers, actual: Arts
9571, predicted: Computers, actual: Arts
9598, predicted: Recreation, actual: Arts
9617, predicted: Shopping, actual: Arts
9660, predicted: Business, actual: Arts
9680, predicted: Business, actual: Arts
9685, predicted: Recreation, actual: Arts
9736, predicted: Business, actual: Arts
9739, predicted: Shopping, actual: Arts
9773, predicted: Business, actual: Arts
9777, predicted: Computers, actual: Arts
9795, predicted: Business, actual: Arts
9801, predicted: Health, actual: Arts
9813, predicted: Business, actual: Arts
9867, predicted: Business, actual: Arts
9879, predicted: Shopping, actual: Recreation
9884, predicted: Business, actual: Recreation
9952, predicted: Arts, actual: Society
9968, predicted: Health, actual: Sports
9971, predicted: Business, actual: Sports
10012, predicted: Computers, actual: Arts
10065, predicted: Business, actual: Arts
10104, predicted: Sports, actual: Arts
10174, predicted: Society, actual: Arts
10277, predicted: Kids, actual: Arts
10291, predicted: Business, actual: Arts
10292, predicted: Reference, actual: Arts
10296, predicted: Computers, actual: Arts
10325, predicted: Science, actual: Arts
10329, predicted: Business, actual: Arts
10332, predicted: Sports, actual: Arts
10337, predicted: Business, actual: Arts
10348, predicted: Business, actual: Computers
10385, predicted: Sports, actual: Arts
10417, predicted: Business, actual: Arts
10509, predicted: Society, actual: Arts
10529, predicted: Shopping, actual: Arts
10530, predicted: Computers, actual: Arts
10538, predicted: Adult, actual: Arts
10600, predicted: Society, actual: Arts
10718, predicted: Health, actual: Arts
10738, predicted: Recreation, actual: Arts
10826, predicted: Business, actual: Arts
10993, predicted: Sports, actual: Arts
11032, predicted: Business, actual: Arts
11139, predicted: Health, actual: Arts
11202, predicted: Business, actual: Arts
11209, predicted: Science, actual: Arts
11219, predicted: Shopping, actual: Arts
11220, predicted: Shopping, actual: Arts
11354, predicted: Business, actual: Arts
11357, predicted: Business, actual: Arts
11377, predicted: Business, actual: Arts
11401, predicted: Business, actual: Arts
11429, predicted: Business, actual: Arts
11490, predicted: Science, actual: Arts
11492, predicted: Business, actual: Arts
11497, predicted: Business, actual: Arts
11525, predicted: Business, actual: Arts
11645, predicted: Science, actual: Arts
11649, predicted: Regional, actual: Arts
11675, predicted: Business, actual: Arts
