2674, predicted: Regional, actual: Regional
4130, predicted: Sports, actual: Sports
4143, predicted: Sports, actual: Sports
4163, predicted: Sports, actual: Sports
4172, predicted: Sports, actual: Sports
4193, predicted: Sports, actual: Sports
4247, predicted: Sports, actual: Sports
4262, predicted: Sports, actual: Sports
4271, predicted: Sports, actual: Sports
4312, predicted: Sports, actual: Sports
4363, predicted: Science, actual: Science
4381, predicted: Society, actual: Society
4417, predicted: Sports, actual: Sports
4428, predicted: Sports, actual: Sports
4432, predicted: Sports, actual: Sports
4439, predicted: Sports, actual: Sports
4445, predicted: Sports, actual: Sports
4450, predicted: Sports, actual: Sports
4497, predicted: Sports, actual: Sports
4580, predicted: Adult, actual: Adult
4747, predicted: Arts, actual: Arts
4794, predicted: Arts, actual: Arts
5010, predicted: Games, actual: Games
5125, predicted: Health, actual: Health
5150, predicted: Health, actual: Health
5186, predicted: Health, actual: Health
5256, predicted: Home, actual: Home
5284, predicted: Home, actual: Home
5310, predicted: Health, actual: Health
6410, predicted: Sports, actual: Sports
6417, predicted: Sports, actual: Sports
6469, predicted: Adult, actual: Adult
6479, predicted: Adult, actual: Adult
6583, predicted: Adult, actual: Adult
6628, predicted: Adult, actual: Adult
6636, predicted: Adult, actual: Adult
6637, predicted: Adult, actual: Adult
11313, predicted: Arts, actual: Arts
11547, predicted: Arts, actual: Arts
11565, predicted: Arts, actual: Arts
11653, predicted: Arts, actual: Arts
11655, predicted: Arts, actual: Arts
11684, predicted: Arts, actual: Arts
12068, predicted: Business, actual: Business
12095, predicted: Business, actual: Business
12104, predicted: Business, actual: Business
12147, predicted: Business, actual: Business
12216, predicted: Business, actual: Business
12322, predicted: Business, actual: Business
12343, predicted: Business, actual: Business
12354, predicted: Business, actual: Business
12366, predicted: Business, actual: Business
12505, predicted: Business, actual: Business
12513, predicted: Business, actual: Business
12642, predicted: Business, actual: Business
12756, predicted: Business, actual: Business
12763, predicted: Business, actual: Business
12806, predicted: Business, actual: Business
12930, predicted: Business, actual: Business
12953, predicted: Business, actual: Business
13024, predicted: Business, actual: Business
13136, predicted: Business, actual: Business
13212, predicted: Business, actual: Business
13230, predicted: Business, actual: Business
13347, predicted: Business, actual: Business
13509, predicted: Business, actual: Business
14470, predicted: Business, actual: Business
14646, predicted: Business, actual: Business
14692, predicted: Business, actual: Business
14723, predicted: Business, actual: Business
14783, predicted: Business, actual: Business
14894, predicted: Business, actual: Business
15021, predicted: Business, actual: Business
15087, predicted: Business, actual: Business
15112, predicted: Business, actual: Business
15137, predicted: Business, actual: Business
15146, predicted: Business, actual: Business
15229, predicted: Business, actual: Business
15408, predicted: Business, actual: Business
15706, predicted: Business, actual: Business
15708, predicted: Business, actual: Business
15886, predicted: Business, actual: Business
16005, predicted: Business, actual: Business
16061, predicted: Business, actual: Business
16080, predicted: Business, actual: Business
16139, predicted: Business, actual: Business
16165, predicted: Business, actual: Business
16179, predicted: Business, actual: Business
16236, predicted: Business, actual: Business
16239, predicted: Business, actual: Business
16327, predicted: Business, actual: Business
16415, predicted: Business, actual: Business
16432, predicted: Business, actual: Business
16500, predicted: Business, actual: Business
16508, predicted: Business, actual: Business
16567, predicted: Business, actual: Business
16572, predicted: Business, actual: Business
16699, predicted: Business, actual: Business
16796, predicted: Business, actual: Business
16959, predicted: Business, actual: Business
16992, predicted: Business, actual: Business
17069, predicted: Business, actual: Business
17091, predicted: Business, actual: Business
17189, predicted: Business, actual: Business
17310, predicted: Business, actual: Business
17388, predicted: Business, actual: Business
17515, predicted: Computers, actual: Computers
17535, predicted: Computers, actual: Computers
17565, predicted: Computers, actual: Computers
17612, predicted: Computers, actual: Computers
17673, predicted: Computers, actual: Computers
17683, predicted: Computers, actual: Computers
17701, predicted: Computers, actual: Computers
17777, predicted: Computers, actual: Computers
17794, predicted: Computers, actual: Computers
17866, predicted: Computers, actual: Computers
17888, predicted: Computers, actual: Computers
17913, predicted: Computers, actual: Computers
17914, predicted: Computers, actual: Computers
17918, predicted: Computers, actual: Computers
17969, predicted: Computers, actual: Computers
18012, predicted: Computers, actual: Computers
18055, predicted: Computers, actual: Computers
18298, predicted: Computers, actual: Computers
18339, predicted: Computers, actual: Computers
18450, predicted: Computers, actual: Computers
18474, predicted: Computers, actual: Computers
18547, predicted: Computers, actual: Computers
557, predicted: News, actual: News
1135, predicted: Regional, actual: Regional
1220, predicted: Science, actual: Science
1257, predicted: Science, actual: Science
1331, predicted: Science, actual: Science
1363, predicted: Shopping, actual: Shopping
1386, predicted: Shopping, actual: Shopping
1396, predicted: Shopping, actual: Shopping
1412, predicted: Shopping, actual: Shopping
1797, predicted: Health, actual: Health
1806, predicted: News, actual: News
1951, predicted: Society, actual: Society
2009, predicted: Sports, actual: Sports
2230, predicted: Reference, actual: Reference
2615, predicted: Regional, actual: Regional
2739, predicted: Science, actual: Science
2743, predicted: Science, actual: Science
2749, predicted: Science, actual: Science
2758, predicted: Science, actual: Science
2764, predicted: Science, actual: Science
2776, predicted: Science, actual: Science
2778, predicted: Science, actual: Science
2834, predicted: Science, actual: Science
2838, predicted: Science, actual: Science
2846, predicted: Science, actual: Science
2862, predicted: Science, actual: Science
2920, predicted: Shopping, actual: Shopping
2927, predicted: Shopping, actual: Shopping
2970, predicted: Shopping, actual: Shopping
3002, predicted: Shopping, actual: Shopping
3088, predicted: Society, actual: Society
3122, predicted: Society, actual: Society
3133, predicted: Society, actual: Society
3312, predicted: Sports, actual: Sports
3319, predicted: Sports, actual: Sports
3564, predicted: Sports, actual: Sports
3646, predicted: Sports, actual: Sports
3658, predicted: Sports, actual: Sports
3687, predicted: Sports, actual: Sports
3712, predicted: Regional, actual: Regional
3802, predicted: Sports, actual: Sports
3816, predicted: Sports, actual: Sports
3942, predicted: Sports, actual: Sports
4034, predicted: Sports, actual: Sports
4129, predicted: Sports, actual: Sports
4216, predicted: Sports, actual: Sports
4252, predicted: Sports, actual: Sports
4268, predicted: Sports, actual: Sports
4405, predicted: Society, actual: Society
4426, predicted: Sports, actual: Sports
4446, predicted: Sports, actual: Sports
4482, predicted: Adult, actual: Adult
4506, predicted: Adult, actual: Adult
4544, predicted: Adult, actual: Adult
4619, predicted: Adult, actual: Adult
4645, predicted: Arts, actual: Arts
4651, predicted: Adult, actual: Adult
4775, predicted: Business, actual: Business
4849, predicted: Games, actual: Games
4859, predicted: Business, actual: Business
4890, predicted: Business, actual: Business
4903, predicted: Computers, actual: Computers
4930, predicted: Computers, actual: Computers
5099, predicted: Games, actual: Games
5132, predicted: Health, actual: Health
5165, predicted: Health, actual: Health
5175, predicted: Health, actual: Health
5396, predicted: Kids, actual: Kids
5401, predicted: Games, actual: Games
5516, predicted: Health, actual: Health
5594, predicted: News, actual: News
5737, predicted: Reference, actual: Reference
5766, predicted: Reference, actual: Reference
5769, predicted: Reference, actual: Reference
5780, predicted: Reference, actual: Reference
5798, predicted: Reference, actual: Reference
5800, predicted: Reference, actual: Reference
5821, predicted: Reference, actual: Reference
5825, predicted: Reference, actual: Reference
5838, predicted: Regional, actual: Regional
5907, predicted: Science, actual: Science
5920, predicted: Computers, actual: Computers
5980, predicted: Health, actual: Health
6003, predicted: Science, actual: Science
6042, predicted: Shopping, actual: Shopping
6049, predicted: Shopping, actual: Shopping
6086, predicted: Shopping, actual: Shopping
6107, predicted: Shopping, actual: Shopping
6149, predicted: Shopping, actual: Shopping
6294, predicted: Sports, actual: Sports
6450, predicted: Adult, actual: Adult
6483, predicted: Adult, actual: Adult
6745, predicted: Adult, actual: Adult
6750, predicted: Adult, actual: Adult
6760, predicted: Adult, actual: Adult
6824, predicted: Adult, actual: Adult
6937, predicted: Adult, actual: Adult
6998, predicted: Adult, actual: Adult
7017, predicted: Adult, actual: Adult
7049, predicted: Adult, actual: Adult
7082, predicted: Adult, actual: Adult
7191, predicted: Adult, actual: Adult
7257, predicted: Adult, actual: Adult
7333, predicted: Adult, actual: Adult
7408, predicted: Adult, actual: Adult
7437, predicted: Adult, actual: Adult
7469, predicted: Adult, actual: Adult
7629, predicted: Adult, actual: Adult
7716, predicted: Arts, actual: Arts
7766, predicted: Arts, actual: Arts
7802, predicted: Arts, actual: Arts
7811, predicted: Arts, actual: Arts
7813, predicted: Arts, actual: Arts
7835, predicted: Arts, actual: Arts
8106, predicted: Arts, actual: Arts
8167, predicted: Arts, actual: Arts
8327, predicted: Arts, actual: Arts
8336, predicted: Arts, actual: Arts
8431, predicted: Arts, actual: Arts
8475, predicted: Arts, actual: Arts
8501, predicted: Arts, actual: Arts
8505, predicted: Arts, actual: Arts
8529, predicted: Arts, actual: Arts
8591, predicted: Arts, actual: Arts
8653, predicted: Arts, actual: Arts
8788, predicted: Arts, actual: Arts
8840, predicted: Arts, actual: Arts
8928, predicted: Arts, actual: Arts
9059, predicted: Arts, actual: Arts
9173, predicted: Arts, actual: Arts
9261, predicted: Arts, actual: Arts
9271, predicted: Arts, actual: Arts
9275, predicted: Arts, actual: Arts
9280, predicted: Arts, actual: Arts
9312, predicted: Arts, actual: Arts
9337, predicted: Arts, actual: Arts
9416, predicted: Arts, actual: Arts
9542, predicted: Arts, actual: Arts
9543, predicted: Arts, actual: Arts
9580, predicted: Arts, actual: Arts
9625, predicted: Arts, actual: Arts
9777, predicted: Arts, actual: Arts
9877, predicted: Recreation, actual: Recreation
9879, predicted: Recreation, actual: Recreation
9946, predicted: Society, actual: Society
10128, predicted: Arts, actual: Arts
10151, predicted: Arts, actual: Arts
10159, predicted: Arts, actual: Arts
10181, predicted: Arts, actual: Arts
10218, predicted: Arts, actual: Arts
10225, predicted: Arts, actual: Arts
10234, predicted: Arts, actual: Arts
10239, predicted: Arts, actual: Arts
10271, predicted: Arts, actual: Arts
10321, predicted: Arts, actual: Arts
10456, predicted: Arts, actual: Arts
10477, predicted: Arts, actual: Arts
10538, predicted: Arts, actual: Arts
10631, predicted: Arts, actual: Arts
10644, predicted: Arts, actual: Arts
10647, predicted: Arts, actual: Arts
10665, predicted: Arts, actual: Arts
10769, predicted: Arts, actual: Arts
10770, predicted: Arts, actual: Arts
10780, predicted: Arts, actual: Arts
10781, predicted: Arts, actual: Arts
10795, predicted: Arts, actual: Arts
10800, predicted: Arts, actual: Arts
10809, predicted: Arts, actual: Arts
10812, predicted: Arts, actual: Arts
10813, predicted: Arts, actual: Arts
10815, predicted: Arts, actual: Arts
10817, predicted: Arts, actual: Arts
10830, predicted: Arts, actual: Arts
10837, predicted: Arts, actual: Arts
10840, predicted: Arts, actual: Arts
10864, predicted: Arts, actual: Arts
10877, predicted: Arts, actual: Arts
10882, predicted: Arts, actual: Arts
10899, predicted: Arts, actual: Arts
10914, predicted: Arts, actual: Arts
10919, predicted: Arts, actual: Arts
11086, predicted: Arts, actual: Arts
11112, predicted: Arts, actual: Arts
11130, predicted: Arts, actual: Arts
11147, predicted: Arts, actual: Arts
11155, predicted: Arts, actual: Arts
11177, predicted: Arts, actual: Arts
11245, predicted: Arts, actual: Arts
11296, predicted: Arts, actual: Arts
11312, predicted: Arts, actual: Arts
11506, predicted: Arts, actual: Arts
11931, predicted: Business, actual: Business
11938, predicted: Business, actual: Business
11995, predicted: Business, actual: Business
12015, predicted: Business, actual: Business
12118, predicted: Business, actual: Business
12124, predicted: Business, actual: Business
12230, predicted: Business, actual: Business
12387, predicted: Business, actual: Business
12550, predicted: Business, actual: Business
12603, predicted: Business, actual: Business
12622, predicted: Business, actual: Business
12739, predicted: Business, actual: Business
12815, predicted: Business, actual: Business
12837, predicted: Business, actual: Business
12906, predicted: Business, actual: Business
12933, predicted: Business, actual: Business
12973, predicted: Business, actual: Business
12992, predicted: Business, actual: Business
13101, predicted: Business, actual: Business
13380, predicted: Business, actual: Business
13484, predicted: Business, actual: Business
13533, predicted: Business, actual: Business
13550, predicted: Business, actual: Business
13557, predicted: Business, actual: Business
13600, predicted: Business, actual: Business
14079, predicted: Business, actual: Business
14206, predicted: Business, actual: Business
14210, predicted: Business, actual: Business
14277, predicted: Business, actual: Business
14317, predicted: Business, actual: Business
14416, predicted: Business, actual: Business
14580, predicted: Business, actual: Business
14705, predicted: Business, actual: Business
14745, predicted: Business, actual: Business
14846, predicted: Business, actual: Business
15031, predicted: Business, actual: Business
15114, predicted: Business, actual: Business
15162, predicted: Business, actual: Business
15167, predicted: Reference, actual: Reference
15235, predicted: Business, actual: Business
15297, predicted: Business, actual: Business
15302, predicted: Business, actual: Business
15312, predicted: Business, actual: Business
15342, predicted: Business, actual: Business
15381, predicted: Business, actual: Business
15494, predicted: Business, actual: Business
15504, predicted: Business, actual: Business
15558, predicted: Business, actual: Business
15562, predicted: Business, actual: Business
15688, predicted: Business, actual: Business
16021, predicted: Business, actual: Business
16098, predicted: Business, actual: Business
16131, predicted: Sports, actual: Sports
16142, predicted: Business, actual: Business
16168, predicted: Business, actual: Business
16181, predicted: Computers, actual: Computers
16294, predicted: Business, actual: Business
16668, predicted: Business, actual: Business
16772, predicted: Business, actual: Business
16832, predicted: Business, actual: Business
16996, predicted: Business, actual: Business
16999, predicted: Business, actual: Business
17085, predicted: Business, actual: Business
17089, predicted: Business, actual: Business
17256, predicted: Business, actual: Business
17329, predicted: Business, actual: Business
17581, predicted: Computers, actual: Computers
17614, predicted: Computers, actual: Computers
17807, predicted: Computers, actual: Computers
17975, predicted: Computers, actual: Computers
18156, predicted: Computers, actual: Computers
18183, predicted: Computers, actual: Computers
18195, predicted: Computers, actual: Computers
18199, predicted: Computers, actual: Computers
18241, predicted: Computers, actual: Computers
18270, predicted: Computers, actual: Computers
18271, predicted: Computers, actual: Computers
18475, predicted: Computers, actual: Computers
18484, predicted: Computers, actual: Computers
18514, predicted: Computers, actual: Computers
18809, predicted: Computers, actual: Computers
19154, predicted: Computers, actual: Computers
19324, predicted: Computers, actual: Computers
19329, predicted: Computers, actual: Computers
19496, predicted: Computers, actual: Computers
19621, predicted: Computers, actual: Computers
21016, predicted: Computers, actual: Computers
21062, predicted: Computers, actual: Computers
21262, predicted: Computers, actual: Computers
21268, predicted: Computers, actual: Computers
21560, predicted: Games, actual: Games
21841, predicted: Games, actual: Games
22711, predicted: Games, actual: Games
22754, predicted: Games, actual: Games
23476, predicted: Health, actual: Health
23505, predicted: Health, actual: Health
23513, predicted: Health, actual: Health
23668, predicted: Health, actual: Health
23717, predicted: Health, actual: Health
23731, predicted: Health, actual: Health
24044, predicted: Health, actual: Health
24179, predicted: Games, actual: Games
24253, predicted: Health, actual: Health
24256, predicted: Health, actual: Health
24354, predicted: Health, actual: Health
24391, predicted: Health, actual: Health
24426, predicted: Health, actual: Health
24463, predicted: Health, actual: Health
24897, predicted: Health, actual: Health
24931, predicted: Health, actual: Health
24984, predicted: Health, actual: Health
25072, predicted: Health, actual: Health
25134, predicted: Health, actual: Health
25153, predicted: Health, actual: Health
25182, predicted: Health, actual: Health
25185, predicted: Health, actual: Health
25189, predicted: Health, actual: Health
25211, predicted: Health, actual: Health
25251, predicted: Health, actual: Health
25325, predicted: Health, actual: Health
25347, predicted: Health, actual: Health
25412, predicted: Health, actual: Health
25451, predicted: Health, actual: Health
25507, predicted: Health, actual: Health
25537, predicted: Health, actual: Health
25610, predicted: Health, actual: Health
25772, predicted: Health, actual: Health
25807, predicted: Health, actual: Health
26011, predicted: Society, actual: Society
26182, predicted: Health, actual: Health
26187, predicted: Health, actual: Health
26284, predicted: Health, actual: Health
26321, predicted: Health, actual: Health
26542, predicted: Society, actual: Society
26669, predicted: Health, actual: Health
26823, predicted: Health, actual: Health
26986, predicted: Health, actual: Health
28524, predicted: Kids, actual: Kids
30920, predicted: News, actual: News
30923, predicted: News, actual: News
30937, predicted: News, actual: News
30944, predicted: News, actual: News
31523, predicted: Recreation, actual: Recreation
31779, predicted: Recreation, actual: Recreation
32205, predicted: Recreation, actual: Recreation
32352, predicted: Recreation, actual: Recreation
32734, predicted: Recreation, actual: Recreation
32775, predicted: Recreation, actual: Recreation
33328, predicted: Recreation, actual: Recreation
33610, predicted: Recreation, actual: Recreation
33707, predicted: Recreation, actual: Recreation
33773, predicted: Recreation, actual: Recreation
34303, predicted: Recreation, actual: Recreation
34403, predicted: Sports, actual: Sports
34823, predicted: Recreation, actual: Recreation
35249, predicted: Recreation, actual: Recreation
35316, predicted: Recreation, actual: Recreation
35328, predicted: Recreation, actual: Recreation
35375, predicted: Recreation, actual: Recreation
35450, predicted: Recreation, actual: Recreation
35572, predicted: Recreation, actual: Recreation
35704, predicted: Recreation, actual: Recreation
35708, predicted: Recreation, actual: Recreation
35732, predicted: Recreation, actual: Recreation
35792, predicted: Recreation, actual: Recreation
36237, predicted: Recreation, actual: Recreation
36837, predicted: Reference, actual: Reference
36857, predicted: Reference, actual: Reference
36869, predicted: Reference, actual: Reference
36888, predicted: Reference, actual: Reference
36902, predicted: Reference, actual: Reference
36935, predicted: Reference, actual: Reference
37089, predicted: Reference, actual: Reference
37305, predicted: Reference, actual: Reference
37512, predicted: Reference, actual: Reference
38070, predicted: Regional, actual: Regional
38163, predicted: Regional, actual: Regional
38186, predicted: Regional, actual: Regional
38270, predicted: Regional, actual: Regional
38619, predicted: Science, actual: Science
38904, predicted: Science, actual: Science
39012, predicted: Science, actual: Science
39628, predicted: Science, actual: Science
39853, predicted: Science, actual: Science
39908, predicted: Science, actual: Science
40082, predicted: Science, actual: Science
40376, predicted: Science, actual: Science
40391, predicted: Science, actual: Science
40451, predicted: Science, actual: Science
40984, predicted: Science, actual: Science
41066, predicted: Science, actual: Science
41072, predicted: Science, actual: Science
42491, predicted: Shopping, actual: Shopping
42825, predicted: Shopping, actual: Shopping
44055, predicted: Shopping, actual: Shopping
44412, predicted: Shopping, actual: Shopping
44767, predicted: Shopping, actual: Shopping
44987, predicted: Shopping, actual: Shopping
45245, predicted: Shopping, actual: Shopping
45339, predicted: Shopping, actual: Shopping
46718, predicted: Shopping, actual: Shopping
46762, predicted: Shopping, actual: Shopping
47819, predicted: Society, actual: Society
48308, predicted: Society, actual: Society
48695, predicted: Society, actual: Society
48717, predicted: Society, actual: Society
48812, predicted: Society, actual: Society
49302, predicted: Society, actual: Society
49334, predicted: Society, actual: Society
49945, predicted: Society, actual: Society
51178, predicted: Society, actual: Society
51616, predicted: Society, actual: Society
51703, predicted: Sports, actual: Sports
52161, predicted: Sports, actual: Sports
52198, predicted: Sports, actual: Sports
52453, predicted: Sports, actual: Sports
52900, predicted: Sports, actual: Sports
53423, predicted: Sports, actual: Sports
54605, predicted: Sports, actual: Sports
54725, predicted: Sports, actual: Sports
54950, predicted: Sports, actual: Sports
55126, predicted: Sports, actual: Sports
55249, predicted: Sports, actual: Sports
55479, predicted: Sports, actual: Sports
55680, predicted: Sports, actual: Sports
56226, predicted: Sports, actual: Sports
56537, predicted: Sports, actual: Sports
56559, predicted: Sports, actual: Sports
56958, predicted: Sports, actual: Sports
56987, predicted: Sports, actual: Sports
57046, predicted: Sports, actual: Sports
57366, predicted: Sports, actual: Sports
57440, predicted: Sports, actual: Sports
57451, predicted: Sports, actual: Sports
57633, predicted: Sports, actual: Sports
58126, predicted: Sports, actual: Sports
58151, predicted: Sports, actual: Sports
58302, predicted: Sports, actual: Sports
58493, predicted: Sports, actual: Sports
58642, predicted: Business, actual: Business
58649, predicted: Kids, actual: Kids
58671, predicted: Computers, actual: Computers
58674, predicted: Computers, actual: Computers
59081, predicted: Business, actual: Business
59150, predicted: Business, actual: Business
59238, predicted: Computers, actual: Computers
59433, predicted: Business, actual: Business
59435, predicted: Business, actual: Business
59652, predicted: Sports, actual: Sports
59775, predicted: Health, actual: Health
59975, predicted: Business, actual: Business
59998, predicted: Business, actual: Business
60006, predicted: Business, actual: Business
60019, predicted: Business, actual: Business
60234, predicted: Games, actual: Games
60333, predicted: Health, actual: Health
60578, predicted: Reference, actual: Reference
61009, predicted: Adult, actual: Adult
61916, predicted: Arts, actual: Arts
62223, predicted: Arts, actual: Arts
62369, predicted: Arts, actual: Arts
62401, predicted: Arts, actual: Arts
62748, predicted: Business, actual: Business
62984, predicted: Business, actual: Business
63028, predicted: Business, actual: Business
63063, predicted: Business, actual: Business
63094, predicted: Business, actual: Business
63129, predicted: Business, actual: Business
63136, predicted: Business, actual: Business
63172, predicted: Business, actual: Business
63282, predicted: Business, actual: Business
63288, predicted: Business, actual: Business
63308, predicted: Business, actual: Business
63355, predicted: Business, actual: Business
63466, predicted: Business, actual: Business
63494, predicted: Business, actual: Business
63520, predicted: Business, actual: Business
63605, predicted: Business, actual: Business
63645, predicted: Business, actual: Business
63681, predicted: Business, actual: Business
63733, predicted: Business, actual: Business
63802, predicted: Business, actual: Business
63826, predicted: Business, actual: Business
64010, predicted: Business, actual: Business
64035, predicted: Business, actual: Business
64040, predicted: Business, actual: Business
64091, predicted: Business, actual: Business
64120, predicted: Business, actual: Business
64189, predicted: Business, actual: Business
64198, predicted: Business, actual: Business
64523, predicted: Business, actual: Business
64649, predicted: Business, actual: Business
64767, predicted: Business, actual: Business
64800, predicted: Business, actual: Business
64947, predicted: Business, actual: Business
64957, predicted: Business, actual: Business
64961, predicted: Business, actual: Business
65054, predicted: Business, actual: Business
65212, predicted: Computers, actual: Computers
65400, predicted: Computers, actual: Computers
65407, predicted: Computers, actual: Computers
65423, predicted: Computers, actual: Computers
65450, predicted: Computers, actual: Computers
65521, predicted: Computers, actual: Computers
65646, predicted: Computers, actual: Computers
65824, predicted: Computers, actual: Computers
66286, predicted: Computers, actual: Computers
66354, predicted: Computers, actual: Computers
66544, predicted: Computers, actual: Computers
66647, predicted: Computers, actual: Computers
66711, predicted: Computers, actual: Computers
66766, predicted: Computers, actual: Computers
67212, predicted: Games, actual: Games
67436, predicted: Health, actual: Health
67482, predicted: Health, actual: Health
67658, predicted: Health, actual: Health
67686, predicted: Health, actual: Health
67687, predicted: Health, actual: Health
67698, predicted: Health, actual: Health
67800, predicted: Health, actual: Health
67848, predicted: Health, actual: Health
67928, predicted: Health, actual: Health
68019, predicted: Health, actual: Health
68084, predicted: Health, actual: Health
68096, predicted: Health, actual: Health
68189, predicted: Health, actual: Health
68214, predicted: Health, actual: Health
68401, predicted: Health, actual: Health
68505, predicted: Health, actual: Health
68511, predicted: Health, actual: Health
68629, predicted: Health, actual: Health
69265, predicted: Home, actual: Home
69444, predicted: Kids, actual: Kids
69856, predicted: Reference, actual: Reference
33, predicted: Arts, actual: Arts
69, predicted: Arts, actual: Arts
90, predicted: Arts, actual: Arts
158, predicted: Computers, actual: Computers
170, predicted: Computers, actual: Computers
319, predicted: Health, actual: Health
498, predicted: Regional, actual: Regional
830, predicted: Regional, actual: Regional
990, predicted: Regional, actual: Regional
1009, predicted: Regional, actual: Regional
7337, predicted: Adult, actual: Adult
7401, predicted: Adult, actual: Adult
7403, predicted: Adult, actual: Adult
7455, predicted: Adult, actual: Adult
7508, predicted: Adult, actual: Adult
7514, predicted: Adult, actual: Adult
7540, predicted: Adult, actual: Adult
7701, predicted: Arts, actual: Arts
8010, predicted: Arts, actual: Arts
8035, predicted: Arts, actual: Arts
8056, predicted: Arts, actual: Arts
8062, predicted: Arts, actual: Arts
8100, predicted: Arts, actual: Arts
8141, predicted: Arts, actual: Arts
8228, predicted: Arts, actual: Arts
8239, predicted: Arts, actual: Arts
8240, predicted: Arts, actual: Arts
8242, predicted: Arts, actual: Arts
8278, predicted: Arts, actual: Arts
8422, predicted: Arts, actual: Arts
8488, predicted: Arts, actual: Arts
