2674, predicted: Regional, actual: Regional
13090, predicted: Business, actual: Business
13101, predicted: Business, actual: Business
13157, predicted: Business, actual: Business
13218, predicted: Business, actual: Business
13380, predicted: Business, actual: Business
13484, predicted: Business, actual: Business
13533, predicted: Business, actual: Business
13557, predicted: Business, actual: Business
13600, predicted: Business, actual: Business
13836, predicted: Business, actual: Business
14079, predicted: Business, actual: Business
14210, predicted: Business, actual: Business
14277, predicted: Business, actual: Business
14317, predicted: Business, actual: Business
14416, predicted: Business, actual: Business
14509, predicted: Business, actual: Business
14580, predicted: Business, actual: Business
14650, predicted: Business, actual: Business
14658, predicted: Business, actual: Business
14680, predicted: Business, actual: Business
14705, predicted: Business, actual: Business
14732, predicted: Business, actual: Business
14820, predicted: Business, actual: Business
14846, predicted: Business, actual: Business
15031, predicted: Business, actual: Business
15114, predicted: Business, actual: Business
15162, predicted: Business, actual: Business
15164, predicted: Business, actual: Business
15167, predicted: Reference, actual: Reference
15234, predicted: Business, actual: Business
15235, predicted: Business, actual: Business
15256, predicted: Business, actual: Business
15265, predicted: Business, actual: Business
15297, predicted: Business, actual: Business
15302, predicted: Business, actual: Business
15312, predicted: Business, actual: Business
15342, predicted: Business, actual: Business
15381, predicted: Business, actual: Business
15450, predicted: Business, actual: Business
15504, predicted: Business, actual: Business
15541, predicted: Business, actual: Business
15558, predicted: Business, actual: Business
15562, predicted: Business, actual: Business
15740, predicted: Business, actual: Business
15777, predicted: Business, actual: Business
15824, predicted: Business, actual: Business
16021, predicted: Business, actual: Business
16098, predicted: Business, actual: Business
16168, predicted: Business, actual: Business
16181, predicted: Computers, actual: Computers
16294, predicted: Business, actual: Business
16364, predicted: Business, actual: Business
16519, predicted: Business, actual: Business
16578, predicted: Business, actual: Business
16668, predicted: Business, actual: Business
16832, predicted: Business, actual: Business
16846, predicted: Business, actual: Business
16996, predicted: Business, actual: Business
16999, predicted: Business, actual: Business
17089, predicted: Business, actual: Business
17256, predicted: Business, actual: Business
17329, predicted: Business, actual: Business
17344, predicted: Business, actual: Business
17581, predicted: Computers, actual: Computers
17614, predicted: Computers, actual: Computers
17790, predicted: Computers, actual: Computers
18147, predicted: Computers, actual: Computers
18156, predicted: Computers, actual: Computers
18183, predicted: Computers, actual: Computers
18195, predicted: Computers, actual: Computers
18241, predicted: Computers, actual: Computers
18270, predicted: Computers, actual: Computers
18475, predicted: Computers, actual: Computers
18514, predicted: Computers, actual: Computers
19009, predicted: Computers, actual: Computers
19496, predicted: Computers, actual: Computers
20799, predicted: Computers, actual: Computers
21262, predicted: Computers, actual: Computers
21268, predicted: Computers, actual: Computers
21560, predicted: Games, actual: Games
21841, predicted: Games, actual: Games
22609, predicted: Computers, actual: Computers
22947, predicted: Games, actual: Games
23505, predicted: Health, actual: Health
23567, predicted: Health, actual: Health
23717, predicted: Health, actual: Health
24253, predicted: Health, actual: Health
24391, predicted: Health, actual: Health
24427, predicted: Health, actual: Health
24446, predicted: Health, actual: Health
24923, predicted: Health, actual: Health
25325, predicted: Health, actual: Health
25412, predicted: Health, actual: Health
25507, predicted: Health, actual: Health
25549, predicted: Health, actual: Health
26011, predicted: Society, actual: Society
26272, predicted: Health, actual: Health
26287, predicted: Health, actual: Health
26669, predicted: Health, actual: Health
28524, predicted: Kids, actual: Kids
30920, predicted: News, actual: News
30923, predicted: News, actual: News
30937, predicted: News, actual: News
30944, predicted: News, actual: News
31012, predicted: News, actual: News
31779, predicted: Recreation, actual: Recreation
32205, predicted: Recreation, actual: Recreation
32273, predicted: Recreation, actual: Recreation
32333, predicted: Recreation, actual: Recreation
32775, predicted: Recreation, actual: Recreation
33610, predicted: Recreation, actual: Recreation
33707, predicted: Recreation, actual: Recreation
33773, predicted: Recreation, actual: Recreation
34114, predicted: Recreation, actual: Recreation
34303, predicted: Recreation, actual: Recreation
34403, predicted: Sports, actual: Sports
35061, predicted: Recreation, actual: Recreation
35316, predicted: Recreation, actual: Recreation
35375, predicted: Recreation, actual: Recreation
35450, predicted: Recreation, actual: Recreation
35572, predicted: Recreation, actual: Recreation
35708, predicted: Recreation, actual: Recreation
35732, predicted: Recreation, actual: Recreation
36272, predicted: Recreation, actual: Recreation
36837, predicted: Reference, actual: Reference
36857, predicted: Reference, actual: Reference
36869, predicted: Reference, actual: Reference
36888, predicted: Reference, actual: Reference
36902, predicted: Reference, actual: Reference
36935, predicted: Reference, actual: Reference
37089, predicted: Reference, actual: Reference
37305, predicted: Reference, actual: Reference
37512, predicted: Reference, actual: Reference
37627, predicted: Reference, actual: Reference
38270, predicted: Regional, actual: Regional
38415, predicted: Science, actual: Science
38619, predicted: Science, actual: Science
39012, predicted: Science, actual: Science
39853, predicted: Science, actual: Science
39908, predicted: Science, actual: Science
40391, predicted: Science, actual: Science
40996, predicted: Science, actual: Science
41797, predicted: Shopping, actual: Shopping
42574, predicted: Shopping, actual: Shopping
44767, predicted: Shopping, actual: Shopping
47819, predicted: Society, actual: Society
47849, predicted: Society, actual: Society
48695, predicted: Society, actual: Society
48715, predicted: Society, actual: Society
48717, predicted: Society, actual: Society
48812, predicted: Society, actual: Society
48816, predicted: Society, actual: Society
49172, predicted: Society, actual: Society
49302, predicted: Society, actual: Society
50368, predicted: Society, actual: Society
51232, predicted: Society, actual: Society
51499, predicted: Society, actual: Society
51616, predicted: Society, actual: Society
51893, predicted: Sports, actual: Sports
52198, predicted: Sports, actual: Sports
52453, predicted: Sports, actual: Sports
52827, predicted: Sports, actual: Sports
52831, predicted: Sports, actual: Sports
53085, predicted: Sports, actual: Sports
53412, predicted: Sports, actual: Sports
54605, predicted: Sports, actual: Sports
54725, predicted: Sports, actual: Sports
54950, predicted: Sports, actual: Sports
55781, predicted: Sports, actual: Sports
55845, predicted: Sports, actual: Sports
56226, predicted: Sports, actual: Sports
56722, predicted: Sports, actual: Sports
57633, predicted: Sports, actual: Sports
58151, predicted: Sports, actual: Sports
58493, predicted: Sports, actual: Sports
58642, predicted: Business, actual: Business
59081, predicted: Business, actual: Business
59119, predicted: Business, actual: Business
59167, predicted: Business, actual: Business
59196, predicted: Computers, actual: Computers
59260, predicted: Games, actual: Games
59433, predicted: Business, actual: Business
59435, predicted: Business, actual: Business
59953, predicted: Business, actual: Business
59975, predicted: Business, actual: Business
59998, predicted: Business, actual: Business
60006, predicted: Business, actual: Business
60019, predicted: Business, actual: Business
60578, predicted: Reference, actual: Reference
60840, predicted: Society, actual: Society
61009, predicted: Adult, actual: Adult
62369, predicted: Arts, actual: Arts
62401, predicted: Arts, actual: Arts
62682, predicted: Arts, actual: Arts
62748, predicted: Business, actual: Business
62920, predicted: Business, actual: Business
62984, predicted: Business, actual: Business
62996, predicted: Business, actual: Business
63028, predicted: Business, actual: Business
63063, predicted: Business, actual: Business
63094, predicted: Business, actual: Business
63136, predicted: Business, actual: Business
63137, predicted: Business, actual: Business
63172, predicted: Business, actual: Business
63282, predicted: Business, actual: Business
63288, predicted: Business, actual: Business
63308, predicted: Business, actual: Business
63313, predicted: Business, actual: Business
63355, predicted: Business, actual: Business
63368, predicted: Business, actual: Business
63466, predicted: Business, actual: Business
63494, predicted: Business, actual: Business
63597, predicted: Business, actual: Business
63605, predicted: Business, actual: Business
63645, predicted: Business, actual: Business
63681, predicted: Business, actual: Business
63733, predicted: Business, actual: Business
63826, predicted: Business, actual: Business
63884, predicted: Business, actual: Business
63938, predicted: Business, actual: Business
64010, predicted: Business, actual: Business
64040, predicted: Business, actual: Business
64048, predicted: Business, actual: Business
64091, predicted: Business, actual: Business
64120, predicted: Business, actual: Business
64189, predicted: Business, actual: Business
64198, predicted: Business, actual: Business
64278, predicted: Business, actual: Business
64328, predicted: Business, actual: Business
64333, predicted: Business, actual: Business
64408, predicted: Business, actual: Business
64413, predicted: Business, actual: Business
64523, predicted: Business, actual: Business
64767, predicted: Business, actual: Business
64888, predicted: Business, actual: Business
64922, predicted: Business, actual: Business
64947, predicted: Business, actual: Business
64957, predicted: Business, actual: Business
65054, predicted: Business, actual: Business
65111, predicted: Computers, actual: Computers
65400, predicted: Computers, actual: Computers
65407, predicted: Computers, actual: Computers
65423, predicted: Computers, actual: Computers
65462, predicted: Computers, actual: Computers
65824, predicted: Computers, actual: Computers
66190, predicted: Computers, actual: Computers
66286, predicted: Computers, actual: Computers
66499, predicted: Computers, actual: Computers
66647, predicted: Computers, actual: Computers
66711, predicted: Computers, actual: Computers
66766, predicted: Computers, actual: Computers
66788, predicted: Computers, actual: Computers
67072, predicted: Games, actual: Games
67438, predicted: Health, actual: Health
67658, predicted: Health, actual: Health
67800, predicted: Health, actual: Health
68019, predicted: Health, actual: Health
68085, predicted: Health, actual: Health
68197, predicted: Health, actual: Health
68505, predicted: Health, actual: Health
68791, predicted: Health, actual: Health
69437, predicted: Kids, actual: Kids
69444, predicted: Kids, actual: Kids
69856, predicted: Reference, actual: Reference
33, predicted: Arts, actual: Arts
41, predicted: Arts, actual: Arts
90, predicted: Arts, actual: Arts
150, predicted: Computers, actual: Computers
158, predicted: Computers, actual: Computers
196, predicted: Health, actual: Health
217, predicted: Business, actual: Business
498, predicted: Regional, actual: Regional
1009, predicted: Regional, actual: Regional
7337, predicted: Adult, actual: Adult
7403, predicted: Adult, actual: Adult
7490, predicted: Adult, actual: Adult
7508, predicted: Adult, actual: Adult
7701, predicted: Arts, actual: Arts
7786, predicted: Arts, actual: Arts
7959, predicted: Arts, actual: Arts
7965, predicted: Arts, actual: Arts
8035, predicted: Arts, actual: Arts
8056, predicted: Arts, actual: Arts
8062, predicted: Arts, actual: Arts
8100, predicted: Arts, actual: Arts
8141, predicted: Arts, actual: Arts
8239, predicted: Arts, actual: Arts
8240, predicted: Arts, actual: Arts
8242, predicted: Arts, actual: Arts
8278, predicted: Arts, actual: Arts
8367, predicted: Arts, actual: Arts
8422, predicted: Arts, actual: Arts
8488, predicted: Arts, actual: Arts
8534, predicted: Arts, actual: Arts
8580, predicted: Arts, actual: Arts
8593, predicted: Arts, actual: Arts
8602, predicted: Arts, actual: Arts
8651, predicted: Arts, actual: Arts
8695, predicted: Arts, actual: Arts
8801, predicted: Arts, actual: Arts
8864, predicted: Arts, actual: Arts
8879, predicted: Arts, actual: Arts
8889, predicted: Arts, actual: Arts
8909, predicted: Arts, actual: Arts
8916, predicted: Arts, actual: Arts
9060, predicted: Arts, actual: Arts
9115, predicted: Arts, actual: Arts
9139, predicted: Arts, actual: Arts
9187, predicted: Arts, actual: Arts
9210, predicted: Arts, actual: Arts
9245, predicted: Arts, actual: Arts
9265, predicted: Arts, actual: Arts
9354, predicted: Arts, actual: Arts
9377, predicted: Arts, actual: Arts
9431, predicted: Arts, actual: Arts
9525, predicted: Arts, actual: Arts
9557, predicted: Arts, actual: Arts
9635, predicted: Arts, actual: Arts
9647, predicted: Arts, actual: Arts
9695, predicted: Arts, actual: Arts
9840, predicted: Arts, actual: Arts
9841, predicted: Arts, actual: Arts
9843, predicted: Arts, actual: Arts
9977, predicted: Sports, actual: Sports
10002, predicted: Arts, actual: Arts
10118, predicted: Arts, actual: Arts
10319, predicted: Arts, actual: Arts
10473, predicted: Arts, actual: Arts
10561, predicted: Arts, actual: Arts
10609, predicted: Arts, actual: Arts
10627, predicted: Arts, actual: Arts
10692, predicted: Arts, actual: Arts
10778, predicted: Arts, actual: Arts
10998, predicted: Arts, actual: Arts
11024, predicted: Arts, actual: Arts
11098, predicted: Arts, actual: Arts
11169, predicted: Arts, actual: Arts
11188, predicted: Arts, actual: Arts
11211, predicted: Arts, actual: Arts
11285, predicted: Arts, actual: Arts
11303, predicted: Arts, actual: Arts
11305, predicted: Arts, actual: Arts
11310, predicted: Arts, actual: Arts
11519, predicted: Arts, actual: Arts
11676, predicted: Arts, actual: Arts
11772, predicted: Arts, actual: Arts
11842, predicted: Arts, actual: Arts
11845, predicted: Arts, actual: Arts
11868, predicted: Arts, actual: Arts
11902, predicted: Arts, actual: Arts
11918, predicted: Arts, actual: Arts
12037, predicted: Business, actual: Business
12087, predicted: Business, actual: Business
12114, predicted: Business, actual: Business
12121, predicted: Business, actual: Business
12125, predicted: Business, actual: Business
12146, predicted: Business, actual: Business
12232, predicted: Business, actual: Business
12308, predicted: Business, actual: Business
12328, predicted: Business, actual: Business
12329, predicted: Business, actual: Business
12336, predicted: Business, actual: Business
12382, predicted: Business, actual: Business
12389, predicted: Business, actual: Business
12477, predicted: Business, actual: Business
12483, predicted: Business, actual: Business
12488, predicted: Business, actual: Business
12519, predicted: Business, actual: Business
12530, predicted: Business, actual: Business
12658, predicted: Business, actual: Business
12674, predicted: Business, actual: Business
12768, predicted: Business, actual: Business
12769, predicted: Business, actual: Business
12931, predicted: Business, actual: Business
12955, predicted: Business, actual: Business
12998, predicted: Business, actual: Business
