52866, predicted: Arts, actual: Games
47407, predicted: Society, actual: Reference
47420, predicted: Sports, actual: Reference
47441, predicted: Society, actual: Reference
47446, predicted: Science, actual: Reference
47472, predicted: Recreation, actual: Reference
47474, predicted: Computers, actual: Reference
47502, predicted: Shopping, actual: Reference
47507, predicted: Business, actual: Reference
47517, predicted: Business, actual: Reference
47521, predicted: Recreation, actual: Reference
47523, predicted: Recreation, actual: Reference
47529, predicted: Science, actual: Reference
47530, predicted: Business, actual: Reference
47559, predicted: Business, actual: Reference
47575, predicted: Science, actual: Reference
47592, predicted: Science, actual: Reference
47618, predicted: Science, actual: Reference
47636, predicted: Computers, actual: Reference
47678, predicted: Science, actual: Reference
47686, predicted: Science, actual: Reference
47725, predicted: Computers, actual: Reference
47731, predicted: Science, actual: Reference
47747, predicted: Computers, actual: Reference
47749, predicted: Computers, actual: Reference
47762, predicted: Computers, actual: Reference
47770, predicted: Business, actual: Reference
47773, predicted: Science, actual: Reference
47780, predicted: Science, actual: Reference
47810, predicted: Arts, actual: Reference
47818, predicted: Society, actual: Reference
47825, predicted: Games, actual: Reference
47860, predicted: Science, actual: Reference
47891, predicted: Health, actual: Reference
47916, predicted: Reference, actual: Shopping
47965, predicted: Science, actual: Reference
47984, predicted: Business, actual: Reference
48029, predicted: Reference, actual: Shopping
48050, predicted: Society, actual: Reference
48057, predicted: Kids, actual: Reference
48081, predicted: Recreation, actual: Reference
48128, predicted: Arts, actual: Reference
48199, predicted: Society, actual: Reference
48246, predicted: Science, actual: Reference
48248, predicted: Society, actual: Reference
47238, predicted: News, actual: Reference
47293, predicted: Computers, actual: Reference
47311, predicted: Science, actual: Reference
47365, predicted: Sports, actual: Reference
47459, predicted: Science, actual: Reference
49552, predicted: Sports, actual: Reference
49559, predicted: Science, actual: Reference
49564, predicted: Science, actual: Reference
49568, predicted: Science, actual: Reference
49574, predicted: Sports, actual: Regional
49600, predicted: Business, actual: Regional
49619, predicted: Business, actual: Regional
49667, predicted: Business, actual: Regional
49697, predicted: Business, actual: Regional
49701, predicted: Shopping, actual: Regional
49714, predicted: Science, actual: Regional
49740, predicted: Society, actual: Regional
52669, predicted: Business, actual: Regional
52683, predicted: Health, actual: Regional
52707, predicted: Arts, actual: Regional
52720, predicted: Science, actual: Regional
52729, predicted: Science, actual: Society
52733, predicted: Business, actual: Regional
52749, predicted: Society, actual: Regional
52780, predicted: News, actual: Regional
52789, predicted: Society, actual: Regional
52830, predicted: Business, actual: Regional
52837, predicted: Business, actual: Regional
52846, predicted: Home, actual: Regional
52858, predicted: News, actual: Regional
58235, predicted: Business, actual: Regional
45211, predicted: Arts, actual: Regional
45276, predicted: Arts, actual: Regional
45541, predicted: Science, actual: Regional
45832, predicted: Arts, actual: Regional
46425, predicted: Business, actual: Science
46887, predicted: Shopping, actual: Science
46930, predicted: Reference, actual: Science
48187, predicted: Society, actual: Science
48282, predicted: Computers, actual: Science
48473, predicted: Computers, actual: Science
48506, predicted: Business, actual: Science
48507, predicted: Recreation, actual: Science
48536, predicted: Recreation, actual: Science
48566, predicted: Business, actual: Science
48664, predicted: Health, actual: Science
48772, predicted: Shopping, actual: Science
48871, predicted: Business, actual: Science
48877, predicted: News, actual: Science
49021, predicted: Computers, actual: Science
49075, predicted: Kids, actual: Science
49358, predicted: Society, actual: Science
49368, predicted: Society, actual: Science
49408, predicted: Society, actual: Science
49444, predicted: Society, actual: Science
49545, predicted: Sports, actual: Science
51555, predicted: Business, actual: Science
51614, predicted: Home, actual: Science
51665, predicted: Business, actual: Science
52060, predicted: Computers, actual: Science
52250, predicted: Computers, actual: Science
52334, predicted: Computers, actual: Science
52457, predicted: Computers, actual: Science
52534, predicted: Computers, actual: Science
4053, predicted: Computers, actual: Science
37517, predicted: Society, actual: Science
38254, predicted: Computers, actual: Science
38405, predicted: Arts, actual: Science
38447, predicted: Sports, actual: Science
38496, predicted: Computers, actual: Science
39604, predicted: Reference, actual: Science
39656, predicted: Science, actual: Society
40426, predicted: Reference, actual: Science
40429, predicted: Business, actual: Science
40784, predicted: Business, actual: Science
40792, predicted: Computers, actual: Science
41250, predicted: Computers, actual: Science
42553, predicted: News, actual: Science
42583, predicted: Society, actual: Science
42657, predicted: Computers, actual: Science
42707, predicted: Computers, actual: Science
42760, predicted: Computers, actual: Science
42869, predicted: Computers, actual: Science
42914, predicted: Business, actual: Science
43142, predicted: Society, actual: Science
43412, predicted: News, actual: Science
43533, predicted: Sports, actual: Science
43692, predicted: Computers, actual: Science
43780, predicted: Computers, actual: Science
43901, predicted: Computers, actual: Science
43909, predicted: Computers, actual: Science
43935, predicted: Computers, actual: Science
44033, predicted: Computers, actual: Science
44037, predicted: Computers, actual: Science
44085, predicted: Computers, actual: Science
44105, predicted: Computers, actual: Science
44106, predicted: Business, actual: Science
44136, predicted: Computers, actual: Science
44138, predicted: Computers, actual: Science
44146, predicted: Computers, actual: Science
44175, predicted: Business, actual: Science
44244, predicted: Home, actual: Shopping
44290, predicted: Recreation, actual: Shopping
44297, predicted: Home, actual: Shopping
44302, predicted: Recreation, actual: Shopping
44315, predicted: Business, actual: Shopping
44316, predicted: Recreation, actual: Shopping
44327, predicted: Home, actual: Shopping
44331, predicted: Science, actual: Shopping
44339, predicted: Recreation, actual: Shopping
44340, predicted: Recreation, actual: Shopping
44378, predicted: News, actual: Shopping
44401, predicted: Adult, actual: Shopping
44407, predicted: Business, actual: Shopping
44434, predicted: Games, actual: Shopping
44441, predicted: Business, actual: Shopping
44455, predicted: Recreation, actual: Shopping
44457, predicted: Recreation, actual: Shopping
44463, predicted: Recreation, actual: Shopping
44487, predicted: Recreation, actual: Shopping
44499, predicted: Games, actual: Shopping
44553, predicted: Arts, actual: Shopping
44561, predicted: Business, actual: Shopping
44583, predicted: Society, actual: Shopping
44632, predicted: Business, actual: Shopping
44639, predicted: Business, actual: Shopping
44725, predicted: Arts, actual: Shopping
44785, predicted: Kids, actual: Shopping
44807, predicted: Science, actual: Shopping
44838, predicted: Arts, actual: Shopping
44934, predicted: Society, actual: Shopping
45222, predicted: Sports, actual: Shopping
45250, predicted: Sports, actual: Shopping
45497, predicted: Regional, actual: Shopping
45615, predicted: Society, actual: Shopping
45647, predicted: Business, actual: Shopping
45704, predicted: Computers, actual: Shopping
45758, predicted: Computers, actual: Shopping
45830, predicted: Sports, actual: Shopping
45835, predicted: Home, actual: Shopping
45836, predicted: Home, actual: Shopping
45884, predicted: Computers, actual: Shopping
45892, predicted: Computers, actual: Shopping
45899, predicted: Arts, actual: Shopping
45902, predicted: Computers, actual: Shopping
45935, predicted: Business, actual: Shopping
45987, predicted: Computers, actual: Shopping
46191, predicted: Science, actual: Shopping
46264, predicted: Business, actual: Shopping
46283, predicted: Society, actual: Shopping
46319, predicted: Home, actual: Shopping
46327, predicted: Business, actual: Shopping
46361, predicted: Adult, actual: Shopping
46376, predicted: Games, actual: Shopping
46407, predicted: Sports, actual: Shopping
46419, predicted: Adult, actual: Shopping
46500, predicted: Sports, actual: Shopping
46506, predicted: Arts, actual: Shopping
46640, predicted: Games, actual: Shopping
46764, predicted: Kids, actual: Shopping
46778, predicted: Kids, actual: Shopping
46849, predicted: Society, actual: Shopping
46898, predicted: Society, actual: Shopping
46911, predicted: Arts, actual: Shopping
46918, predicted: Society, actual: Shopping
46924, predicted: Society, actual: Shopping
46962, predicted: Kids, actual: Shopping
46964, predicted: Sports, actual: Shopping
47055, predicted: Business, actual: Shopping
47077, predicted: Health, actual: Shopping
47100, predicted: Computers, actual: Shopping
47129, predicted: Business, actual: Shopping
47223, predicted: Society, actual: Shopping
47263, predicted: Health, actual: Shopping
47297, predicted: Business, actual: Shopping
47318, predicted: Sports, actual: Shopping
47407, predicted: Sports, actual: Shopping
47420, predicted: Society, actual: Shopping
47435, predicted: Computers, actual: Shopping
47446, predicted: Society, actual: Shopping
47451, predicted: Sports, actual: Shopping
47517, predicted: Health, actual: Shopping
47523, predicted: Health, actual: Shopping
47530, predicted: Sports, actual: Shopping
47559, predicted: Computers, actual: Shopping
47636, predicted: Society, actual: Shopping
47664, predicted: Arts, actual: Shopping
47686, predicted: Sports, actual: Shopping
47722, predicted: Arts, actual: Shopping
47747, predicted: Arts, actual: Shopping
47749, predicted: Sports, actual: Shopping
47762, predicted: Business, actual: Shopping
47780, predicted: Business, actual: Shopping
47784, predicted: Business, actual: Shopping
47810, predicted: Sports, actual: Shopping
47860, predicted: Home, actual: Shopping
47906, predicted: Business, actual: Shopping
47912, predicted: Business, actual: Shopping
47914, predicted: Sports, actual: Shopping
47916, predicted: Home, actual: Shopping
48194, predicted: Sports, actual: Society
48248, predicted: Arts, actual: Shopping
52866, predicted: Health, actual: Shopping
47238, predicted: Games, actual: Shopping
47549, predicted: Science, actual: Shopping
49552, predicted: Business, actual: Shopping
49587, predicted: Arts, actual: Shopping
49697, predicted: Business, actual: Shopping
49701, predicted: Recreation, actual: Shopping
49714, predicted: Business, actual: Shopping
49740, predicted: Society, actual: Shopping
52669, predicted: Home, actual: Shopping
52683, predicted: Arts, actual: Shopping
52720, predicted: Society, actual: Shopping
52729, predicted: Recreation, actual: Shopping
52733, predicted: Recreation, actual: Shopping
52780, predicted: Arts, actual: Shopping
52789, predicted: Adult, actual: Shopping
52846, predicted: Arts, actual: Shopping
52858, predicted: Business, actual: Shopping
45541, predicted: News, actual: Shopping
45627, predicted: Arts, actual: Shopping
45951, predicted: Business, actual: Shopping
46320, predicted: Science, actual: Shopping
46425, predicted: Recreation, actual: Shopping
46887, predicted: Recreation, actual: Shopping
46930, predicted: Computers, actual: Shopping
48141, predicted: Health, actual: Shopping
48208, predicted: Science, actual: Shopping
48282, predicted: Business, actual: Shopping
48323, predicted: Sports, actual: Shopping
48330, predicted: Business, actual: Shopping
48368, predicted: Sports, actual: Shopping
48432, predicted: Health, actual: Shopping
48445, predicted: Computers, actual: Shopping
48473, predicted: Business, actual: Shopping
48557, predicted: Business, actual: Shopping
48585, predicted: Regional, actual: Shopping
48591, predicted: News, actual: Shopping
48613, predicted: Arts, actual: Shopping
48630, predicted: Adult, actual: Shopping
48657, predicted: Computers, actual: Shopping
48664, predicted: Arts, actual: Shopping
48724, predicted: Society, actual: Shopping
48753, predicted: Sports, actual: Shopping
48789, predicted: Adult, actual: Shopping
48851, predicted: Sports, actual: Shopping
48871, predicted: Sports, actual: Shopping
48877, predicted: Kids, actual: Shopping
49022, predicted: Sports, actual: Shopping
49037, predicted: Business, actual: Shopping
49043, predicted: Business, actual: Shopping
49091, predicted: Recreation, actual: Shopping
49151, predicted: Computers, actual: Shopping
49213, predicted: Computers, actual: Shopping
49229, predicted: Business, actual: Shopping
49230, predicted: Business, actual: Shopping
49253, predicted: Sports, actual: Shopping
49271, predicted: Sports, actual: Shopping
49358, predicted: Games, actual: Shopping
49362, predicted: Sports, actual: Shopping
49368, predicted: Sports, actual: Shopping
49390, predicted: Regional, actual: Shopping
49422, predicted: Arts, actual: Shopping
49490, predicted: Games, actual: Shopping
51555, predicted: Recreation, actual: Shopping
51590, predicted: Computers, actual: Shopping
51614, predicted: Computers, actual: Shopping
51647, predicted: Business, actual: Shopping
51694, predicted: Games, actual: Shopping
51699, predicted: Sports, actual: Shopping
52069, predicted: Sports, actual: Shopping
52334, predicted: Sports, actual: Shopping
52374, predicted: Games, actual: Shopping
52414, predicted: Games, actual: Shopping
52427, predicted: Games, actual: Shopping
52534, predicted: Games, actual: Shopping
52580, predicted: Games, actual: Shopping
52593, predicted: Kids, actual: Shopping
52650, predicted: Sports, actual: Shopping
37290, predicted: Games, actual: Shopping
37350, predicted: Kids, actual: Shopping
37919, predicted: Games, actual: Shopping
38436, predicted: Sports, actual: Shopping
38466, predicted: Computers, actual: Shopping
38803, predicted: Recreation, actual: Shopping
38868, predicted: Sports, actual: Shopping
39085, predicted: Computers, actual: Shopping
39729, predicted: Science, actual: Shopping
39869, predicted: Computers, actual: Shopping
