52866, predicted: Computers, actual: Games
45758, predicted: Health, actual: Arts
45830, predicted: Recreation, actual: Arts
45835, predicted: Health, actual: Arts
45836, predicted: Health, actual: Arts
45896, predicted: Computers, actual: Arts
45899, predicted: Society, actual: Arts
45902, predicted: Computers, actual: Arts
45977, predicted: Computers, actual: Arts
45987, predicted: Arts, actual: Kids
45998, predicted: Adult, actual: Arts
46007, predicted: Reference, actual: Arts
46057, predicted: Society, actual: Arts
46071, predicted: Shopping, actual: Arts
46077, predicted: Business, actual: Arts
46100, predicted: Shopping, actual: Arts
46101, predicted: Shopping, actual: Arts
46127, predicted: Shopping, actual: Arts
46172, predicted: Computers, actual: Arts
46191, predicted: Sports, actual: Arts
46203, predicted: Shopping, actual: Arts
46220, predicted: Computers, actual: Arts
46283, predicted: Recreation, actual: Arts
46300, predicted: Reference, actual: Arts
46313, predicted: Shopping, actual: Arts
46352, predicted: Computers, actual: Arts
46358, predicted: Computers, actual: Arts
46361, predicted: Shopping, actual: Arts
46376, predicted: Adult, actual: Arts
46407, predicted: Reference, actual: Arts
46419, predicted: Shopping, actual: Arts
46423, predicted: Business, actual: Arts
46439, predicted: Business, actual: Arts
46462, predicted: Recreation, actual: Arts
46463, predicted: Shopping, actual: Arts
46500, predicted: Society, actual: Arts
46506, predicted: Business, actual: Arts
46529, predicted: Kids, actual: Arts
46544, predicted: Arts, actual: Games
46587, predicted: Shopping, actual: Arts
46620, predicted: Sports, actual: Arts
46684, predicted: Society, actual: Arts
46691, predicted: Kids, actual: Arts
46715, predicted: News, actual: Arts
46725, predicted: Society, actual: Arts
46754, predicted: Sports, actual: Arts
46764, predicted: Recreation, actual: Arts
46765, predicted: Shopping, actual: Arts
46781, predicted: Society, actual: Arts
46815, predicted: Society, actual: Arts
46820, predicted: News, actual: Arts
46839, predicted: Games, actual: Arts
46847, predicted: Computers, actual: Arts
46877, predicted: Reference, actual: Arts
46894, predicted: Sports, actual: Arts
46911, predicted: Society, actual: Arts
46918, predicted: Shopping, actual: Arts
46924, predicted: Sports, actual: Arts
46934, predicted: Society, actual: Arts
46962, predicted: Computers, actual: Arts
46979, predicted: Sports, actual: Arts
46988, predicted: Society, actual: Arts
47047, predicted: Society, actual: Arts
47055, predicted: Health, actual: Arts
47077, predicted: Health, actual: Arts
47092, predicted: Sports, actual: Arts
47100, predicted: Arts, actual: Shopping
47129, predicted: Computers, actual: Arts
47160, predicted: Reference, actual: Arts
47213, predicted: Recreation, actual: Arts
47223, predicted: Sports, actual: Arts
47248, predicted: Society, actual: Arts
47263, predicted: Recreation, actual: Arts
47297, predicted: Sports, actual: Arts
47319, predicted: Sports, actual: Arts
47361, predicted: Sports, actual: Arts
47375, predicted: Home, actual: Arts
47385, predicted: Computers, actual: Arts
47392, predicted: Business, actual: Arts
47397, predicted: Computers, actual: Arts
47420, predicted: Computers, actual: Arts
47435, predicted: Computers, actual: Arts
47441, predicted: Business, actual: Arts
47446, predicted: Business, actual: Arts
47451, predicted: Sports, actual: Arts
47472, predicted: Games, actual: Arts
47474, predicted: Shopping, actual: Arts
47476, predicted: Sports, actual: Arts
47490, predicted: Arts, actual: Recreation
47502, predicted: Reference, actual: Arts
47507, predicted: Shopping, actual: Arts
47517, predicted: Games, actual: Arts
47521, predicted: Adult, actual: Arts
47523, predicted: Science, actual: Arts
47529, predicted: Business, actual: Arts
47530, predicted: Computers, actual: Arts
47559, predicted: Home, actual: Arts
47575, predicted: Sports, actual: Arts
47592, predicted: Home, actual: Arts
47618, predicted: Computers, actual: Business
47636, predicted: Computers, actual: Business
47678, predicted: Society, actual: Business
47686, predicted: Business, actual: Society
47722, predicted: Shopping, actual: Business
47725, predicted: Sports, actual: Business
47731, predicted: Computers, actual: Business
47743, predicted: Shopping, actual: Business
47747, predicted: Science, actual: Business
47749, predicted: Shopping, actual: Business
47770, predicted: Recreation, actual: Business
47773, predicted: Shopping, actual: Business
47780, predicted: Society, actual: Business
47784, predicted: Shopping, actual: Business
47786, predicted: Shopping, actual: Business
47802, predicted: Society, actual: Business
47810, predicted: Arts, actual: Business
47818, predicted: Health, actual: Business
47825, predicted: Society, actual: Business
47861, predicted: Computers, actual: Business
47885, predicted: Health, actual: Business
47890, predicted: Shopping, actual: Business
47893, predicted: Business, actual: Shopping
47963, predicted: Health, actual: Business
47965, predicted: Society, actual: Business
48029, predicted: Adult, actual: Business
48037, predicted: Society, actual: Business
48050, predicted: Business, actual: Society
48081, predicted: Society, actual: Business
48111, predicted: Recreation, actual: Business
48128, predicted: Shopping, actual: Business
48194, predicted: Health, actual: Business
48246, predicted: Games, actual: Business
48248, predicted: Shopping, actual: Business
49773, predicted: Shopping, actual: Business
52866, predicted: Health, actual: Business
47238, predicted: Computers, actual: Business
47293, predicted: Health, actual: Business
47311, predicted: Computers, actual: Business
47365, predicted: Society, actual: Business
47459, predicted: Society, actual: Business
47549, predicted: Arts, actual: Business
49552, predicted: Computers, actual: Business
49564, predicted: Computers, actual: Business
49568, predicted: Computers, actual: Business
49574, predicted: Home, actual: Business
49587, predicted: Business, actual: Recreation
52669, predicted: Arts, actual: Business
52683, predicted: Society, actual: Business
52729, predicted: Health, actual: Business
52789, predicted: Sports, actual: Business
52846, predicted: Sports, actual: Business
52858, predicted: Shopping, actual: Business
58235, predicted: Science, actual: Business
45409, predicted: Business, actual: Computers
45541, predicted: Arts, actual: Business
45627, predicted: News, actual: Business
45951, predicted: Shopping, actual: Business
46041, predicted: Computers, actual: Business
46221, predicted: Recreation, actual: Business
46320, predicted: Health, actual: Business
46425, predicted: Recreation, actual: Business
46510, predicted: Society, actual: Business
46887, predicted: Society, actual: Business
47118, predicted: Society, actual: Business
48141, predicted: Sports, actual: Business
48168, predicted: Arts, actual: Business
48208, predicted: Sports, actual: Business
48252, predicted: Shopping, actual: Business
48323, predicted: Shopping, actual: Business
48330, predicted: Recreation, actual: Business
48366, predicted: Society, actual: Business
48368, predicted: Home, actual: Business
48432, predicted: Computers, actual: Business
48473, predicted: Society, actual: Computers
48506, predicted: Sports, actual: Computers
48519, predicted: Health, actual: Computers
48522, predicted: Society, actual: Computers
48566, predicted: Business, actual: Computers
48613, predicted: Society, actual: Computers
48630, predicted: Society, actual: Computers
48657, predicted: Business, actual: Computers
48664, predicted: Society, actual: Computers
48724, predicted: Recreation, actual: Computers
48753, predicted: Business, actual: Computers
48772, predicted: Computers, actual: Science
48789, predicted: Sports, actual: Computers
48871, predicted: Science, actual: Computers
48877, predicted: Sports, actual: Computers
48915, predicted: Society, actual: Computers
49006, predicted: Games, actual: Computers
49021, predicted: Business, actual: Computers
49024, predicted: Society, actual: Computers
49037, predicted: Arts, actual: Computers
49043, predicted: Shopping, actual: Computers
49075, predicted: Games, actual: Computers
49101, predicted: Society, actual: Recreation
49128, predicted: Society, actual: Recreation
49213, predicted: Health, actual: Recreation
49229, predicted: Society, actual: Recreation
49230, predicted: Business, actual: Reference
49253, predicted: Recreation, actual: Reference
49260, predicted: Recreation, actual: Reference
49271, predicted: Business, actual: Regional
49346, predicted: Computers, actual: Regional
49362, predicted: Arts, actual: Science
49390, predicted: Business, actual: Computers
49408, predicted: News, actual: Games
49422, predicted: Recreation, actual: Health
49435, predicted: Reference, actual: Health
49444, predicted: Shopping, actual: Health
49515, predicted: Home, actual: Health
49545, predicted: Recreation, actual: Health
51555, predicted: Science, actual: Health
51647, predicted: Arts, actual: Health
51665, predicted: Recreation, actual: Health
51691, predicted: Recreation, actual: Home
51694, predicted: Home, actual: Society
51699, predicted: Recreation, actual: Home
51743, predicted: Shopping, actual: Home
51795, predicted: Recreation, actual: Home
51828, predicted: Health, actual: Home
51829, predicted: Reference, actual: Home
51923, predicted: Reference, actual: Home
51947, predicted: News, actual: Home
52060, predicted: Arts, actual: Kids
52069, predicted: Health, actual: Kids
52125, predicted: Recreation, actual: Kids
52147, predicted: Computers, actual: Kids
52169, predicted: Kids, actual: Recreation
52250, predicted: Home, actual: Kids
52280, predicted: Home, actual: Kids
52334, predicted: Recreation, actual: Kids
52337, predicted: News, actual: Sports
52374, predicted: Sports, actual: Kids
52405, predicted: Home, actual: Kids
52427, predicted: Society, actual: News
52449, predicted: Kids, actual: News
52534, predicted: Recreation, actual: News
52564, predicted: Society, actual: News
52650, predicted: Regional, actual: News
58230, predicted: Society, actual: News
4053, predicted: Computers, actual: News
37132, predicted: News, actual: Society
37290, predicted: Health, actual: News
37350, predicted: Regional, actual: News
37517, predicted: Regional, actual: News
37932, predicted: Recreation, actual: News
38330, predicted: Recreation, actual: News
38405, predicted: Society, actual: News
38436, predicted: Recreation, actual: News
38466, predicted: Science, actual: News
38496, predicted: Arts, actual: News
38674, predicted: Business, actual: News
38803, predicted: Games, actual: News
38868, predicted: Games, actual: News
39085, predicted: Business, actual: News
39656, predicted: Science, actual: News
39869, predicted: Reference, actual: Recreation
40472, predicted: Regional, actual: Recreation
40625, predicted: Reference, actual: Recreation
40765, predicted: Home, actual: Recreation
40784, predicted: Home, actual: Recreation
40792, predicted: Home, actual: Recreation
41219, predicted: Business, actual: Recreation
41486, predicted: Arts, actual: Recreation
41642, predicted: Adult, actual: Recreation
41643, predicted: Reference, actual: Recreation
42022, predicted: Science, actual: Recreation
42036, predicted: Home, actual: Recreation
42195, predicted: Arts, actual: Recreation
42553, predicted: Society, actual: Recreation
42583, predicted: News, actual: Recreation
42657, predicted: Arts, actual: Recreation
42707, predicted: Reference, actual: Recreation
42811, predicted: Arts, actual: Recreation
42914, predicted: Business, actual: Recreation
42998, predicted: Computers, actual: Recreation
43142, predicted: Shopping, actual: Recreation
43170, predicted: Arts, actual: Recreation
43354, predicted: Regional, actual: Recreation
43533, predicted: Business, actual: Recreation
43681, predicted: Games, actual: Recreation
43729, predicted: Home, actual: Recreation
43780, predicted: Arts, actual: Recreation
43901, predicted: Arts, actual: Recreation
43935, predicted: Arts, actual: Recreation
44033, predicted: Arts, actual: Recreation
44085, predicted: Science, actual: Recreation
44106, predicted: Kids, actual: Recreation
44131, predicted: Kids, actual: Recreation
44138, predicted: Arts, actual: Recreation
44145, predicted: Arts, actual: Recreation
44173, predicted: Games, actual: Recreation
44175, predicted: Home, actual: Recreation
44190, predicted: Science, actual: Recreation
44203, predicted: Business, actual: Recreation
44250, predicted: Arts, actual: Recreation
44273, predicted: Computers, actual: Recreation
44290, predicted: Science, actual: Recreation
44302, predicted: Kids, actual: Recreation
44315, predicted: Home, actual: Recreation
44331, predicted: Arts, actual: Recreation
44339, predicted: News, actual: Recreation
44340, predicted: News, actual: Recreation
44399, predicted: Reference, actual: Recreation
44454, predicted: Reference, actual: Recreation
44455, predicted: Shopping, actual: Recreation
44457, predicted: Shopping, actual: Recreation
44487, predicted: Shopping, actual: Recreation
44496, predicted: Games, actual: Recreation
44506, predicted: Arts, actual: Recreation
44539, predicted: Computers, actual: Recreation
44553, predicted: Regional, actual: Recreation
44556, predicted: Health, actual: Recreation
44558, predicted: Kids, actual: Recreation
44561, predicted: Home, actual: Recreation
44583, predicted: Arts, actual: Recreation
44591, predicted: Science, actual: Recreation
44632, predicted: News, actual: Recreation
44639, predicted: Society, actual: Recreation
44789, predicted: Health, actual: Recreation
44835, predicted: Computers, actual: Recreation
44875, predicted: Computers, actual: Recreation
44934, predicted: News, actual: Recreation
44990, predicted: Reference, actual: Recreation
45081, predicted: Kids, actual: Recreation
45148, predicted: Health, actual: Recreation
45181, predicted: Kids, actual: Recreation
45222, predicted: Arts, actual: Recreation
45237, predicted: Games, actual: Recreation
45250, predicted: News, actual: Recreation
45351, predicted: News, actual: Recreation
45362, predicted: Games, actual: Recreation
45389, predicted: Arts, actual: Recreation
45548, predicted: Kids, actual: Recreation
45595, predicted: Science, actual: Recreation
45605, predicted: Recreation, actual: Society
45647, predicted: Health, actual: Recreation
45680, predicted: Recreation, actual: Society
45704, predicted: Arts, actual: Recreation
45830, predicted: Business, actual: Recreation
45835, predicted: Computers, actual: Recreation
45884, predicted: Adult, actual: Recreation
45892, predicted: Shopping, actual: Recreation
45896, predicted: Health, actual: Recreation
45899, predicted: Home, actual: Recreation
45926, predicted: Recreation, actual: Society
45935, predicted: Arts, actual: Recreation
45977, predicted: News, actual: Recreation
45998, predicted: Adult, actual: Recreation
46007, predicted: Health, actual: Recreation
46057, predicted: Science, actual: Recreation
46071, predicted: Adult, actual: Recreation
46127, predicted: Business, actual: Recreation
46171, predicted: Sports, actual: Recreation
46172, predicted: Recreation, actual: Society
46191, predicted: Shopping, actual: Recreation
46203, predicted: Sports, actual: Recreation
46220, predicted: Computers, actual: Recreation
46283, predicted: Games, actual: Recreation
46327, predicted: Games, actual: Recreation
46352, predicted: Shopping, actual: Recreation
46361, predicted: Science, actual: Recreation
46407, predicted: Sports, actual: Recreation
46419, predicted: Arts, actual: Recreation
46423, predicted: Home, actual: Recreation
46439, predicted: Arts, actual: Recreation
46451, predicted: Business, actual: Recreation
46462, predicted: Kids, actual: Recreation
46500, predicted: Arts, actual: Recreation
46506, predicted: Health, actual: Recreation
46529, predicted: Computers, actual: Recreation
46544, predicted: Recreation, actual: Shopping
46549, predicted: Health, actual: Recreation
46566, predicted: Business, actual: Recreation
46587, predicted: Health, actual: Recreation
46590, predicted: Science, actual: Recreation
46620, predicted: Science, actual: Recreation
46640, predicted: Arts, actual: Recreation
46691, predicted: Business, actual: Recreation
46725, predicted: Computers, actual: Recreation
46754, predicted: Health, actual: Recreation
46764, predicted: Computers, actual: Recreation
46765, predicted: Sports, actual: Recreation
46790, predicted: Games, actual: Recreation
46820, predicted: Business, actual: Recreation
46847, predicted: Shopping, actual: Recreation
46877, predicted: Kids, actual: Recreation
46894, predicted: Business, actual: Recreation
46898, predicted: News, actual: Recreation
46918, predicted: Business, actual: Recreation
46962, predicted: Games, actual: Recreation
46964, predicted: Health, actual: Recreation
47042, predicted: Sports, actual: Recreation
47055, predicted: Health, actual: Recreation
47093, predicted: Computers, actual: Recreation
47129, predicted: Health, actual: Recreation
47213, predicted: Shopping, actual: Recreation
47263, predicted: Regional, actual: Recreation
47297, predicted: Business, actual: Recreation
47319, predicted: Computers, actual: Reference
47361, predicted: Health, actual: Reference
47367, predicted: Computers, actual: Reference
47375, predicted: Regional, actual: Reference
47385, predicted: Reference, actual: Society
47397, predicted: Health, actual: Reference
47420, predicted: Kids, actual: Reference
47446, predicted: Recreation, actual: Reference
47451, predicted: Science, actual: Reference
47472, predicted: Business, actual: Reference
47476, predicted: Computers, actual: Reference
47502, predicted: News, actual: Reference
47507, predicted: Business, actual: Reference
47517, predicted: Computers, actual: Reference
47529, predicted: Recreation, actual: Reference
47530, predicted: Kids, actual: Reference
47559, predicted: Business, actual: Reference
47575, predicted: Home, actual: Reference
47636, predicted: Recreation, actual: Reference
47664, predicted: Computers, actual: Reference
47678, predicted: Home, actual: Reference
47725, predicted: Recreation, actual: Reference
47731, predicted: Computers, actual: Reference
47743, predicted: News, actual: Reference
47747, predicted: Business, actual: Reference
47749, predicted: Science, actual: Reference
47762, predicted: Business, actual: Reference
47770, predicted: Business, actual: Reference
47773, predicted: Business, actual: Reference
47780, predicted: Business, actual: Reference
47784, predicted: Business, actual: Reference
47786, predicted: Business, actual: Reference
47818, predicted: Computers, actual: Reference
47825, predicted: Business, actual: Reference
47860, predicted: Computers, actual: Reference
47885, predicted: Recreation, actual: Reference
47891, predicted: Recreation, actual: Reference
47893, predicted: Computers, actual: Reference
47916, predicted: Reference, actual: Shopping
47965, predicted: Computers, actual: Reference
47984, predicted: Arts, actual: Reference
48029, predicted: Reference, actual: Shopping
48050, predicted: Society, actual: Reference
48057, predicted: Science, actual: Reference
48081, predicted: Health, actual: Reference
48108, predicted: Society, actual: Reference
48111, predicted: Science, actual: Reference
48120, predicted: Arts, actual: Reference
48128, predicted: Arts, actual: Reference
48194, predicted: Shopping, actual: Reference
48199, predicted: Business, actual: Reference
48248, predicted: Home, actual: Reference
49773, predicted: Recreation, actual: Reference
52866, predicted: Recreation, actual: Reference
47238, predicted: Games, actual: Reference
47293, predicted: Kids, actual: Reference
47365, predicted: News, actual: Reference
47459, predicted: Games, actual: Reference
49552, predicted: Science, actual: Reference
49559, predicted: Science, actual: Reference
49564, predicted: Health, actual: Reference
49568, predicted: Science, actual: Reference
49574, predicted: Sports, actual: Regional
49587, predicted: News, actual: Regional
49600, predicted: News, actual: Regional
49619, predicted: Business, actual: Regional
49667, predicted: Business, actual: Regional
49697, predicted: News, actual: Regional
49701, predicted: Business, actual: Regional
49714, predicted: News, actual: Regional
49740, predicted: Health, actual: Regional
52669, predicted: Arts, actual: Regional
52683, predicted: Health, actual: Regional
52707, predicted: Recreation, actual: Regional
52720, predicted: Business, actual: Regional
52729, predicted: Regional, actual: Society
52733, predicted: Recreation, actual: Regional
52749, predicted: Recreation, actual: Regional
52780, predicted: Computers, actual: Regional
52789, predicted: Computers, actual: Regional
52830, predicted: Science, actual: Regional
52837, predicted: Home, actual: Regional
52846, predicted: Recreation, actual: Regional
52858, predicted: Business, actual: Regional
58235, predicted: Health, actual: Regional
45211, predicted: Society, actual: Regional
45276, predicted: Health, actual: Regional
45409, predicted: Arts, actual: Regional
45541, predicted: Science, actual: Regional
45627, predicted: News, actual: Regional
45832, predicted: Arts, actual: Regional
46041, predicted: Home, actual: Science
46425, predicted: Business, actual: Science
46887, predicted: Shopping, actual: Science
46930, predicted: Business, actual: Science
47118, predicted: Recreation, actual: Science
48141, predicted: Business, actual: Science
48168, predicted: Home, actual: Science
48187, predicted: Business, actual: Science
48208, predicted: Business, actual: Science
48234, predicted: Home, actual: Science
48252, predicted: Recreation, actual: Science
48282, predicted: Reference, actual: Science
48330, predicted: Reference, actual: Science
48366, predicted: Computers, actual: Science
48368, predicted: Reference, actual: Science
48445, predicted: Business, actual: Science
48473, predicted: Shopping, actual: Science
48506, predicted: Computers, actual: Science
48507, predicted: Health, actual: Science
48519, predicted: Business, actual: Science
48522, predicted: Recreation, actual: Science
48532, predicted: Health, actual: Science
48536, predicted: Society, actual: Science
48557, predicted: Recreation, actual: Science
48566, predicted: Business, actual: Science
48589, predicted: Health, actual: Science
48591, predicted: Home, actual: Science
48613, predicted: News, actual: Science
48630, predicted: Computers, actual: Science
48657, predicted: Reference, actual: Science
48717, predicted: Computers, actual: Science
48724, predicted: Health, actual: Science
48753, predicted: Computers, actual: Science
48871, predicted: Business, actual: Science
48872, predicted: Arts, actual: Science
48877, predicted: News, actual: Science
48915, predicted: Health, actual: Science
48960, predicted: Health, actual: Science
49006, predicted: Business, actual: Science
49021, predicted: Business, actual: Science
49075, predicted: Business, actual: Science
49091, predicted: Recreation, actual: Science
49151, predicted: Computers, actual: Science
49213, predicted: News, actual: Science
49229, predicted: Business, actual: Science
49230, predicted: Business, actual: Science
49253, predicted: News, actual: Science
49260, predicted: Health, actual: Science
49271, predicted: Society, actual: Science
49346, predicted: Society, actual: Science
49358, predicted: Society, actual: Science
49368, predicted: Society, actual: Science
49390, predicted: Recreation, actual: Science
49408, predicted: Health, actual: Science
49422, predicted: Arts, actual: Science
49444, predicted: Arts, actual: Science
49490, predicted: Health, actual: Science
49545, predicted: Society, actual: Science
51555, predicted: Home, actual: Science
51590, predicted: Computers, actual: Science
51614, predicted: Health, actual: Science
51665, predicted: Business, actual: Science
51691, predicted: Health, actual: Science
51699, predicted: Recreation, actual: Science
51743, predicted: Reference, actual: Science
51795, predicted: Business, actual: Science
51828, predicted: Business, actual: Science
51829, predicted: Business, actual: Science
51923, predicted: Business, actual: Science
51947, predicted: Kids, actual: Science
51959, predicted: Business, actual: Science
52060, predicted: Kids, actual: Science
52125, predicted: Computers, actual: Science
52147, predicted: Health, actual: Science
52250, predicted: Computers, actual: Science
52280, predicted: Reference, actual: Science
52334, predicted: Business, actual: Science
52405, predicted: Recreation, actual: Science
52414, predicted: Recreation, actual: Science
52427, predicted: Business, actual: Science
52449, predicted: Reference, actual: Science
52457, predicted: Arts, actual: Science
52514, predicted: Computers, actual: Science
52580, predicted: Health, actual: Science
52593, predicted: News, actual: Science
52650, predicted: Business, actual: Science
4053, predicted: Business, actual: Science
37132, predicted: Recreation, actual: Science
37290, predicted: Health, actual: Science
37517, predicted: Health, actual: Science
38304, predicted: Computers, actual: Science
38405, predicted: Home, actual: Science
38447, predicted: Recreation, actual: Science
38466, predicted: Health, actual: Science
38496, predicted: Regional, actual: Science
38868, predicted: Health, actual: Science
39085, predicted: Computers, actual: Science
39604, predicted: News, actual: Science
39656, predicted: Science, actual: Society
39729, predicted: Arts, actual: Science
40260, predicted: Computers, actual: Science
40429, predicted: Games, actual: Science
40732, predicted: Business, actual: Science
40765, predicted: Business, actual: Science
41219, predicted: Kids, actual: Science
41486, predicted: Arts, actual: Science
41642, predicted: Arts, actual: Science
41643, predicted: Business, actual: Science
42022, predicted: Business, actual: Science
42036, predicted: Business, actual: Science
42195, predicted: Business, actual: Science
42553, predicted: Arts, actual: Science
42583, predicted: Computers, actual: Science
42657, predicted: Business, actual: Science
42707, predicted: Computers, actual: Science
42760, predicted: Recreation, actual: Science
42811, predicted: Computers, actual: Science
42869, predicted: Computers, actual: Science
42914, predicted: Computers, actual: Science
43122, predicted: Computers, actual: Science
43142, predicted: News, actual: Science
43170, predicted: Computers, actual: Science
43354, predicted: Arts, actual: Science
