52866, predicted: Games, actual: Games
26219, predicted: Reference, actual: Reference
26252, predicted: Reference, actual: Reference
26291, predicted: Reference, actual: Reference
26312, predicted: Reference, actual: Reference
26351, predicted: Reference, actual: Reference
26627, predicted: Regional, actual: Regional
27008, predicted: Science, actual: Science
27018, predicted: Science, actual: Science
27051, predicted: Science, actual: Science
27056, predicted: Science, actual: Science
27118, predicted: Science, actual: Science
27121, predicted: Science, actual: Science
27161, predicted: Science, actual: Science
27175, predicted: Science, actual: Science
27180, predicted: Science, actual: Science
27218, predicted: Science, actual: Science
27312, predicted: Science, actual: Science
27364, predicted: Science, actual: Science
27487, predicted: Science, actual: Science
27563, predicted: Science, actual: Science
27588, predicted: Science, actual: Science
27622, predicted: Science, actual: Science
27634, predicted: Science, actual: Science
27673, predicted: Science, actual: Science
27724, predicted: Science, actual: Science
27796, predicted: Science, actual: Science
27807, predicted: Science, actual: Science
27895, predicted: Science, actual: Science
27913, predicted: Science, actual: Science
27915, predicted: Science, actual: Science
27976, predicted: Science, actual: Science
28002, predicted: Science, actual: Science
28191, predicted: Science, actual: Science
28198, predicted: Science, actual: Science
28239, predicted: Science, actual: Science
28339, predicted: Science, actual: Science
28370, predicted: Science, actual: Science
28515, predicted: Science, actual: Science
28550, predicted: Science, actual: Science
28630, predicted: Science, actual: Science
28671, predicted: Science, actual: Science
28678, predicted: Science, actual: Science
28682, predicted: Science, actual: Science
28694, predicted: Science, actual: Science
29147, predicted: Science, actual: Science
29205, predicted: Science, actual: Science
29250, predicted: Shopping, actual: Shopping
29368, predicted: Shopping, actual: Shopping
29420, predicted: Shopping, actual: Shopping
29429, predicted: Shopping, actual: Shopping
29520, predicted: Shopping, actual: Shopping
29533, predicted: Shopping, actual: Shopping
29537, predicted: Shopping, actual: Shopping
29555, predicted: Shopping, actual: Shopping
29601, predicted: Shopping, actual: Shopping
29649, predicted: Shopping, actual: Shopping
29655, predicted: Shopping, actual: Shopping
29662, predicted: Shopping, actual: Shopping
29732, predicted: Shopping, actual: Shopping
29741, predicted: Shopping, actual: Shopping
29769, predicted: Shopping, actual: Shopping
29775, predicted: Shopping, actual: Shopping
29782, predicted: Shopping, actual: Shopping
29799, predicted: Shopping, actual: Shopping
29821, predicted: Shopping, actual: Shopping
29866, predicted: Shopping, actual: Shopping
29872, predicted: Shopping, actual: Shopping
29895, predicted: Shopping, actual: Shopping
29897, predicted: Shopping, actual: Shopping
29898, predicted: Shopping, actual: Shopping
29903, predicted: Shopping, actual: Shopping
29904, predicted: Shopping, actual: Shopping
29910, predicted: Shopping, actual: Shopping
29921, predicted: Shopping, actual: Shopping
29942, predicted: Shopping, actual: Shopping
29963, predicted: Shopping, actual: Shopping
29965, predicted: Shopping, actual: Shopping
29980, predicted: Shopping, actual: Shopping
30059, predicted: Shopping, actual: Shopping
30065, predicted: Shopping, actual: Shopping
30068, predicted: Shopping, actual: Shopping
30081, predicted: Shopping, actual: Shopping
30090, predicted: Shopping, actual: Shopping
30106, predicted: Shopping, actual: Shopping
30117, predicted: Shopping, actual: Shopping
30131, predicted: Shopping, actual: Shopping
30162, predicted: Shopping, actual: Shopping
30163, predicted: Shopping, actual: Shopping
30194, predicted: Shopping, actual: Shopping
30196, predicted: Shopping, actual: Shopping
30212, predicted: Shopping, actual: Shopping
30233, predicted: Shopping, actual: Shopping
30236, predicted: Shopping, actual: Shopping
30273, predicted: Shopping, actual: Shopping
30364, predicted: Shopping, actual: Shopping
30388, predicted: Shopping, actual: Shopping
30389, predicted: Shopping, actual: Shopping
30395, predicted: Shopping, actual: Shopping
30411, predicted: Shopping, actual: Shopping
30427, predicted: Shopping, actual: Shopping
30449, predicted: Shopping, actual: Shopping
30452, predicted: Shopping, actual: Shopping
30502, predicted: Shopping, actual: Shopping
30519, predicted: Shopping, actual: Shopping
30544, predicted: Shopping, actual: Shopping
30555, predicted: Shopping, actual: Shopping
30665, predicted: Shopping, actual: Shopping
30684, predicted: Shopping, actual: Shopping
30699, predicted: Shopping, actual: Shopping
30709, predicted: Shopping, actual: Shopping
30723, predicted: Shopping, actual: Shopping
30744, predicted: Shopping, actual: Shopping
30752, predicted: Shopping, actual: Shopping
30774, predicted: Shopping, actual: Shopping
30780, predicted: Shopping, actual: Shopping
30784, predicted: Shopping, actual: Shopping
30808, predicted: Shopping, actual: Shopping
30822, predicted: Shopping, actual: Shopping
30833, predicted: Shopping, actual: Shopping
30835, predicted: Shopping, actual: Shopping
30863, predicted: Shopping, actual: Shopping
30930, predicted: Shopping, actual: Shopping
30957, predicted: Shopping, actual: Shopping
30963, predicted: Shopping, actual: Shopping
30977, predicted: Shopping, actual: Shopping
30984, predicted: Shopping, actual: Shopping
30990, predicted: Shopping, actual: Shopping
31001, predicted: Shopping, actual: Shopping
31003, predicted: Shopping, actual: Shopping
31004, predicted: Shopping, actual: Shopping
31017, predicted: Shopping, actual: Shopping
31073, predicted: Shopping, actual: Shopping
31099, predicted: Shopping, actual: Shopping
31161, predicted: Shopping, actual: Shopping
31186, predicted: Shopping, actual: Shopping
31276, predicted: Shopping, actual: Shopping
31289, predicted: Shopping, actual: Shopping
31334, predicted: Shopping, actual: Shopping
31416, predicted: Shopping, actual: Shopping
31440, predicted: Shopping, actual: Shopping
31464, predicted: Shopping, actual: Shopping
31535, predicted: Shopping, actual: Shopping
31572, predicted: Shopping, actual: Shopping
31592, predicted: Shopping, actual: Shopping
31610, predicted: Shopping, actual: Shopping
31638, predicted: Shopping, actual: Shopping
31658, predicted: Shopping, actual: Shopping
31660, predicted: Shopping, actual: Shopping
31661, predicted: Shopping, actual: Shopping
31663, predicted: Shopping, actual: Shopping
31674, predicted: Shopping, actual: Shopping
31680, predicted: Shopping, actual: Shopping
31682, predicted: Shopping, actual: Shopping
31694, predicted: Shopping, actual: Shopping
31745, predicted: Shopping, actual: Shopping
31790, predicted: Shopping, actual: Shopping
31794, predicted: Shopping, actual: Shopping
31803, predicted: Shopping, actual: Shopping
31825, predicted: Shopping, actual: Shopping
31855, predicted: Shopping, actual: Shopping
31889, predicted: Shopping, actual: Shopping
31942, predicted: Shopping, actual: Shopping
31973, predicted: Shopping, actual: Shopping
31999, predicted: Shopping, actual: Shopping
32001, predicted: Shopping, actual: Shopping
32007, predicted: Shopping, actual: Shopping
32021, predicted: Shopping, actual: Shopping
32038, predicted: Shopping, actual: Shopping
32060, predicted: Shopping, actual: Shopping
32123, predicted: Shopping, actual: Shopping
32136, predicted: Shopping, actual: Shopping
32147, predicted: Shopping, actual: Shopping
32151, predicted: Shopping, actual: Shopping
32198, predicted: Shopping, actual: Shopping
32205, predicted: Shopping, actual: Shopping
32211, predicted: Shopping, actual: Shopping
32244, predicted: Shopping, actual: Shopping
32261, predicted: Shopping, actual: Shopping
32300, predicted: Shopping, actual: Shopping
32349, predicted: Shopping, actual: Shopping
32358, predicted: Shopping, actual: Shopping
32366, predicted: Shopping, actual: Shopping
32368, predicted: Shopping, actual: Shopping
32385, predicted: Shopping, actual: Shopping
32399, predicted: Shopping, actual: Shopping
32403, predicted: Shopping, actual: Shopping
32411, predicted: Shopping, actual: Shopping
32412, predicted: Shopping, actual: Shopping
32415, predicted: Shopping, actual: Shopping
32451, predicted: Shopping, actual: Shopping
32460, predicted: Shopping, actual: Shopping
32465, predicted: Shopping, actual: Shopping
32472, predicted: Shopping, actual: Shopping
32487, predicted: Shopping, actual: Shopping
32505, predicted: Shopping, actual: Shopping
32524, predicted: Shopping, actual: Shopping
32629, predicted: Shopping, actual: Shopping
32633, predicted: Shopping, actual: Shopping
32682, predicted: Shopping, actual: Shopping
32812, predicted: Shopping, actual: Shopping
32819, predicted: Shopping, actual: Shopping
32822, predicted: Shopping, actual: Shopping
32829, predicted: Shopping, actual: Shopping
32868, predicted: Shopping, actual: Shopping
32914, predicted: Shopping, actual: Shopping
32932, predicted: Shopping, actual: Shopping
32933, predicted: Shopping, actual: Shopping
32936, predicted: Shopping, actual: Shopping
32954, predicted: Shopping, actual: Shopping
32965, predicted: Shopping, actual: Shopping
33016, predicted: Shopping, actual: Shopping
33019, predicted: Shopping, actual: Shopping
33037, predicted: Shopping, actual: Shopping
33051, predicted: Shopping, actual: Shopping
33192, predicted: Shopping, actual: Shopping
33193, predicted: Shopping, actual: Shopping
33284, predicted: Shopping, actual: Shopping
33292, predicted: Shopping, actual: Shopping
33297, predicted: Shopping, actual: Shopping
33325, predicted: Shopping, actual: Shopping
33327, predicted: Shopping, actual: Shopping
33328, predicted: Shopping, actual: Shopping
33331, predicted: Shopping, actual: Shopping
33337, predicted: Shopping, actual: Shopping
33342, predicted: Shopping, actual: Shopping
33344, predicted: Shopping, actual: Shopping
33387, predicted: Shopping, actual: Shopping
33407, predicted: Shopping, actual: Shopping
33455, predicted: Shopping, actual: Shopping
33477, predicted: Shopping, actual: Shopping
33481, predicted: Shopping, actual: Shopping
33485, predicted: Shopping, actual: Shopping
33486, predicted: Shopping, actual: Shopping
33506, predicted: Shopping, actual: Shopping
33524, predicted: Shopping, actual: Shopping
33540, predicted: Shopping, actual: Shopping
33579, predicted: Shopping, actual: Shopping
33583, predicted: Shopping, actual: Shopping
33586, predicted: Shopping, actual: Shopping
33591, predicted: Shopping, actual: Shopping
33613, predicted: Shopping, actual: Shopping
33627, predicted: Shopping, actual: Shopping
33643, predicted: Shopping, actual: Shopping
33675, predicted: Shopping, actual: Shopping
33681, predicted: Shopping, actual: Shopping
33690, predicted: Shopping, actual: Shopping
33699, predicted: Shopping, actual: Shopping
33729, predicted: Shopping, actual: Shopping
33760, predicted: Shopping, actual: Shopping
33765, predicted: Shopping, actual: Shopping
33791, predicted: Shopping, actual: Shopping
33794, predicted: Shopping, actual: Shopping
33844, predicted: Shopping, actual: Shopping
33863, predicted: Shopping, actual: Shopping
33874, predicted: Shopping, actual: Shopping
33953, predicted: Shopping, actual: Shopping
33980, predicted: Shopping, actual: Shopping
33990, predicted: Shopping, actual: Shopping
34015, predicted: Shopping, actual: Shopping
34037, predicted: Shopping, actual: Shopping
34048, predicted: Shopping, actual: Shopping
34063, predicted: Shopping, actual: Shopping
34084, predicted: Shopping, actual: Shopping
34092, predicted: Shopping, actual: Shopping
34095, predicted: Shopping, actual: Shopping
34144, predicted: Shopping, actual: Shopping
34151, predicted: Shopping, actual: Shopping
34199, predicted: Society, actual: Society
34254, predicted: Society, actual: Society
34307, predicted: Society, actual: Society
34398, predicted: Society, actual: Society
34409, predicted: Society, actual: Society
34427, predicted: Society, actual: Society
34429, predicted: Society, actual: Society
34467, predicted: Society, actual: Society
34486, predicted: Society, actual: Society
34496, predicted: Society, actual: Society
34559, predicted: Society, actual: Society
34564, predicted: Society, actual: Society
34574, predicted: Society, actual: Society
34586, predicted: Society, actual: Society
34600, predicted: Society, actual: Society
34632, predicted: Society, actual: Society
34649, predicted: Society, actual: Society
34683, predicted: Society, actual: Society
34698, predicted: Society, actual: Society
34705, predicted: Society, actual: Society
34738, predicted: Society, actual: Society
34739, predicted: Society, actual: Society
34766, predicted: Society, actual: Society
34774, predicted: Society, actual: Society
34802, predicted: Society, actual: Society
34826, predicted: Society, actual: Society
34858, predicted: Society, actual: Society
34888, predicted: Society, actual: Society
34903, predicted: Society, actual: Society
34995, predicted: Society, actual: Society
35015, predicted: Society, actual: Society
35033, predicted: Society, actual: Society
35056, predicted: Society, actual: Society
35116, predicted: Society, actual: Society
35155, predicted: Society, actual: Society
35167, predicted: Society, actual: Society
35222, predicted: Society, actual: Society
35255, predicted: Society, actual: Society
35262, predicted: Society, actual: Society
35302, predicted: Society, actual: Society
35316, predicted: Society, actual: Society
35448, predicted: Society, actual: Society
35490, predicted: Society, actual: Society
35544, predicted: Society, actual: Society
35550, predicted: Society, actual: Society
35556, predicted: Society, actual: Society
35568, predicted: Society, actual: Society
35596, predicted: Society, actual: Society
35634, predicted: Society, actual: Society
35642, predicted: Society, actual: Society
35644, predicted: Society, actual: Society
35755, predicted: Society, actual: Society
35804, predicted: Society, actual: Society
35836, predicted: Society, actual: Society
35837, predicted: Society, actual: Society
35846, predicted: Society, actual: Society
35863, predicted: Society, actual: Society
35873, predicted: Society, actual: Society
35893, predicted: Society, actual: Society
35937, predicted: Society, actual: Society
36059, predicted: Society, actual: Society
36070, predicted: Society, actual: Society
36094, predicted: Society, actual: Society
36179, predicted: Society, actual: Society
36206, predicted: Society, actual: Society
36209, predicted: Society, actual: Society
36210, predicted: Society, actual: Society
36222, predicted: Society, actual: Society
36226, predicted: Society, actual: Society
36248, predicted: Society, actual: Society
36261, predicted: Society, actual: Society
36275, predicted: Society, actual: Society
36278, predicted: Society, actual: Society
36312, predicted: Society, actual: Society
36322, predicted: Society, actual: Society
36323, predicted: Society, actual: Society
36366, predicted: Society, actual: Society
36386, predicted: Society, actual: Society
36416, predicted: Society, actual: Society
36430, predicted: Society, actual: Society
36457, predicted: Society, actual: Society
36469, predicted: Society, actual: Society
36556, predicted: Society, actual: Society
36599, predicted: Society, actual: Society
36613, predicted: Society, actual: Society
36671, predicted: Society, actual: Society
36738, predicted: Society, actual: Society
36776, predicted: Society, actual: Society
36798, predicted: Society, actual: Society
36808, predicted: Society, actual: Society
36812, predicted: Society, actual: Society
36824, predicted: Society, actual: Society
36826, predicted: Society, actual: Society
36859, predicted: Society, actual: Society
36862, predicted: Society, actual: Society
36872, predicted: Society, actual: Society
36876, predicted: Society, actual: Society
36971, predicted: Society, actual: Society
36977, predicted: Society, actual: Society
37051, predicted: Society, actual: Society
37058, predicted: Society, actual: Society
37070, predicted: Society, actual: Society
37109, predicted: Society, actual: Society
37131, predicted: Society, actual: Society
37141, predicted: Society, actual: Society
37215, predicted: Society, actual: Society
37295, predicted: Society, actual: Society
37347, predicted: Society, actual: Society
37362, predicted: Society, actual: Society
37416, predicted: Society, actual: Society
37458, predicted: Society, actual: Society
37498, predicted: Society, actual: Society
37524, predicted: Society, actual: Society
37571, predicted: Society, actual: Society
37574, predicted: Society, actual: Society
37578, predicted: Society, actual: Society
37638, predicted: Society, actual: Society
37648, predicted: Society, actual: Society
37669, predicted: Society, actual: Society
37705, predicted: Society, actual: Society
37706, predicted: Society, actual: Society
37778, predicted: Society, actual: Society
37804, predicted: Society, actual: Society
37876, predicted: Society, actual: Society
37938, predicted: Society, actual: Society
37939, predicted: Society, actual: Society
38026, predicted: Society, actual: Society
38089, predicted: Sports, actual: Sports
38101, predicted: Sports, actual: Sports
38137, predicted: Sports, actual: Sports
38150, predicted: Sports, actual: Sports
38153, predicted: Sports, actual: Sports
38200, predicted: Sports, actual: Sports
38216, predicted: Sports, actual: Sports
38223, predicted: Sports, actual: Sports
38227, predicted: Sports, actual: Sports
38238, predicted: Sports, actual: Sports
38241, predicted: Sports, actual: Sports
38257, predicted: Sports, actual: Sports
38283, predicted: Sports, actual: Sports
38285, predicted: Sports, actual: Sports
38300, predicted: Sports, actual: Sports
38311, predicted: Sports, actual: Sports
38321, predicted: Sports, actual: Sports
38335, predicted: Sports, actual: Sports
38340, predicted: Sports, actual: Sports
38345, predicted: Sports, actual: Sports
38346, predicted: Sports, actual: Sports
38358, predicted: Sports, actual: Sports
38367, predicted: Sports, actual: Sports
38374, predicted: Sports, actual: Sports
38428, predicted: Sports, actual: Sports
38439, predicted: Sports, actual: Sports
38506, predicted: Sports, actual: Sports
38688, predicted: Sports, actual: Sports
38694, predicted: Sports, actual: Sports
38698, predicted: Sports, actual: Sports
38706, predicted: Sports, actual: Sports
38709, predicted: Sports, actual: Sports
