ref id,Predicted,Actual
34079,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
34632,['Kids', 'Society', 'Reference', 'Recreation'],['Society']
553,['Health', 'Society', 'Science', 'Kids'],['Science', 'Health']
34641,['Society', 'Health', 'Home', 'Shopping'],['Society']
560,['Reference', 'Health', 'Science', 'Society'],['Reference', 'Health']
571,['Health', 'Kids', 'Reference', 'Science'],['Health']
34655,['Society', 'Health', 'Kids', 'Reference'],['Society']
574,['Health', 'Home', 'Kids', 'Games'],['Health']
582,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34670,['Business', 'Society', 'News', 'Science'],['Society']
588,['Arts', 'Home', 'Adult', 'Health'],['Health']
34674,['Society', 'News', 'Business', 'Kids'],['Society']
34677,['Society', 'Business', 'Recreation', 'Shopping'],['Society']
34679,['Society', 'Health', 'Recreation', 'Science'],['Society']
608,['Health', 'Sports', 'Society', 'Shopping'],['Health']
613,['Home', 'Health', 'Kids', 'Arts'],['Health']
34704,['Society', 'Health', 'Reference', 'Science'],['Society']
34705,['Society', 'Sports', 'Kids', 'Recreation'],['Society']
627,['Home', 'Health', 'Arts', 'Kids'],['Health']
34712,['Reference', 'Society', 'Health', 'Kids'],['Society']
34713,['Society', 'Science', 'Health', 'Reference'],['Society']
635,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34719,['Society', 'Recreation', 'Kids', 'Sports'],['Society']
34724,['Society', 'Business', 'Sports', 'Kids'],['Society']
642,['Health', 'Kids', 'Home', 'Business'],['Health']
34731,['Society', 'Health', 'Science', 'Sports'],['Society']
34732,['Business', 'Society', 'Shopping', 'Recreation'],['Society']
655,['Health', 'Science', 'Reference', 'Kids'],['Health']
663,['Health', 'Kids', 'Society', 'Reference'],['Health']
664,['Health', 'Business', 'Kids', 'Science'],['Health']
667,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34754,['Society', 'Health', 'Recreation', 'Kids'],['Society']
679,['Health', 'Reference', 'Sports', 'Society'],['Health']
34762,['Society', 'Health', 'Kids', 'Home'],['Society']
681,['Home', 'Computers', 'Games', 'News'],['Home']
34771,['Society', 'Kids', 'Arts', 'Health'],['Society']
690,['Home', 'News', 'Sports', 'Society'],['Home']
34777,['Society', 'Recreation', 'Sports', 'Home'],['Society']
34778,['Society', 'Computers', 'Reference', 'Business'],['Society']
34784,['Society', 'Business', 'Health', 'Home'],['Society']
701,['Home', 'Sports', 'Society', 'Shopping'],['Home']
702,['Home', 'Arts', 'Kids', 'Society'],['Home']
34790,['Society', 'Health', 'News', 'Recreation'],['Society']
709,['Recreation', 'Computers', 'News', 'Home'],['Home', 'Computers']
34798,['Society', 'Health', 'Science', 'Kids'],['Society']
34801,['Recreation', 'Games', 'Adult', 'Society'],['Society']
34803,['Society', 'Arts', 'Reference', 'Recreation'],['Society']
34808,['Recreation', 'Sports', 'Kids', 'Society'],['Society']
34815,['Society', 'Sports', 'Kids', 'Arts'],['Society']
735,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34823,['Home', 'Shopping', 'Recreation', 'Society'],['Society']
741,['Home', 'Recreation', 'Kids', 'Health'],['Home']
746,['Home', 'Sports', 'Society', 'Shopping'],['Home']
747,['Home', 'Kids', 'Business', 'Recreation'],['Home']
34831,['Health', 'Society', 'Reference', 'Kids'],['Society']
749,['Home', 'Business', 'Recreation', 'Science'],['Home']
34842,['Society', 'Arts', 'Kids', 'Reference'],['Society']
761,['Home', 'Health', 'Recreation', 'Business'],['Home']
765,['Home', 'Health', 'Sports', 'Society'],['Science', 'Home']
34849,['Society', 'Arts', 'Kids', 'Games'],['Society']
777,['Home', 'Reference', 'Science', 'Kids'],['Home']
779,['Home', 'Business', 'Kids', 'Arts'],['Home']
34865,['Society', 'Reference', 'Recreation', 'Games'],['Society']
34873,['Arts', 'Reference', 'Computers', 'Society'],['Society']
794,['Home', 'Shopping', 'Sports', 'Society'],['Home']
801,['Home', 'Sports', 'Society', 'Shopping'],['Home']
803,['Shopping', 'Home', 'Arts', 'Recreation'],['Home', 'Shopping']
804,['Home', 'Recreation', 'Business', 'Computers'],['Home']
34889,['Society', 'Arts', 'Kids', 'News'],['Society']
34890,['Society', 'News', 'Computers', 'Arts'],['Society']
809,['Home', 'Kids', 'Reference', 'Recreation'],['Home']
812,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34896,['Kids', 'Arts', 'Society', 'Computers'],['Society']
34898,['Arts', 'Computers', 'Kids', 'Business'],['Society']
34904,['Games', 'Society', 'Recreation', 'Adult'],['Society']
837,['Computers', 'Games', 'Kids', 'Recreation'],['Computers']
863,['Sports', 'Kids', 'News', 'Games'],['Sports']
872,['Reference', 'Kids', 'Science', 'Health'],['Science']
34939,['Society', 'Business', 'Kids', 'Recreation'],['Society']
34940,['Science', 'Reference', 'Society', 'Computers'],['Society']
877,['Sports', 'News', 'Society', 'Shopping'],['Sports']
34942,['Society', 'Shopping', 'Kids', 'Games'],['Society']
34943,['Society', 'Arts', 'Reference', 'Kids'],['Society']
34944,['Society', 'Reference', 'Arts', 'Kids'],['Society']
883,['Kids', 'Recreation', 'Science', 'Reference'],['Recreation']
34947,['Arts', 'Society', 'Kids', 'Games'],['Society']
886,['Society', 'Health', 'Reference', 'Business'],['Society']
34951,['Society', 'Arts', 'Kids', 'Reference'],['Society']
892,['Science', 'Kids', 'Computers', 'Society'],['Science']
909,['Kids', 'Arts', 'Reference', 'Games'],['Arts']
34967,['Society', 'Kids', 'Arts', 'Adult'],['Society']
34971,['Society', 'Arts', 'Reference', 'Kids'],['Society']
34975,['Kids', 'Adult', 'Arts', 'Society'],['Society']
933,['News', 'Kids', 'Sports', 'Society'],['News']
935,['News', 'Science', 'Business', 'Recreation'],['News']
34994,['Society', 'Science', 'Reference', 'Health'],['Society']
944,['News', 'Sports', 'Kids', 'Home'],['News']
34998,['Society', 'Science', 'Recreation', 'News'],['Society']
35001,['Reference', 'Society', 'Recreation', 'Kids'],['Society']
951,['News', 'Society', 'Science', 'Arts'],['News']
35009,['Society', 'Reference', 'Science', 'Health'],['Society']
35011,['Science', 'Society', 'Business', 'Kids'],['Society']
35013,['Society', 'Business', 'Health', 'Science'],['Society']
969,['News', 'Arts', 'Society', 'Kids'],['News']
970,['News', 'Sports', 'Society', 'Shopping'],['News']
972,['Science', 'News', 'Business', 'Sports'],['News', 'Science']
35027,['Society', 'News', 'Arts', 'Reference'],['Society']
979,['News', 'Computers', 'Home', 'Business'],['News']
35036,['Computers', 'Society', 'Games', 'Science'],['Society']
35037,['Society', 'Arts', 'News', 'Reference'],['Society']
35038,['Society', 'Science', 'Reference', 'News'],['Society']
35039,['Science', 'Society', 'Reference', 'Business'],['Society']
35043,['News', 'Society', 'Computers', 'Games'],['Society']
991,['News', 'Sports', 'Society', 'Shopping'],['News']
35050,['News', 'Sports', 'Society', 'Science'],['Society']
35054,['Society', 'Science', 'News', 'Reference'],['Society']
1003,['News', 'Society', 'Arts', 'Kids'],['News']
1012,['News', 'Sports', 'Society', 'Shopping'],['News']
1020,['News', 'Arts', 'Kids', 'Recreation'],['News']
1025,['News', 'Arts', 'Society', 'Kids'],['News']
1027,['Computers', 'Science', 'Business', 'Games'],['Recreation']
35080,['Society', 'Business', 'Reference', 'Science'],['Society']
35082,['Society', 'Computers', 'Business', 'Arts'],['Society']
1034,['Home', 'Arts', 'Recreation', 'Games'],['Home']
35089,['Society', 'Science', 'Reference', 'Business'],['Society']
1038,['Shopping', 'Home', 'Recreation', 'Kids'],['Recreation']
1039,['Recreation', 'Computers', 'Games', 'Reference'],['Science']
1040,['Reference', 'Science', 'Health', 'Computers'],['Reference']
35098,['Science', 'Society', 'Computers', 'Reference'],['Society']
1049,['Recreation', 'Games', 'Reference', 'Kids'],['Recreation']
35106,['Sports', 'News', 'Games', 'Society'],['Society']
1056,['News', 'Recreation', 'Arts', 'Reference'],['News']
1059,['News', 'Society', 'Arts', 'Reference'],['News']
35116,['Society', 'Computers', 'Reference', 'Science'],['Society']
1063,['News', 'Arts', 'Sports', 'Kids'],['News']
35118,['Society', 'Health', 'Science', 'Reference'],['Society']
35121,['Computers', 'Society', 'Kids', 'Reference'],['Society']
1089,['News', 'Business', 'Society', 'Sports'],['News']
35146,['Society', 'Adult', 'News', 'Sports'],['Society']
35150,['Society', 'Health', 'Kids', 'Reference'],['Society']
35151,['Society', 'Adult', 'Kids', 'Home'],['Society']
35156,['Society', 'Adult', 'News', 'Home'],['Society']
1103,['Recreation', 'Business', 'Sports', 'Society'],['Recreation']
35158,['Society', 'Recreation', 'Sports', 'News'],['Society']
1119,['Recreation', 'Business', 'Home', 'Society'],['Recreation']
1129,['Recreation', 'Home', 'Kids', 'Arts'],['Recreation']
1130,['Recreation', 'Business', 'Society', 'Home'],['Recreation']
35186,['Society', 'Kids', 'Health', 'Adult'],['Society']
1132,['Recreation', 'Home', 'Sports', 'Kids'],['Recreation']
1133,['Arts', 'News', 'Recreation', 'Home'],['Recreation']
35189,['Society', 'Adult', 'News', 'Home'],['Society']
1136,['Recreation', 'News', 'Kids', 'Home'],['Recreation']
1137,['Recreation', 'Business', 'Home', 'Reference'],['Recreation']
1157,['Business', 'Recreation', 'Reference', 'Society'],['Recreation']
1160,['Recreation', 'Business', 'Sports', 'Kids'],['Recreation']
1164,['Business', 'Recreation', 'Science', 'Home'],['Business', 'Recreation']
1165,['Recreation', 'Games', 'Home', 'Business'],['Recreation']
35226,['Society', 'Arts', 'Adult', 'Kids'],['Society']
35231,['Reference', 'Society', 'Recreation', 'Science'],['Society']
35238,['Adult', 'Society', 'Recreation', 'Sports'],['Society']
35243,['Society', 'Kids', 'Games', 'Recreation'],['Society']
35246,['Society', 'News', 'Adult', 'Kids'],['Society']
35249,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35253,['Recreation', 'Society', 'Business', 'Home'],['Society']
1199,['Recreation', 'Home', 'Kids', 'Shopping'],['Recreation']
1205,['Reference', 'Computers', 'Science', 'Society'],['Reference']
35272,['Society', 'Sports', 'Health', 'Computers'],['Society']
1219,['Reference', 'Health', 'Science', 'Society'],['Reference']
1220,['Reference', 'Health', 'Science', 'Society'],['Reference']
35275,['Society', 'Kids', 'Reference', 'News'],['Society']
35280,['Society', 'News', 'Kids', 'Reference'],['Society']
35286,['Society', 'Sports', 'News', 'Adult'],['Society']
1232,['Computers', 'Business', 'Science', 'Home'],['Reference', 'Computers']
1233,['Reference', 'Games', 'News', 'Recreation'],['Reference']
1254,['Science', 'Health', 'Reference', 'Business'],['Reference']
35309,['Society', 'Arts', 'Recreation', 'Home'],['Society']
1260,['Reference', 'Science', 'Health', 'Society'],['Reference']
35319,['Society', 'News', 'Reference', 'Arts'],['Society']
1269,['Reference', 'Business', 'Health', 'Computers'],['Reference']
1270,['Business', 'News', 'Health', 'Reference'],['Reference']
1271,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1272,['Reference', 'Computers', 'Kids', 'Games'],['Reference']
35332,['Society', 'Reference', 'News', 'Arts'],['Society']
35335,['Games', 'Kids', 'Society', 'Recreation'],['Society']
35338,['Society', 'Reference', 'Kids', 'Arts'],['Society']
1284,['Reference', 'Kids', 'Science', 'Society'],['Reference']
1285,['Reference', 'Science', 'Health', 'Sports'],['Reference']
1286,['Reference', 'Health', 'Sports', 'Society'],['Reference']
35340,['Games', 'Society', 'Recreation', 'Computers'],['Society']
1290,['Reference', 'Kids', 'Arts', 'Computers'],['Reference']
1292,['Reference', 'Science', 'News', 'Health'],['Reference']
35352,['Society', 'Reference', 'Home', 'Kids'],['Society']
1298,['Reference', 'Health', 'Science', 'News'],['Reference']
1299,['Reference', 'Health', 'Arts', 'Sports'],['Reference']
35356,['Society', 'Reference', 'Science', 'Recreation'],['Society']
1305,['Reference', 'Science', 'Computers', 'News'],['Reference']
1310,['Reference', 'Science', 'Computers', 'Health'],['Reference']
1316,['Reference', 'Science', 'Health', 'Society'],['Reference']
35372,['Society', 'Reference', 'News', 'Games'],['Society']
1323,['Reference', 'Science', 'Arts', 'News'],['Reference']
1324,['Reference', 'Science', 'Health', 'Computers'],['Reference']
1328,['Computers', 'Kids', 'Reference', 'Home'],['Reference', 'Computers']
1333,['Reference', 'Health', 'Science', 'Arts'],['Reference']
1336,['Reference', 'Health', 'Science', 'Kids'],['Reference']
35392,['Society', 'Arts', 'Kids', 'Recreation'],['Society']
35401,['Society', 'Games', 'Recreation', 'Reference'],['Society']
35403,['Arts', 'Society', 'Kids', 'Recreation'],['Society']
35404,['Computers', 'Society', 'Reference', 'Games'],['Society']
1381,['Reference', 'Society', 'Health', 'Science'],['Society']
1387,['Business', 'Shopping', 'Kids', 'Arts'],['Shopping']
35416,['Society', 'Health', 'Home', 'Reference'],['Society']
35417,['Home', 'Recreation', 'Society', 'Shopping'],['Society']
1409,['Health', 'Science', 'Sports', 'Society'],['Science']
1437,['Science', 'Business', 'Home', 'Reference'],['Science']
35448,['Games', 'Society', 'Computers', 'Recreation'],['Society']
35450,['Science', 'Society', 'Computers', 'Business'],['Society']
35458,['Sports', 'Society', 'Business', 'Science'],['Society']
35460,['Computers', 'Reference', 'Arts', 'Science'],['Society']
35462,['Kids', 'Arts', 'Computers', 'Society'],['Society']
35464,['Business', 'Computers', 'Shopping', 'Science'],['Society']
1455,['Science', 'Recreation', 'Business', 'Computers'],['Science']
1469,['Reference', 'Science', 'Health', 'Business'],['Science']
35497,['Reference', 'Science', 'Health', 'Society'],['Society']
35499,['Computers', 'Business', 'Health', 'Science'],['Society']
1492,['Recreation', 'Computers', 'Reference', 'Business'],['Shopping']
35506,['Society', 'Health', 'Business', 'Home'],['Society']
1500,['Shopping', 'Computers', 'Home', 'Sports'],['Shopping']
1506,['Shopping', 'Home', 'Health', 'Business'],['Shopping']
1508,['Shopping', 'Business', 'Computers', 'Sports'],['Shopping']
1513,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
35524,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1517,['Shopping', 'Business', 'Home', 'Recreation'],['Shopping']
35530,['Society', 'Recreation', 'Games', 'Health'],['Society']
35554,['Society', 'Arts', 'Kids', 'News'],['Society']
1544,['Business', 'Home', 'Computers', 'Recreation'],['Shopping']
35558,['Arts', 'Society', 'Kids', 'Home'],['Society']
1561,['Shopping', 'Recreation', 'Business', 'Games'],['Shopping']
35576,['Society', 'Health', 'Kids', 'Reference'],['Society']
35582,['Reference', 'Society', 'Science', 'Arts'],['Society']
35595,['Reference', 'Society', 'Kids', 'Science'],['Society']
1595,['Computers', 'Shopping', 'Home', 'Arts'],['Shopping']
1602,['Shopping', 'Home', 'Business', 'Sports'],['Shopping']
35626,['Society', 'Health', 'Reference', 'Science'],['Society']
1616,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
35630,['Society', 'Arts', 'Kids', 'Reference'],['Society']
1620,['Society', 'Reference', 'Sports', 'Shopping'],['Society']
1625,['Society', 'Shopping', 'Home', 'Arts'],['Society']
35646,['Reference', 'Society', 'Arts', 'Kids'],['Society']
1635,['Business', 'Science', 'Health', 'Recreation'],['Society']
1637,['News', 'Society', 'Sports', 'Shopping'],['Society']
35651,['Society', 'Arts', 'Recreation', 'News'],['Society']
35657,['Health', 'Reference', 'Science', 'Kids'],['Society']
1647,['Home', 'Health', 'Kids', 'Society'],['Society']
1656,['Kids', 'Arts', 'Society', 'Computers'],['Society']
1657,['Reference', 'Science', 'Recreation', 'Kids'],['Society']
1659,['Reference', 'Recreation', 'Society', 'Arts'],['Society']
1668,['News', 'Society', 'Adult', 'Arts'],['Society']
35687,['Home', 'Shopping', 'Society', 'Kids'],['Society']
1675,['Society', 'Home', 'Games', 'Reference'],['Society']
35690,['Society', 'Shopping', 'Sports', 'Home'],['Society']
1677,['News', 'Reference', 'Arts', 'Society'],['Society']
1681,['News', 'Society', 'Science', 'Business'],['Society']
1682,['Arts', 'News', 'Society', 'Recreation'],['Society']
1685,['Health', 'Kids', 'Society', 'Home'],['Society']
35701,['Business', 'Shopping', 'Arts', 'Computers'],['Society']
35706,['Arts', 'Games', 'Society', 'Kids'],['Society']
1704,['News', 'Recreation', 'Arts', 'Adult'],['Society']
1710,['Recreation', 'Games', 'Kids', 'Arts'],['Society']
1715,['Arts', 'Kids', 'Sports', 'Games'],['Society', 'Arts']
1716,['News', 'Adult', 'Arts', 'Kids'],['Society']
1720,['News', 'Arts', 'Recreation', 'Kids'],['Society']
1725,['Sports', 'Business', 'News', 'Society'],['Sports']
1726,['Sports', 'News', 'Games', 'Kids'],['Sports']
35744,['Science', 'Society', 'Health', 'Reference'],['Society']
35748,['Shopping', 'Society', 'Kids', 'Home'],['Society']
35749,['Home', 'Society', 'Recreation', 'Kids'],['Society']
35758,['Kids', 'Society', 'Reference', 'Science'],['Society']
1746,['Sports', 'Games', 'News', 'Kids'],['Sports']
35763,['Recreation', 'Society', 'Business', 'Sports'],['Society']
35764,['Society', 'Reference', 'Kids', 'Science'],['Society']
35770,['Home', 'Shopping', 'Society', 'Arts'],['Society']
1763,['Sports', 'News', 'Games', 'Kids'],['Sports']
35787,['Society', 'Home', 'Kids', 'Sports'],['Society']
1780,['Sports', 'Kids', 'Computers', 'Arts'],['Sports']
35810,['News', 'Society', 'Arts', 'Sports'],['Society']
35826,['Society', 'News', 'Health', 'Business'],['Society']
1813,['Sports', 'News', 'Kids', 'Games'],['Sports']
35828,['Society', 'Health', 'Kids', 'Reference'],['Society']
35833,['Society', 'Science', 'Business', 'News'],['Society']
1819,['News', 'Kids', 'Games', 'Recreation'],['Sports']
1838,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35857,['Society', 'Sports', 'Recreation', 'Reference'],['Society']
35860,['Society', 'Science', 'Business', 'Health'],['Society']
1846,['Sports', 'News', 'Kids', 'Games'],['Sports']
1853,['Adult', 'Kids', 'Arts', 'Recreation'],['Adult']
35870,['Society', 'Health', 'Kids', 'Business'],['Society']
35876,['Society', 'Kids', 'Health', 'Business'],['Society']
1862,['Adult', 'Society', 'News', 'Games'],['Adult']
1867,['Adult', 'Arts', 'Recreation', 'News'],['Adult']
35885,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1873,['News', 'Arts', 'Society', 'Adult'],['Adult', 'Society']
35891,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1881,['Computers', 'Kids', 'Recreation', 'Reference'],['Adult']
35896,['Society', 'Health', 'Reference', 'Science'],['Society']
35904,['Society', 'News', 'Home', 'Arts'],['Society']
35907,['Society', 'News', 'Sports', 'Kids'],['Society']
35910,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35916,['Society', 'Science', 'Business', 'Kids'],['Society']
1905,['Adult', 'Recreation', 'Kids', 'Games'],['Adult']
1914,['Adult', 'Games', 'Recreation', 'Reference'],['Adult']
1919,['Adult', 'Kids', 'Reference', 'Computers'],['Adult']
35935,['Society', 'Business', 'Health', 'Science'],['Society']
35936,['Society', 'Home', 'Reference', 'Health'],['Society']
1925,['Adult', 'Games', 'Computers', 'Recreation'],['Adult']
1935,['Recreation', 'Kids', 'Reference', 'Games'],['Adult']
35952,['Society', 'Science', 'Shopping', 'Business'],['Society']
35954,['Reference', 'Health', 'Society', 'Sports'],['Society']
1942,['Adult', 'Kids', 'Reference', 'Computers'],['Adult']
35958,['Reference', 'Society', 'Health', 'Science'],['Society']
35964,['Society', 'Business', 'Health', 'Reference'],['Society']
35972,['Society', 'Business', 'Health', 'Sports'],['Society']
