ref id,Predicted,Actual
34079,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
356,['Computers', 'News', 'Health', 'Sports'],['Computers']
364,['Computers', 'Recreation', 'Health', 'Sports'],['Computers']
34447,['Society', 'Home', 'Business', 'Sports'],['Society']
367,['Computers', 'Business', 'Science', 'Reference'],['Computers']
34449,['Society', 'News', 'Computers', 'Business'],['Society']
34450,['Society', 'Sports', 'Reference', 'Shopping'],['Society']
375,['Business', 'Computers', 'Sports', 'Arts'],['Computers']
34457,['Society', 'Games', 'Business', 'Sports'],['Society']
384,['Society', 'Computers', 'Sports', 'Shopping'],['Computers']
34466,['Society', 'Business', 'Sports', 'Shopping'],['Society']
34471,['Society', 'Recreation', 'News', 'Computers'],['Society']
34475,['Society', 'Shopping', 'Computers', 'Sports'],['Society']
394,['Computers', 'Recreation', 'Games', 'Business'],['Computers']
34476,['Society', 'Home', 'Health', 'Adult'],['Society']
396,['Computers', 'Business', 'Adult', 'Sports'],['Computers']
34488,['Society', 'Sports', 'Business', 'Shopping'],['Society']
414,['Computers', 'Business', 'Sports', 'Society'],['Computers']
34514,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34518,['Society', 'News', 'Computers', 'Business'],['Society']
34520,['Society', 'Computers', 'Business', 'Sports'],['Society']
34526,['Society', 'Business', 'Sports', 'Shopping'],['Society']
34532,['Society', 'Sports', 'Science', 'Computers'],['Society']
34536,['Society', 'Home', 'Sports', 'Shopping'],['Society']
34537,['Society', 'Shopping', 'Business', 'Sports'],['Society']
34538,['Society', 'Shopping', 'Sports', 'Science'],['Society']
34548,['Society', 'Shopping', 'Health', 'Business'],['Society']
34555,['Society', 'Shopping', 'Sports', 'Computers'],['Society']
34558,['Society', 'Business', 'Sports', 'Shopping'],['Society']
34562,['Society', 'Computers', 'Sports', 'Shopping'],['Society']
480,['Games', 'Arts', 'Sports', 'Society'],['Games', 'Arts']
34573,['Society', 'Sports', 'Home', 'Shopping'],['Society']
34574,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34582,['Society', 'Business', 'Sports', 'Shopping'],['Society']
500,['Games', 'Sports', 'Science', 'Business'],['Games']
34585,['Society', 'Science', 'Sports', 'Shopping'],['Society']
34591,['Society', 'Recreation', 'Health', 'Sports'],['Society']
509,['Games', 'Society', 'Kids', 'Sports'],['Games']
512,['Games', 'Recreation', 'Sports', 'Society'],['Games']
520,['Games', 'Business', 'Sports', 'Society'],['Games']
526,['Games', 'Recreation', 'Computers', 'Sports'],['Games']
34610,['Society', 'Shopping', 'Sports', 'Science'],['Society']
34618,['Society', 'Shopping', 'Business', 'Sports'],['Society']
34625,['Society', 'Sports', 'Shopping', 'Science'],['Society']
543,['Health', 'Science', 'Sports', 'Society'],['Science', 'Health']
545,['Health', 'Science', 'Sports', 'Society'],['Health']
546,['Health', 'Science', 'Business', 'Arts'],['Health']
34629,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
34631,['Society', 'Shopping', 'Health', 'Sports'],['Society']
34632,['Society', 'Shopping', 'Health', 'Arts'],['Society']
553,['Science', 'Health', 'Sports', 'Society'],['Science', 'Health']
34641,['Society', 'Recreation', 'Business', 'Sports'],['Society']
560,['Science', 'Reference', 'Health', 'Business'],['Reference', 'Health']
571,['Health', 'Science', 'Business', 'Sports'],['Health']
34655,['Society', 'Sports', 'Shopping', 'Science'],['Society']
574,['Health', 'Recreation', 'Kids', 'Sports'],['Health']
582,['Health', 'Science', 'Reference', 'Kids'],['Health']
34670,['Business', 'Arts', 'Society', 'Health'],['Society']
588,['Health', 'Computers', 'Sports', 'Society'],['Health']
34674,['Society', 'Reference', 'Health', 'Sports'],['Society']
34677,['Society', 'Shopping', 'Health', 'Computers'],['Society']
34679,['Society', 'Health', 'Computers', 'Sports'],['Society']
608,['Health', 'Society', 'Sports', 'Shopping'],['Health']
613,['Health', 'News', 'Kids', 'Sports'],['Health']
34704,['Society', 'Kids', 'Computers', 'Arts'],['Society']
34705,['Society', 'Sports', 'Shopping', 'Science'],['Society']
627,['Health', 'News', 'Sports', 'Society'],['Health']
34712,['Society', 'Sports', 'Recreation', 'Kids'],['Society']
34713,['Society', 'Business', 'Sports', 'Shopping'],['Society']
635,['Health', 'Recreation', 'Kids', 'Sports'],['Health']
34719,['Society', 'Sports', 'Computers', 'Shopping'],['Society']
34724,['Society', 'Shopping', 'Health', 'Arts'],['Society']
642,['Health', 'Science', 'Computers', 'Business'],['Health']
34731,['Society', 'Science', 'Recreation', 'Health'],['Society']
34732,['Society', 'Shopping', 'News', 'Games'],['Society']
655,['Health', 'Sports', 'Society', 'Shopping'],['Health']
663,['Health', 'Science', 'Kids', 'Society'],['Health']
664,['Health', 'Society', 'Kids', 'Sports'],['Health']
667,['Health', 'News', 'Business', 'Sports'],['Health']
34754,['Society', 'Sports', 'Health', 'Adult'],['Society']
679,['Health', 'Reference', 'Shopping', 'Science'],['Health']
34762,['Society', 'Sports', 'Business', 'Arts'],['Society']
681,['Home', 'Games', 'Sports', 'Society'],['Home']
34771,['Society', 'Arts', 'Shopping', 'Business'],['Society']
690,['Home', 'Sports', 'News', 'Computers'],['Home']
34777,['Shopping', 'Society', 'Sports', 'Health'],['Society']
34778,['Society', 'Computers', 'Sports', 'Shopping'],['Society']
34784,['Society', 'Business', 'Games', 'Computers'],['Society']
701,['Home', 'Shopping', 'Sports', 'Society'],['Home']
702,['Home', 'Computers', 'Business', 'Sports'],['Home']
34790,['Society', 'Home', 'Sports', 'Shopping'],['Society']
709,['Home', 'Health', 'Computers', 'Business'],['Home', 'Computers']
34798,['Society', 'Business', 'Sports', 'Shopping'],['Society']
34801,['Society', 'Sports', 'Shopping', 'Reference'],['Society']
34803,['Arts', 'Society', 'Shopping', 'News'],['Society']
34808,['Society', 'Sports', 'Science', 'Kids'],['Society']
34815,['Society', 'Sports', 'Shopping', 'Arts'],['Society']
735,['Home', 'Shopping', 'Business', 'Sports'],['Home']
34823,['Society', 'Sports', 'Arts', 'Shopping'],['Society']
741,['Home', 'Recreation', 'Sports', 'Society'],['Home']
746,['Home', 'Sports', 'Society', 'Shopping'],['Home']
747,['Recreation', 'Society', 'Shopping', 'Home'],['Home']
34831,['Society', 'Health', 'Business', 'Sports'],['Society']
749,['Home', 'Health', 'Arts', 'Sports'],['Home']
34842,['Society', 'Arts', 'Games', 'Computers'],['Society']
761,['Home', 'Reference', 'Health', 'Recreation'],['Home']
765,['Science', 'Home', 'News', 'Sports'],['Science', 'Home']
34849,['Sports', 'Society', 'Shopping', 'News'],['Society']
777,['Home', 'Kids', 'Health', 'Computers'],['Home']
779,['Home', 'Reference', 'Arts', 'Sports'],['Home']
34865,['Society', 'Shopping', 'Kids', 'Arts'],['Society']
34873,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
794,['Home', 'Shopping', 'Games', 'Arts'],['Home']
801,['Home', 'Society', 'Reference', 'Kids'],['Home']
803,['Home', 'Shopping', 'Recreation', 'Computers'],['Home', 'Shopping']
804,['Home', 'Computers', 'Adult', 'Sports'],['Home']
34889,['Society', 'Shopping', 'Arts', 'Sports'],['Society']
34890,['Society', 'Shopping', 'Kids', 'Computers'],['Society']
809,['Home', 'Sports', 'Shopping', 'Reference'],['Home']
812,['Home', 'Kids', 'Health', 'Society'],['Home']
34896,['Society', 'Home', 'Computers', 'Sports'],['Society']
34898,['Society', 'Shopping', 'Business', 'Games'],['Society']
34904,['Society', 'Arts', 'News', 'Computers'],['Society']
837,['Computers', 'Kids', 'Sports', 'Society'],['Computers']
863,['Kids', 'Sports', 'Recreation', 'Arts'],['Sports']
872,['Kids', 'Science', 'Computers', 'Sports'],['Science']
34939,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34940,['Society', 'Sports', 'Science', 'Recreation'],['Society']
877,['Kids', 'Sports', 'News', 'Arts'],['Sports']
34942,['Society', 'Reference', 'Computers', 'Science'],['Society']
34943,['Society', 'Shopping', 'Sports', 'Science'],['Society']
34944,['Society', 'Sports', 'Shopping', 'Kids'],['Society']
883,['Recreation', 'Kids', 'Home', 'Business'],['Recreation']
34947,['Society', 'Kids', 'Adult', 'Shopping'],['Society']
886,['Society', 'Kids', 'Sports', 'Shopping'],['Society']
34951,['Society', 'Sports', 'Adult', 'Shopping'],['Society']
892,['Science', 'Kids', 'Sports', 'Society'],['Science']
909,['Kids', 'Arts', 'Sports', 'Society'],['Arts']
34967,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34971,['Society', 'Arts', 'Shopping', 'Computers'],['Society']
34975,['Society', 'Sports', 'Health', 'Shopping'],['Society']
933,['News', 'Computers', 'Business', 'Science'],['News']
935,['Arts', 'Computers', 'Business', 'Shopping'],['News']
34994,['Society', 'Sports', 'Business', 'Arts'],['Society']
944,['News', 'Sports', 'Health', 'Society'],['News']
34998,['Society', 'Sports', 'Kids', 'Science'],['Society']
35001,['Society', 'Sports', 'Science', 'Reference'],['Society']
951,['News', 'Recreation', 'Science', 'Sports'],['News']
35009,['Society', 'Business', 'News', 'Computers'],['Society']
35011,['Society', 'Computers', 'Home', 'Sports'],['Society']
35013,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
969,['News', 'Shopping', 'Business', 'Society'],['News']
970,['Sports', 'News', 'Business', 'Arts'],['News']
972,['Science', 'News', 'Sports', 'Society'],['News', 'Science']
35027,['Society', 'Health', 'Sports', 'Shopping'],['Society']
979,['News', 'Business', 'Sports', 'Society'],['News']
35036,['Society', 'Health', 'Business', 'Sports'],['Society']
35037,['Society', 'Science', 'Arts', 'Sports'],['Society']
35038,['Society', 'Sports', 'Reference', 'Shopping'],['Society']
35039,['Society', 'Shopping', 'Health', 'Games'],['Society']
35043,['Society', 'Shopping', 'Recreation', 'Sports'],['Society']
991,['News', 'Sports', 'Society', 'Shopping'],['News']
35050,['Society', 'Sports', 'Health', 'Shopping'],['Society']
35054,['Society', 'Arts', 'Sports', 'Computers'],['Society']
1003,['News', 'Recreation', 'Business', 'Sports'],['News']
1012,['News', 'Society', 'Shopping', 'Games'],['News']
1020,['News', 'Recreation', 'Games', 'Arts'],['News']
1025,['News', 'Arts', 'Health', 'Sports'],['News']
1027,['Recreation', 'Science', 'Computers', 'Sports'],['Recreation']
35080,['Society', 'Shopping', 'Kids', 'Arts'],['Society']
35082,['Society', 'Business', 'Adult', 'Sports'],['Society']
1034,['Recreation', 'Kids', 'Business', 'Science'],['Home']
35089,['Society', 'Kids', 'Health', 'Computers'],['Society']
1038,['Recreation', 'Kids', 'Sports', 'Society'],['Recreation']
1039,['Society', 'Shopping', 'Reference', 'Games'],['Science']
1040,['Reference', 'Science', 'Sports', 'Society'],['Reference']
35098,['Society', 'Computers', 'Reference', 'Sports'],['Society']
1049,['Recreation', 'Science', 'Sports', 'Society'],['Recreation']
35106,['Society', 'Games', 'Sports', 'Adult'],['Society']
1056,['News', 'Science', 'Reference', 'Computers'],['News']
1059,['News', 'Science', 'Kids', 'Home'],['News']
35116,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1063,['News', 'Sports', 'Computers', 'Society'],['News']
35118,['Society', 'Home', 'Computers', 'Business'],['Society']
35121,['Society', 'Shopping', 'Kids', 'Business'],['Society']
1089,['News', 'Society', 'Computers', 'Business'],['News']
35146,['Society', 'Sports', 'Recreation', 'Health'],['Society']
35150,['Society', 'Health', 'Arts', 'Sports'],['Society']
35151,['Society', 'Arts', 'Shopping', 'Recreation'],['Society']
35156,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1103,['Recreation', 'Business', 'Sports', 'Society'],['Recreation']
35158,['Society', 'Reference', 'Sports', 'Shopping'],['Society']
1119,['Recreation', 'Shopping', 'Home', 'Health'],['Recreation']
1129,['Recreation', 'Sports', 'Reference', 'Health'],['Recreation']
1130,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
35186,['Society', 'Shopping', 'Sports', 'Science'],['Society']
1132,['Recreation', 'Computers', 'Business', 'Shopping'],['Recreation']
1133,['Recreation', 'Arts', 'Business', 'Sports'],['Recreation']
35189,['Society', 'Arts', 'Recreation', 'Sports'],['Society']
1136,['Recreation', 'Sports', 'Computers', 'Society'],['Recreation']
1137,['Recreation', 'Business', 'Games', 'Sports'],['Recreation']
1157,['Recreation', 'Shopping', 'Science', 'Business'],['Recreation']
1160,['Recreation', 'Reference', 'Computers', 'Arts'],['Recreation']
1164,['Business', 'Society', 'Science', 'Health'],['Business', 'Recreation']
1165,['Recreation', 'Health', 'Games', 'Business'],['Recreation']
35226,['Society', 'Sports', 'Shopping', 'Computers'],['Society']
35231,['Society', 'Sports', 'Kids', 'Health'],['Society']
35238,['Society', 'Sports', 'Shopping', 'Recreation'],['Society']
35243,['Society', 'Sports', 'Business', 'Shopping'],['Society']
35246,['Society', 'Computers', 'Sports', 'Shopping'],['Society']
35249,['Society', 'Games', 'Sports', 'Shopping'],['Society']
35253,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1199,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1205,['Reference', 'Science', 'Health', 'Sports'],['Reference']
35272,['Society', 'Sports', 'Arts', 'Home'],['Society']
1219,['Reference', 'Arts', 'Health', 'Business'],['Reference']
1220,['Reference', 'Arts', 'Health', 'Business'],['Reference']
35275,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35280,['Society', 'Shopping', 'Science', 'Business'],['Society']
35286,['Society', 'Shopping', 'Health', 'Business'],['Society']
1232,['Computers', 'Reference', 'Society', 'Business'],['Reference', 'Computers']
1233,['Reference', 'Games', 'Business', 'Arts'],['Reference']
1254,['Reference', 'Health', 'Recreation', 'Business'],['Reference']
35309,['Society', 'Science', 'Health', 'Business'],['Society']
1260,['Science', 'Reference', 'News', 'Home'],['Reference']
35319,['Society', 'Health', 'Recreation', 'Computers'],['Society']
1269,['Reference', 'Business', 'Kids', 'Sports'],['Reference']
1270,['Reference', 'Recreation', 'Health', 'Arts'],['Reference']
1271,['Reference', 'Recreation', 'Sports', 'Society'],['Reference']
1272,['Reference', 'Computers', 'Science', 'Recreation'],['Reference']
35332,['Society', 'Recreation', 'Sports', 'Shopping'],['Society']
35335,['Kids', 'Society', 'Sports', 'Health'],['Society']
35338,['Society', 'Computers', 'Arts', 'Sports'],['Society']
1284,['Reference', 'Society', 'Games', 'Business'],['Reference']
1285,['Reference', 'Business', 'Sports', 'Society'],['Reference']
1286,['Reference', 'Business', 'Arts', 'News'],['Reference']
35340,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1290,['Reference', 'Computers', 'Health', 'Sports'],['Reference']
1292,['Reference', 'Recreation', 'Computers', 'Sports'],['Reference']
35352,['Society', 'Sports', 'Computers', 'Shopping'],['Society']
1298,['Reference', 'Health', 'Science', 'Sports'],['Reference']
1299,['Reference', 'Health', 'Science', 'News'],['Reference']
35356,['Society', 'Science', 'Recreation', 'Health'],['Society']
1305,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1310,['Reference', 'Health', 'Computers', 'Business'],['Reference']
1316,['Science', 'Reference', 'Business', 'Arts'],['Reference']
35372,['Society', 'Sports', 'Games', 'Computers'],['Society']
1323,['Reference', 'Sports', 'Science', 'Society'],['Reference']
1324,['Reference', 'Science', 'Business', 'Sports'],['Reference']
1328,['Home', 'Recreation', 'Science', 'Health'],['Reference', 'Computers']
1333,['Reference', 'Health', 'Sports', 'Society'],['Reference']
1336,['Reference', 'Recreation', 'Sports', 'Society'],['Reference']
35392,['Society', 'Sports', 'Shopping', 'Health'],['Society']
35401,['Society', 'Health', 'Computers', 'Business'],['Society']
35403,['Sports', 'Arts', 'Society', 'Shopping'],['Society']
35404,['Society', 'Shopping', 'Sports', 'Science'],['Society']
1381,['Society', 'Recreation', 'Home', 'Computers'],['Society']
1387,['Shopping', 'Sports', 'Computers', 'Society'],['Shopping']
35416,['Society', 'Shopping', 'Computers', 'Sports'],['Society']
35417,['Society', 'News', 'Health', 'Arts'],['Society']
1409,['Science', 'Health', 'Sports', 'Society'],['Science']
1437,['Science', 'Health', 'Computers', 'Business'],['Science']
35448,['Society', 'Shopping', 'Games', 'Arts'],['Society']
35450,['Society', 'Sports', 'Recreation', 'News'],['Society']
35458,['Society', 'Health', 'Games', 'Sports'],['Society']
35460,['Society', 'Business', 'Recreation', 'Health'],['Society']
35462,['Society', 'Sports', 'Computers', 'Shopping'],['Society']
35464,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1455,['Science', 'Business', 'Computers', 'Sports'],['Science']
1469,['Science', 'Reference', 'Games', 'Computers'],['Science']
35497,['Society', 'Sports', 'Kids', 'Shopping'],['Society']
35499,['Society', 'Sports', 'Business', 'Adult'],['Society']
1492,['Business', 'Arts', 'Shopping', 'Reference'],['Shopping']
35506,['Society', 'Sports', 'Health', 'Computers'],['Society']
1500,['Shopping', 'Computers', 'Adult', 'Sports'],['Shopping']
1506,['Health', 'Society', 'Shopping', 'Recreation'],['Shopping']
1508,['Shopping', 'Recreation', 'Science', 'Reference'],['Shopping']
1513,['Shopping', 'Games', 'Arts', 'Sports'],['Shopping']
35524,['Society', 'Recreation', 'News', 'Games'],['Society']
1517,['Shopping', 'Sports', 'Kids', 'Arts'],['Shopping']
35530,['Society', 'Shopping', 'Sports', 'Science'],['Society']
35554,['Society', 'Sports', 'Recreation', 'Shopping'],['Society']
1544,['Shopping', 'Recreation', 'Science', 'Home'],['Shopping']
35558,['Society', 'Business', 'Arts', 'Sports'],['Society']
1561,['Shopping', 'Sports', 'Recreation', 'Computers'],['Shopping']
35576,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35582,['Society', 'Sports', 'Science', 'Shopping'],['Society']
35595,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1595,['Shopping', 'Business', 'News', 'Computers'],['Shopping']
1602,['Computers', 'Shopping', 'Home', 'Business'],['Shopping']
35626,['Society', 'Sports', 'Health', 'Shopping'],['Society']
1616,['Shopping', 'Science', 'Sports', 'Society'],['Shopping']
35630,['Society', 'Arts', 'Kids', 'Games'],['Society']
1620,['Society', 'Shopping', 'Science', 'Sports'],['Society']
1625,['Society', 'Recreation', 'Home', 'Business'],['Society']
35646,['Society', 'Shopping', 'Health', 'Sports'],['Society']
1635,['Society', 'Business', 'Sports', 'Shopping'],['Society']
1637,['Society', 'Sports', 'Reference', 'News'],['Society']
35651,['Society', 'Science', 'Computers', 'Sports'],['Society']
35657,['Society', 'News', 'Sports', 'Shopping'],['Society']
1647,['Society', 'Recreation', 'Kids', 'Arts'],['Society']
1656,['Society', 'Recreation', 'Business', 'Sports'],['Society']
1657,['Society', 'Business', 'Sports', 'Recreation'],['Society']
1659,['Society', 'Sports', 'Science', 'Adult'],['Society']
1668,['Society', 'News', 'Kids', 'Arts'],['Society']
35687,['Society', 'Arts', 'Recreation', 'Games'],['Society']
1675,['Society', 'Science', 'Business', 'Sports'],['Society']
35690,['Society', 'Recreation', 'Sports', 'Shopping'],['Society']
1677,['Society', 'Recreation', 'Business', 'Arts'],['Society']
1681,['Society', 'Business', 'Sports', 'Shopping'],['Society']
1682,['Society', 'Arts', 'Recreation', 'Shopping'],['Society']
1685,['Society', 'Kids', 'Health', 'Games'],['Society']
35701,['Sports', 'Society', 'Shopping', 'Science'],['Society']
35706,['Society', 'Shopping', 'Arts', 'Sports'],['Society']
1704,['Society', 'Health', 'Reference', 'Games'],['Society']
1710,['Society', 'Computers', 'Recreation', 'Sports'],['Society']
1715,['Arts', 'Society', 'Sports', 'Shopping'],['Society', 'Arts']
1716,['Society', 'Kids', 'Sports', 'Shopping'],['Society']
1720,['Society', 'Arts', 'Recreation', 'Sports'],['Society']
1725,['Sports', 'Business', 'Science', 'Recreation'],['Sports']
1726,['Sports', 'Shopping', 'Science', 'Recreation'],['Sports']
35744,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35748,['Society', 'Shopping', 'Games', 'Sports'],['Society']
35749,['Society', 'Sports', 'Games', 'Arts'],['Society']
35758,['Society', 'Shopping', 'Computers', 'Arts'],['Society']
1746,['Sports', 'Health', 'Recreation', 'Arts'],['Sports']
35763,['Society', 'Business', 'Sports', 'News'],['Society']
35764,['Society', 'Sports', 'Home', 'Shopping'],['Society']
35770,['Society', 'Shopping', 'Home', 'Sports'],['Society']
1763,['Sports', 'News', 'Games', 'Science'],['Sports']
35787,['Society', 'Shopping', 'Home', 'Sports'],['Society']
1780,['Sports', 'Recreation', 'News', 'Kids'],['Sports']
35810,['Society', 'Business', 'Shopping', 'Science'],['Society']
35826,['Society', 'Kids', 'Health', 'Business'],['Society']
1813,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
35828,['Society', 'Sports', 'Business', 'Arts'],['Society']
35833,['Society', 'Recreation', 'Business', 'Sports'],['Society']
1819,['Sports', 'Health', 'Society', 'Shopping'],['Sports']
1838,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
35857,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35860,['Society', 'Business', 'Sports', 'Shopping'],['Society']
1846,['Sports', 'Kids', 'Society', 'Shopping'],['Sports']
1853,['Adult', 'Recreation', 'Sports', 'Society'],['Adult']
35870,['Computers', 'Society', 'Shopping', 'Reference'],['Society']
35876,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1862,['Adult', 'Arts', 'Reference', 'News'],['Adult']
1867,['Adult', 'Recreation', 'Computers', 'Business'],['Adult']
35885,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
1873,['Business', 'Science', 'Recreation', 'Kids'],['Adult', 'Society']
35891,['Society', 'Shopping', 'Business', 'Sports'],['Society']
1881,['Health', 'Recreation', 'Arts', 'Business'],['Adult']
35896,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
35904,['Society', 'Sports', 'Computers', 'Business'],['Society']
35907,['Society', 'Shopping', 'Science', 'Home'],['Society']
35910,['Society', 'Business', 'Shopping', 'Computers'],['Society']
35916,['Society', 'Shopping', 'Sports', 'Business'],['Society']
1905,['Adult', 'Home', 'Computers', 'Sports'],['Adult']
1914,['Adult', 'Recreation', 'Games', 'Arts'],['Adult']
1919,['Adult', 'Kids', 'Computers', 'Sports'],['Adult']
35935,['Society', 'Sports', 'Shopping', 'Science'],['Society']
