ref id,Predicted,Actual
0,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
181,['News', 'Arts', 'Sports', 'Home'],['Arts']
183,['News', 'Sports', 'Arts', 'Society'],['Arts']
184,['Games', 'Arts', 'News', 'Recreation'],['Arts']
189,['Arts', 'News', 'Recreation', 'Home'],['Arts']
190,['Games', 'Recreation', 'Reference', 'Computers'],['Arts', 'Computers']
34275,['Society', 'News', 'Recreation', 'Computers'],['Society']
197,['Reference', 'Science', 'Health', 'Arts'],['Arts']
34279,['Society', 'News', 'Arts', 'Science'],['Society']
216,['Arts', 'Games', 'Computers', 'Recreation'],['Arts']
34302,['Society', 'Business', 'Health', 'Science'],['Society']
34310,['Arts', 'Society', 'Sports', 'Science'],['Society']
230,['Arts', 'Society', 'Home', 'Sports'],['Arts']
233,['Arts', 'Reference', 'Society', 'Health'],['Arts']
234,['Arts', 'News', 'Adult', 'Home'],['Arts']
34317,['Reference', 'Society', 'Science', 'Arts'],['Society']
34319,['Society', 'Arts', 'Reference', 'Recreation'],['Society']
240,['Arts', 'Science', 'Games', 'Computers'],['Arts']
34324,['Society', 'Arts', 'Sports', 'News'],['Society']
245,['Games', 'Arts', 'Recreation', 'News'],['Arts']
34330,['Science', 'Society', 'Games', 'Arts'],['Society']
34332,['Society', 'Arts', 'Reference', 'News'],['Society']
34334,['Society', 'Reference', 'Recreation', 'Science'],['Society']
262,['Home', 'Business', 'News', 'Recreation'],['Business', 'Home']
268,['Business', 'Health', 'Home', 'Recreation'],['Business']
34359,['Society', 'Games', 'Adult', 'Home'],['Society']
34367,['Computers', 'Society', 'Home', 'Games'],['Society']
287,['Computers', 'Business', 'Home', 'Reference'],['Business']
288,['News', 'Business', 'Home', 'Health'],['Business', 'Home']
34370,['Society', 'Health', 'Science', 'Reference'],['Society']
295,['Home', 'Business', 'Sports', 'Society'],['Business', 'News', 'Home']
296,['Business', 'Home', 'Society', 'Computers'],['Business', 'Computers']
34385,['Society', 'Computers', 'Business', 'Reference'],['Society']
307,['Arts', 'Reference', 'Recreation', 'Society'],['Business']
310,['Business', 'News', 'Home', 'Computers'],['Business', 'Home']
34393,['Recreation', 'Society', 'Arts', 'Reference'],['Society']
34396,['Society', 'Health', 'Reference', 'Science'],['Society']
316,['Business', 'News', 'Science', 'Society'],['Business', 'News']
34401,['Society', 'Sports', 'News', 'Arts'],['Society']
34402,['Society', 'Adult', 'Health', 'Business'],['Society']
321,['Business', 'Computers', 'Home', 'Reference'],['Business']
34405,['Society', 'Home', 'Sports', 'Shopping'],['Society']
34408,['Business', 'Reference', 'Science', 'Sports'],['Society']
328,['Business', 'Science', 'Computers', 'Arts'],['Business']
34411,['Society', 'Health', 'Sports', 'Business'],['Society']
334,['Sports', 'Recreation', 'Arts', 'Business'],['Business', 'Sports']
340,['Business', 'Health', 'Science', 'Reference'],['Business']
341,['Recreation', 'Computers', 'Reference', 'Arts'],['Business']
34432,['News', 'Society', 'Arts', 'Recreation'],['Society']
351,['Business', 'Computers', 'Science', 'Recreation'],['Business']
34433,['Society', 'Health', 'Reference', 'Arts'],['Society']
34436,['Society', 'Arts', 'Recreation', 'News'],['Society']
34438,['Society', 'Arts', 'Sports', 'Recreation'],['Society']
362,['Home', 'Business', 'Recreation', 'Health'],['Computers']
366,['Arts', 'Sports', 'Society', 'Shopping'],['Reference', 'Computers']
34450,['Society', 'Arts', 'Games', 'Recreation'],['Society']
34465,['Society', 'Health', 'Reference', 'Science'],['Society']
384,['Adult', 'Recreation', 'Games', 'Home'],['Computers']
34484,['Adult', 'Society', 'Reference', 'Computers'],['Society']
403,['Computers', 'Business', 'Reference', 'Science'],['Computers']
34485,['Society', 'News', 'Arts', 'Health'],['Society']
34491,['Society', 'Health', 'Business', 'Reference'],['Society']
410,['Science', 'Computers', 'Reference', 'Business'],['Computers']
34493,['Society', 'Business', 'Health', 'Computers'],['Society']
34494,['Society', 'Health', 'Reference', 'Home'],['Society']
429,['Computers', 'Home', 'Business', 'Games'],['Computers']
34514,['Society', 'Sports', 'News', 'Reference'],['Society']
34518,['Sports', 'Science', 'Society', 'Adult'],['Society']
34520,['Society', 'News', 'Sports', 'Health'],['Society']
445,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
34546,['Society', 'Shopping', 'Business', 'Health'],['Society']
465,['Games', 'Shopping', 'Computers', 'Home'],['Games']
468,['Sports', 'Games', 'News', 'Society'],['Games']
472,['Games', 'Computers', 'Recreation', 'Reference'],['Games']
476,['Games', 'Recreation', 'News', 'Arts'],['Games']
477,['Games', 'Home', 'Shopping', 'Computers'],['Games']
480,['Games', 'Recreation', 'Adult', 'Computers'],['Arts', 'Games']
34569,['Society', 'Health', 'Reference', 'Business'],['Society']
34572,['Society', 'Health', 'Reference', 'Arts'],['Society']
34576,['Science', 'Business', 'Computers', 'Health'],['Society']
34580,['Society', 'Health', 'Reference', 'Shopping'],['Society']
34581,['Society', 'Arts', 'Shopping', 'Health'],['Society']
34584,['Shopping', 'Business', 'Society', 'Sports'],['Society']
506,['Games', 'Business', 'Computers', 'Recreation'],['Games']
34596,['Society', 'Shopping', 'Arts', 'Sports'],['Society']
34609,['Society', 'Recreation', 'Health', 'Reference'],['Society']
527,['Games', 'Computers', 'News', 'Arts'],['Games']
34611,['Society', 'Health', 'Reference', 'Business'],['Society']
534,['Games', 'Computers', 'Business', 'Recreation'],['Games']
34626,['Society', 'Reference', 'Arts', 'Recreation'],['Society']
34631,['Society', 'Reference', 'Health', 'Shopping'],['Society']
550,['Health', 'Home', 'Business', 'Society'],['Health']
34633,['Society', 'Sports', 'Health', 'Reference'],['Society']
34634,['Society', 'Shopping', 'Home', 'Recreation'],['Society']
34640,['Arts', 'Society', 'Recreation', 'Shopping'],['Society']
559,['Health', 'Business', 'Society', 'Home'],['Health']
34644,['Society', 'Computers', 'Reference', 'Business'],['Society']
566,['Health', 'Business', 'Science', 'Computers'],['Health']
567,['Health', 'Home', 'Recreation', 'Society'],['Health']
34652,['Society', 'Shopping', 'Health', 'Reference'],['Society']
572,['Health', 'Home', 'Society', 'Business'],['Health']
34659,['Society', 'Shopping', 'Health', 'Reference'],['Society']
579,['Home', 'Health', 'Business', 'Science'],['Health']
34672,['Sports', 'News', 'Society', 'Arts'],['Society']
34675,['Society', 'Health', 'Recreation', 'Home'],['Society']
34678,['Science', 'Society', 'Computers', 'Reference'],['Society']
34681,['Reference', 'Society', 'Health', 'Computers'],['Society']
601,['Health', 'Science', 'Society', 'Reference'],['Health']
34685,['Business', 'Shopping', 'Society', 'Sports'],['Society']
34687,['Society', 'Health', 'Recreation', 'Home'],['Society']
611,['Health', 'Science', 'Reference', 'Society'],['Health']
616,['Health', 'Society', 'Science', 'Recreation'],['Health']
34715,['Society', 'Health', 'Business', 'Science'],['Society']
636,['Health', 'Home', 'Science', 'Business'],['Health']
34722,['Society', 'Arts', 'News', 'Sports'],['Society']
643,['Health', 'Business', 'Science', 'Reference'],['Health']
34726,['Society', 'Health', 'Reference', 'Science'],['Society']
34731,['Society', 'Health', 'Recreation', 'Science'],['Society']
34736,['Health', 'Society', 'Science', 'Computers'],['Society']
34737,['Computers', 'Science', 'Society', 'Reference'],['Society']
657,['Health', 'Home', 'Society', 'Science'],['Health']
34740,['Recreation', 'Society', 'Sports', 'Business'],['Society']
667,['Health', 'Sports', 'Society', 'Shopping'],['Health']
672,['Reference', 'Health', 'Science', 'Computers'],['Health']
34760,['Reference', 'Recreation', 'Arts', 'Business'],['Society']
678,['Health', 'Home', 'Society', 'Sports'],['Health']
683,['Computers', 'Games', 'Recreation', 'News'],['Home']
34768,['Health', 'Society', 'Reference', 'Science'],['Society']
34769,['Recreation', 'Sports', 'Society', 'Shopping'],['Society']
689,['Computers', 'Home', 'Business', 'Games'],['Home']
34778,['Society', 'Computers', 'Reference', 'Science'],['Society']
34786,['Recreation', 'Society', 'Sports', 'News'],['Society']
707,['Home', 'Shopping', 'Health', 'Society'],['Home']
710,['Home', 'Shopping', 'Business', 'Arts'],['Home']
34800,['Society', 'Arts', 'Reference', 'Recreation'],['Society']
34801,['Recreation', 'Games', 'Adult', 'Sports'],['Society']
34805,['Health', 'Science', 'Reference', 'Society'],['Society']
732,['Home', 'Science', 'Business', 'Health'],['Society', 'Home']
746,['Home', 'Sports', 'Society', 'Shopping'],['Home']
749,['Home', 'Business', 'Recreation', 'Science'],['Home']
770,['Home', 'Arts', 'Computers', 'Business'],['Home']
34855,['Society', 'Arts', 'News', 'Home'],['Society']
773,['Home', 'Arts', 'Recreation', 'Games'],['Home']
774,['Home', 'Recreation', 'Business', 'Reference'],['Home']
775,['Recreation', 'Business', 'Home', 'Society'],['Recreation', 'Home']
34863,['Society', 'Arts', 'Reference', 'Recreation'],['Society']
34867,['Reference', 'Recreation', 'Adult', 'Sports'],['Society']
34876,['Arts', 'Society', 'Adult', 'Games'],['Society']
34893,['Society', 'Reference', 'Arts', 'News'],['Society']
810,['Recreation', 'News', 'Arts', 'Home'],['Recreation', 'Home']
34895,['Society', 'Home', 'Health', 'Arts'],['Society']
34898,['Arts', 'Computers', 'Business', 'Reference'],['Society']
817,['Business', 'Recreation', 'Computers', 'Science'],['Recreation']
34909,['Society', 'Arts', 'Games', 'Recreation'],['Society']
835,['Computers', 'Science', 'Home', 'Recreation'],['Science']
836,['Sports', 'Games', 'News', 'Society'],['Sports']
846,['Sports', 'Recreation', 'Shopping', 'News'],['Sports']
848,['Science', 'Reference', 'Recreation', 'Computers'],['Science', 'Reference']
34923,['Society', 'Adult', 'Arts', 'Shopping'],['Society']
851,['Games', 'Science', 'Home', 'Reference'],['Science']
34929,['Society', 'Reference', 'Science', 'Arts'],['Society']
34937,['Society', 'Reference', 'Arts', 'Science'],['Society']
879,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
34951,['Society', 'Arts', 'Reference', 'Games'],['Society']
34954,['Society', 'Shopping', 'Recreation', 'Adult'],['Society']
903,['Reference', 'Science', 'News', 'Recreation'],['Society', 'Science']
34960,['Society', 'Computers', 'Recreation', 'Business'],['Society']
34964,['Society', 'Arts', 'Reference', 'Games'],['Society']
34967,['Society', 'Arts', 'Games', 'Adult'],['Society']
931,['News', 'Society', 'Home', 'Arts'],['News']
935,['News', 'Science', 'Business', 'Recreation'],['News']
34989,['Science', 'Society', 'Computers', 'Business'],['Society']
34991,['Society', 'Health', 'Business', 'Computers'],['Society']
941,['News', 'Sports', 'Society', 'Arts'],['News']
954,['Home', 'News', 'Arts', 'Adult'],['News']
35008,['Computers', 'Arts', 'News', 'Society'],['Society']
962,['Arts', 'Games', 'Recreation', 'News'],['News']
35018,['Computers', 'Society', 'Science', 'Reference'],['Society']
35025,['Society', 'News', 'Business', 'Arts'],['Society']
975,['Sports', 'Shopping', 'Society', 'Recreation'],['News']
976,['News', 'Recreation', 'Reference', 'Home'],['News']
35032,['Society', 'Health', 'Arts', 'Business'],['Society']
35034,['Science', 'Society', 'Computers', 'Business'],['Society']
984,['Science', 'News', 'Reference', 'Recreation'],['Science', 'News']
985,['News', 'Recreation', 'Arts', 'Home'],['News']
995,['News', 'Recreation', 'Arts', 'Society'],['News']
35049,['Computers', 'Society', 'Arts', 'Games'],['Society']
1001,['News', 'Sports', 'Home', 'Recreation'],['News']
35062,['Health', 'Society', 'Adult', 'Science'],['Society']
1010,['Reference', 'Science', 'Business', 'Society'],['Society', 'Science', 'Business', 'News', 'Computers']
1013,['News', 'Sports', 'Society', 'Shopping'],['News']
1019,['News', 'Home', 'Recreation', 'Arts'],['News']
1023,['Business', 'News', 'Home', 'Reference'],['News']
1029,['Computers', 'Business', 'Home', 'Recreation'],['Computers']
35087,['Society', 'Business', 'Computers', 'Reference'],['Society']
35095,['Society', 'Health', 'Science', 'Business'],['Society']
35096,['Society', 'Reference', 'Science', 'Health'],['Society']
35101,['Society', 'Science', 'Health', 'Reference'],['Society']
35105,['Society', 'Games', 'Recreation', 'Reference'],['Society']
1051,['Recreation', 'Games', 'Science', 'Reference'],['Recreation']
35108,['Society', 'News', 'Home', 'Science'],['Society']
1055,['Computers', 'Arts', 'Business', 'Games'],['Shopping']
35117,['Society', 'Science', 'Business', 'Computers'],['Society']
1063,['Arts', 'Sports', 'Business', 'News'],['News']
35118,['Society', 'Health', 'Science', 'Reference'],['Society']
35122,['Society', 'Reference', 'Computers', 'Recreation'],['Society']
1072,['Business', 'Recreation', 'Games', 'Science'],['News']
35140,['Arts', 'Society', 'Adult', 'News'],['Society']
1090,['Reference', 'Recreation', 'Society', 'Sports'],['News']
1094,['Recreation', 'Reference', 'Business', 'Arts'],['Recreation']
35149,['Society', 'Health', 'Adult', 'Recreation'],['Society']
1099,['Recreation', 'Business', 'Reference', 'Science'],['Recreation']
35155,['Society', 'Adult', 'News', 'Health'],['Society']
1107,['Arts', 'Adult', 'Games', 'Recreation'],['Recreation']
35162,['Games', 'Arts', 'Society', 'Adult'],['Society']
1112,['Business', 'Computers', 'Arts', 'Science'],['Recreation']
1114,['Reference', 'Recreation', 'Business', 'Science'],['Recreation']
35169,['Society', 'Adult', 'Arts', 'Home'],['Society']
35173,['Society', 'Computers', 'Business', 'Adult'],['Society']
1122,['Science', 'Recreation', 'Business', 'Computers'],['Recreation']
1133,['Arts', 'Recreation', 'News', 'Home'],['Recreation']
35192,['Society', 'News', 'Adult', 'Home'],['Society']
35196,['Society', 'Health', 'Reference', 'Home'],['Society']
35202,['Recreation', 'Society', 'Sports', 'Arts'],['Society']
1163,['Recreation', 'Business', 'Reference', 'Games'],['Recreation']
1164,['Business', 'Science', 'Recreation', 'Computers'],['Business', 'Recreation']
35220,['Society', 'Health', 'News', 'Reference'],['Society']
1168,['Recreation', 'Computers', 'Games', 'Arts'],['Recreation']
35223,['Recreation', 'Sports', 'Society', 'Business'],['Society']
35225,['Society', 'Recreation', 'Sports', 'Arts'],['Society']
1172,['Recreation', 'Home', 'Games', 'Business'],['Recreation']
1173,['Recreation', 'Reference', 'Arts', 'Home'],['Recreation']
35227,['Society', 'Arts', 'News', 'Games'],['Society']
1175,['Recreation', 'Games', 'Computers', 'Science'],['Recreation']
35230,['Reference', 'Health', 'Society', 'Science'],['Society']
35233,['Society', 'Health', 'Arts', 'Science'],['Society']
1180,['Arts', 'Computers', 'Science', 'Business'],['Recreation']
1186,['Recreation', 'Reference', 'Business', 'Society'],['Recreation']
1190,['Recreation', 'Home', 'Business', 'Reference'],['Recreation']
1194,['Recreation', 'Business', 'Reference', 'Science'],['Recreation']
1198,['Recreation', 'Home', 'Sports', 'Society'],['Recreation']
1202,['Arts', 'Games', 'Adult', 'Reference'],['Reference']
35261,['Society', 'Arts', 'News', 'Sports'],['Society']
35267,['Society', 'Arts', 'Sports', 'Recreation'],['Society']
1216,['Reference', 'Health', 'Science', 'Society'],['Reference']
1217,['Computers', 'Science', 'Health', 'Reference'],['Reference']
1218,['Reference', 'Health', 'Science', 'Society'],['Reference']
35275,['Society', 'Reference', 'Home', 'Health'],['Society']
1222,['Reference', 'Science', 'Health', 'Society'],['Reference']
35279,['Society', 'Recreation', 'Shopping', 'Home'],['Society']
1232,['Computers', 'Business', 'Science', 'Health'],['Reference', 'Computers']
1234,['Reference', 'Health', 'Sports', 'News'],['Reference']
35290,['Society', 'News', 'Health', 'Science'],['Society']
35294,['Society', 'Home', 'Arts', 'Recreation'],['Society']
35297,['Society', 'Business', 'Health', 'Home'],['Society']
1246,['Computers', 'Science', 'Reference', 'Games'],['Reference', 'Computers']
35304,['Society', 'Reference', 'Business', 'Health'],['Society']
1250,['Reference', 'Health', 'Science', 'Society'],['Reference']
35305,['Recreation', 'Society', 'Computers', 'Business'],['Society']
1256,['Business', 'Reference', 'Computers', 'Arts'],['Reference']
1258,['Reference', 'Science', 'Health', 'Computers'],['Reference']
35313,['Sports', 'Society', 'Arts', 'Recreation'],['Society']
35314,['Society', 'Recreation', 'Home', 'Sports'],['Society']
35347,['Society', 'Reference', 'Health', 'Recreation'],['Society']
35348,['Society', 'Home', 'Games', 'Arts'],['Society']
1294,['Reference', 'Health', 'Science', 'Society'],['Reference']
35350,['Society', 'Home', 'Recreation', 'Sports'],['Society']
1298,['Health', 'Reference', 'Arts', 'Science'],['Reference']
1302,['Reference', 'Health', 'Science', 'News'],['Reference']
35357,['Reference', 'Society', 'Sports', 'Shopping'],['Society']
35365,['Reference', 'Society', 'Recreation', 'Arts'],['Society']
35369,['Society', 'Arts', 'Games', 'Home'],['Society']
1315,['Reference', 'Health', 'Science', 'News'],['Reference']
35375,['Society', 'Reference', 'Shopping', 'Recreation'],['Society']
1322,['Reference', 'Health', 'Science', 'Society'],['Reference']
1330,['Reference', 'Health', 'Society', 'Science'],['Reference']
35392,['Society', 'Arts', 'Recreation', 'Reference'],['Society']
1341,['Business', 'Reference', 'Health', 'Science'],['Reference']
35397,['Computers', 'Society', 'Business', 'Reference'],['Society']
35401,['Society', 'Games', 'Recreation', 'Reference'],['Society']
1351,['Shopping', 'Home', 'Sports', 'Society'],['Shopping']
35406,['Society', 'Computers', 'Games', 'Home'],['Society']
35407,['Society', 'Recreation', 'Reference', 'Business'],['Society']
35415,['Computers', 'Reference', 'Society', 'Science'],['Society']
35417,['Home', 'Recreation', 'Society', 'Shopping'],['Society']
35418,['Society', 'Computers', 'Games', 'Science'],['Society']
1415,['Arts', 'Reference', 'Home', 'Games'],['Science']
1416,['Science', 'Arts', 'Recreation', 'Reference'],['Science']
1424,['Science', 'Health', 'Reference', 'Computers'],['Science']
1428,['Business', 'Computers', 'Science', 'Reference'],['Science']
1433,['Science', 'Home', 'Recreation', 'Business'],['Science']
1438,['Reference', 'Health', 'Science', 'Society'],['Science', 'Reference']
1450,['Science', 'Health', 'Reference', 'Computers'],['Science']
35467,['Science', 'Business', 'Recreation', 'Reference'],['Society']
1464,['Science', 'Shopping', 'Business', 'Computers'],['Science']
35475,['Business', 'Society', 'Science', 'Reference'],['Society']
1480,['Science', 'Recreation', 'Business', 'Home'],['Science']
35492,['Society', 'Science', 'News', 'Business'],['Society']
1483,['Science', 'Sports', 'Society', 'Shopping'],['Science']
1488,['Computers', 'Science', 'Business', 'Health'],['Science']
1493,['Shopping', 'Business', 'Home', 'Recreation'],['Shopping']
1497,['Business', 'Shopping', 'Home', 'Science'],['Shopping']
35509,['Society', 'Sports', 'News', 'Arts'],['Society']
35511,['Business', 'Science', 'Society', 'Computers'],['Society']
35518,['Society', 'Sports', 'Science', 'News'],['Society']
35522,['Society', 'Business', 'Science', 'Computers'],['Society']
1520,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
35533,['Business', 'Science', 'Society', 'Health'],['Society']
35534,['Society', 'Business', 'Computers', 'Reference'],['Society']
35535,['Society', 'Business', 'Health', 'Science'],['Society']
1525,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1526,['Reference', 'Recreation', 'News', 'Society'],['Shopping']
1527,['Shopping', 'Computers', 'Business', 'Home'],['Shopping']
35540,['Games', 'Sports', 'Recreation', 'Business'],['Society']
1531,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
35544,['Society', 'Sports', 'Science', 'Reference'],['Society']
1535,['Business', 'Shopping', 'Home', 'Recreation'],['Shopping']
35547,['Society', 'Reference', 'Science', 'Home'],['Society']
35559,['Games', 'Recreation', 'Society', 'Arts'],['Society']
35571,['Recreation', 'Society', 'Games', 'Reference'],['Society']
1565,['Recreation', 'Shopping', 'Home', 'Business'],['Shopping']
35580,['Society', 'Arts', 'Home', 'Shopping'],['Society']
1570,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
35582,['Reference', 'Society', 'Science', 'Health'],['Society']
35594,['Computers', 'Reference', 'Science', 'Society'],['Society']
35597,['Society', 'Reference', 'Health', 'Arts'],['Society']
35602,['Society', 'Science', 'Recreation', 'Reference'],['Society']
1593,['Shopping', 'Adult', 'Business', 'Recreation'],['Shopping']
1599,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1600,['Business', 'Home', 'Recreation', 'Arts'],['Shopping']
1601,['Business', 'Home', 'Shopping', 'Recreation'],['Business', 'Shopping']
35612,['Society', 'Arts', 'Computers', 'Sports'],['Society']
35618,['Society', 'Reference', 'Recreation', 'Games'],['Society']
35625,['Recreation', 'Society', 'Games', 'Computers'],['Society']
35630,['Society', 'Arts', 'Reference', 'Games'],['Society']
35636,['Reference', 'Recreation', 'Society', 'Sports'],['Society']
1629,['Computers', 'Business', 'Science', 'News'],['Society', 'Computers']
35649,['Arts', 'Society', 'Reference', 'Games'],['Society']
1641,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1643,['News', 'Society', 'Recreation', 'Home'],['Society']
35660,['Society', 'Recreation', 'Sports', 'Reference'],['Society']
1648,['Arts', 'Recreation', 'News', 'Adult'],['Society']
35665,['Society', 'Arts', 'Recreation', 'Reference'],['Society']
1658,['Society', 'News', 'Sports', 'Shopping'],['Society']
1659,['Reference', 'Recreation', 'Society', 'Arts'],['Society']
35673,['Arts', 'Games', 'Society', 'Shopping'],['Society']
35685,['Sports', 'Arts', 'News', 'Recreation'],['Society']
35694,['Games', 'Shopping', 'Society', 'Arts'],['Society']
1681,['News', 'Science', 'Business', 'Society'],['Society']
35695,['Home', 'Society', 'Arts', 'Recreation'],['Society']
35701,['Business', 'Shopping', 'Arts', 'Computers'],['Society']
35702,['Society', 'Reference', 'Sports', 'Recreation'],['Society']
1693,['Adult', 'Recreation', 'Games', 'Health'],['Society']
1695,['Society', 'Reference', 'Business', 'News'],['Society']
35717,['Society', 'Sports', 'Arts', 'Recreation'],['Society']
1707,['News', 'Arts', 'Society', 'Adult'],['Society']
35725,['Society', 'Recreation', 'Adult', 'Arts'],['Society']
35728,['Society', 'Shopping', 'Games', 'Home'],['Society']
1716,['Adult', 'Arts', 'News', 'Society'],['Society']
35735,['Home', 'Arts', 'Shopping', 'Society'],['Society']
1723,['Reference', 'Society', 'Health', 'Science'],['Society']
35742,['Business', 'Arts', 'Shopping', 'Society'],['Society']
35747,['Society', 'Recreation', 'Reference', 'Health'],['Society']
1738,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1739,['Sports', 'Games', 'News', 'Arts'],['Sports']
1741,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35759,['Society', 'Arts', 'Reference', 'Games'],['Society']
1745,['Games', 'Sports', 'News', 'Arts'],['Sports']
1757,['Sports', 'Games', 'News', 'Recreation'],['Sports']
35772,['Games', 'Arts', 'Society', 'Reference'],['Society']
1759,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
35777,['Society', 'Sports', 'Recreation', 'Home'],['Society']
35789,['Society', 'Recreation', 'Arts', 'Games'],['Society']
1781,['Recreation', 'Shopping', 'Home', 'Sports'],['Sports']
1785,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35802,['Society', 'Health', 'Recreation', 'Home'],['Society']
1788,['News', 'Sports', 'Arts', 'Recreation'],['Sports']
1804,['Sports', 'Games', 'Arts', 'News'],['Sports']
1805,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35819,['Society', 'News', 'Health', 'Arts'],['Society']
1808,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1812,['Sports', 'News', 'Games', 'Recreation'],['Sports']
35838,['Home', 'Shopping', 'Business', 'Society'],['Society']
1828,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1834,['News', 'Sports', 'Games', 'Arts'],['Sports']
1837,['Arts', 'News', 'Games', 'Recreation'],['Sports']
35853,['Society', 'Health', 'News', 'Reference'],['Society']
1840,['News', 'Society', 'Sports', 'Arts'],['Sports', 'News']
35855,['Society', 'News', 'Reference', 'Arts'],['Society']
35859,['Society', 'Science', 'Business', 'Home'],['Society']
1856,['Recreation', 'Society', 'Reference', 'News'],['Adult']
1857,['Adult', 'Games', 'Computers', 'Recreation'],['Adult']
1861,['Adult', 'Arts', 'Recreation', 'Society'],['Adult']
35884,['Society', 'Reference', 'Health', 'Business'],['Society']
35891,['Business', 'Computers', 'Society', 'Science'],['Society']
35896,['Society', 'Health', 'Science', 'Reference'],['Society']
1882,['Adult', 'News', 'Arts', 'Recreation'],['Adult']
1886,['Adult', 'Society', 'Arts', 'News'],['Adult']
35908,['Business', 'Computers', 'Science', 'Reference'],['Society']
1899,['Adult', 'Games', 'Recreation', 'Arts'],['Adult']
1903,['Adult', 'Sports', 'Society', 'Arts'],['Adult']
35918,['Business', 'Society', 'Sports', 'Shopping'],['Society']
35925,['Society', 'Business', 'News', 'Sports'],['Society']
1917,['Adult', 'Recreation', 'Reference', 'Games'],['Adult']
1923,['Adult', 'Arts', 'Recreation', 'News'],['Adult']
35941,['Health', 'Society', 'Science', 'Business'],['Society']
35945,['Society', 'Health', 'Reference', 'Business'],['Society']
1937,['Arts', 'Computers', 'Science', 'Home'],['Adult']
35952,['Society', 'Science', 'Business', 'Shopping'],['Society']
35956,['Society', 'Reference', 'Science', 'Health'],['Society']
1942,['Adult', 'Reference', 'Computers', 'Science'],['Adult']
1943,['Adult', 'Recreation', 'Games', 'Reference'],['Adult']
1946,['Adult', 'Recreation', 'Arts', 'Games'],['Adult']
1952,['Shopping', 'Games', 'Sports', 'Society'],['Adult']
1956,['Adult', 'Recreation', 'Reference', 'Science'],['Adult']
35976,['Society', 'Recreation', 'Arts', 'News'],['Society']
1963,['Recreation', 'Computers', 'Arts', 'Business'],['Adult']
35987,['Society', 'Health', 'Reference', 'Science'],['Society']
35991,['Society', 'Reference', 'Health', 'Computers'],['Society']
35994,['Business', 'Society', 'Computers', 'Science'],['Society']
1982,['Adult', 'Recreation', 'Home', 'Business'],['Adult']
