ref id,Predicted,Actual
34079,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
194,['Computers', 'Arts', 'Sports', 'Society'],['Computers', 'Arts']
200,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
34283,['Society', 'Sports', 'Shopping', 'Science'],['Society']
204,['News', 'Sports', 'Society', 'Shopping'],['Arts']
206,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
34292,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34300,['Society', 'Sports', 'Shopping', 'Science'],['Society']
221,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
34303,['Society', 'Sports', 'Shopping', 'Science'],['Society']
228,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
230,['Business', 'Sports', 'Society', 'Shopping'],['Arts']
34313,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34317,['Society', 'Sports', 'Shopping', 'Science'],['Society']
239,['Society', 'Arts', 'Sports', 'Shopping'],['Society', 'Arts']
34322,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34323,['Society', 'Sports', 'Shopping', 'Science'],['Society']
242,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
249,['Arts', 'Sports', 'Society', 'Shopping'],['News', 'Business']
34334,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34335,['Society', 'Sports', 'Shopping', 'Science'],['Society']
257,['Business', 'Sports', 'Society', 'Shopping'],['Business']
272,['Computers', 'Business', 'Sports', 'Society'],['Business', 'Computers']
274,['Business', 'Sports', 'Society', 'Shopping'],['Business']
277,['Shopping', 'Reference', 'Games', 'Computers'],['Games', 'Shopping']
34361,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34367,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34375,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34383,['Society', 'Sports', 'Shopping', 'Science'],['Society']
303,['Science', 'Sports', 'Society', 'Shopping'],['Business', 'Computers']
312,['Business', 'Sports', 'Society', 'Shopping'],['Business']
34395,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34397,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34399,['Society', 'Sports', 'Shopping', 'Science'],['Society']
318,['Business', 'Sports', 'Society', 'Shopping'],['Business']
34400,['Society', 'Sports', 'Shopping', 'Science'],['Society']
322,['Business', 'Sports', 'Society', 'Shopping'],['Business']
34406,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34408,['Society', 'Sports', 'Shopping', 'Science'],['Society']
331,['Business', 'Sports', 'Society', 'Shopping'],['Business']
34417,['Society', 'Sports', 'Shopping', 'Science'],['Society']
336,['Computers', 'Business', 'Sports', 'Society'],['Business', 'Computers']
34424,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34429,['Society', 'Sports', 'Shopping', 'Science'],['Society']
348,['Shopping', 'Business', 'Sports', 'Society'],['Business', 'Shopping']
350,['Sports', 'Society', 'Shopping', 'Science'],['Business']
34433,['Society', 'Sports', 'Shopping', 'Science'],['Society']
356,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
364,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
34447,['Society', 'Sports', 'Shopping', 'Science'],['Society']
367,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
34449,['Sports', 'Society', 'Shopping', 'Science'],['Society']
34450,['Society', 'Sports', 'Shopping', 'Science'],['Society']
375,['Business', 'Sports', 'Society', 'Shopping'],['Computers']
34457,['Society', 'Sports', 'Shopping', 'Science'],['Society']
384,['Society', 'Computers', 'Sports', 'Shopping'],['Computers']
34466,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34471,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34475,['Society', 'Sports', 'Shopping', 'Science'],['Society']
394,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
34476,['Society', 'Sports', 'Shopping', 'Science'],['Society']
396,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
34488,['Society', 'Sports', 'Shopping', 'Science'],['Society']
414,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
34514,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34518,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34520,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34526,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34532,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34536,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34537,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34538,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34548,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34555,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34558,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34562,['Society', 'Sports', 'Shopping', 'Science'],['Society']
480,['Games', 'Arts', 'Sports', 'Society'],['Games', 'Arts']
34573,['Sports', 'Society', 'Shopping', 'Science'],['Society']
34574,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34582,['Society', 'Sports', 'Shopping', 'Science'],['Society']
500,['Games', 'Sports', 'Society', 'Shopping'],['Games']
34585,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34591,['Society', 'Sports', 'Shopping', 'Science'],['Society']
509,['Games', 'Sports', 'Society', 'Shopping'],['Games']
512,['Games', 'Sports', 'Society', 'Shopping'],['Games']
520,['Games', 'Sports', 'Society', 'Shopping'],['Games']
526,['Games', 'Sports', 'Society', 'Shopping'],['Games']
34610,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34618,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34625,['Society', 'Sports', 'Shopping', 'Science'],['Society']
543,['Health', 'Science', 'Sports', 'Society'],['Science', 'Health']
545,['Health', 'Sports', 'Society', 'Shopping'],['Health']
546,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34629,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34631,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34632,['Society', 'Sports', 'Shopping', 'Science'],['Society']
553,['Science', 'Health', 'Sports', 'Society'],['Science', 'Health']
34641,['Society', 'Sports', 'Shopping', 'Science'],['Society']
560,['Recreation', 'Sports', 'Society', 'Shopping'],['Reference', 'Health']
571,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34655,['Society', 'Sports', 'Shopping', 'Science'],['Society']
574,['Health', 'Sports', 'Society', 'Shopping'],['Health']
582,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34670,['Business', 'Sports', 'Society', 'Shopping'],['Society']
588,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34674,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34677,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34679,['Society', 'Sports', 'Shopping', 'Science'],['Society']
608,['Health', 'Sports', 'Society', 'Shopping'],['Health']
613,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34704,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34705,['Society', 'Sports', 'Shopping', 'Science'],['Society']
627,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34712,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34713,['Society', 'Sports', 'Shopping', 'Science'],['Society']
635,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34719,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34724,['Society', 'Sports', 'Shopping', 'Science'],['Society']
642,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34731,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34732,['Society', 'Sports', 'Shopping', 'Science'],['Society']
655,['Health', 'Sports', 'Society', 'Shopping'],['Health']
663,['Health', 'Sports', 'Society', 'Shopping'],['Health']
664,['Health', 'Sports', 'Society', 'Shopping'],['Health']
667,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34754,['Society', 'Sports', 'Shopping', 'Science'],['Society']
679,['Health', 'Sports', 'Society', 'Shopping'],['Health']
34762,['Society', 'Sports', 'Shopping', 'Science'],['Society']
681,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34771,['Society', 'Sports', 'Shopping', 'Science'],['Society']
690,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34777,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34778,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34784,['Society', 'Sports', 'Shopping', 'Science'],['Society']
701,['Home', 'Sports', 'Society', 'Shopping'],['Home']
702,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34790,['Society', 'Sports', 'Shopping', 'Science'],['Society']
709,['Computers', 'Sports', 'Society', 'Shopping'],['Home', 'Computers']
34798,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34801,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34803,['Shopping', 'Sports', 'Society', 'Science'],['Society']
34808,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34815,['Society', 'Sports', 'Shopping', 'Science'],['Society']
735,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34823,['Society', 'Sports', 'Shopping', 'Science'],['Society']
741,['Home', 'Sports', 'Society', 'Shopping'],['Home']
746,['Home', 'Sports', 'Society', 'Shopping'],['Home']
747,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34831,['Society', 'Sports', 'Shopping', 'Science'],['Society']
749,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34842,['Society', 'Sports', 'Shopping', 'Science'],['Society']
761,['Home', 'Sports', 'Society', 'Shopping'],['Home']
765,['Science', 'Home', 'Sports', 'Society'],['Science', 'Home']
34849,['Home', 'Sports', 'Society', 'Shopping'],['Society']
777,['Home', 'Sports', 'Society', 'Shopping'],['Home']
779,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34865,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34873,['Society', 'Sports', 'Shopping', 'Science'],['Society']
794,['Home', 'Sports', 'Society', 'Shopping'],['Home']
801,['Home', 'Sports', 'Society', 'Shopping'],['Home']
803,['Shopping', 'Home', 'Sports', 'Society'],['Home', 'Shopping']
804,['Home', 'Sports', 'Society', 'Shopping'],['Home']
34889,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34890,['Society', 'Sports', 'Shopping', 'Science'],['Society']
809,['Home', 'Sports', 'Society', 'Shopping'],['Home']
812,['Business', 'Sports', 'Society', 'Shopping'],['Home']
34896,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34898,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34904,['Society', 'Sports', 'Shopping', 'Science'],['Society']
837,['Kids', 'Computers', 'Sports', 'Society'],['Computers']
863,['Sports', 'Kids', 'Society', 'Shopping'],['Sports']
872,['Science', 'Kids', 'Sports', 'Society'],['Science']
34939,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34940,['Society', 'Sports', 'Shopping', 'Science'],['Society']
877,['Sports', 'Kids', 'Society', 'Shopping'],['Sports']
34942,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34943,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34944,['Society', 'Sports', 'Shopping', 'Science'],['Society']
883,['Recreation', 'Kids', 'Sports', 'Society'],['Recreation']
34947,['Society', 'Sports', 'Shopping', 'Science'],['Society']
886,['Society', 'Kids', 'Sports', 'Shopping'],['Society']
34951,['Society', 'Sports', 'Shopping', 'Science'],['Society']
892,['Science', 'Kids', 'Sports', 'Society'],['Science']
909,['Kids', 'Arts', 'Sports', 'Society'],['Arts']
34967,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34971,['Society', 'Sports', 'Shopping', 'Science'],['Society']
34975,['Society', 'Sports', 'Shopping', 'Science'],['Society']
933,['News', 'Sports', 'Society', 'Shopping'],['News']
935,['Reference', 'Sports', 'Society', 'Shopping'],['News']
34994,['Society', 'Sports', 'Shopping', 'Science'],['Society']
944,['News', 'Sports', 'Society', 'Shopping'],['News']
34998,['Sports', 'Society', 'Shopping', 'Science'],['Society']
35001,['Society', 'Sports', 'Shopping', 'Science'],['Society']
951,['News', 'Sports', 'Society', 'Shopping'],['News']
35009,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35011,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35013,['Society', 'Sports', 'Shopping', 'Science'],['Society']
969,['News', 'Sports', 'Society', 'Shopping'],['News']
970,['Sports', 'Society', 'Shopping', 'Science'],['News']
972,['Science', 'News', 'Sports', 'Society'],['News', 'Science']
35027,['Society', 'Sports', 'Shopping', 'Science'],['Society']
979,['News', 'Sports', 'Society', 'Shopping'],['News']
35036,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35037,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35038,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35039,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35043,['Society', 'Sports', 'Shopping', 'Science'],['Society']
991,['News', 'Sports', 'Society', 'Shopping'],['News']
35050,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35054,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1003,['News', 'Sports', 'Society', 'Shopping'],['News']
1012,['News', 'Sports', 'Society', 'Shopping'],['News']
1020,['News', 'Sports', 'Society', 'Shopping'],['News']
1025,['News', 'Sports', 'Society', 'Shopping'],['News']
1027,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
35080,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35082,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1034,['Science', 'Sports', 'Society', 'Shopping'],['Home']
35089,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1038,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1039,['Games', 'Sports', 'Society', 'Shopping'],['Science']
1040,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35098,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1049,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
35106,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1056,['News', 'Sports', 'Society', 'Shopping'],['News']
1059,['News', 'Sports', 'Society', 'Shopping'],['News']
35116,['Computers', 'Sports', 'Society', 'Shopping'],['Society']
1063,['News', 'Sports', 'Society', 'Shopping'],['News']
35118,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35121,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1089,['News', 'Sports', 'Society', 'Shopping'],['News']
35146,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35150,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35151,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35156,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1103,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
35158,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1119,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1129,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1130,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
35186,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1132,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1133,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
35189,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1136,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1137,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1157,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1160,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1164,['Science', 'Sports', 'Society', 'Shopping'],['Business', 'Recreation']
1165,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
35226,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35231,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35238,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35243,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35246,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35249,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35253,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1199,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1205,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35272,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1219,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1220,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35275,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35280,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35286,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1232,['Reference', 'Computers', 'Sports', 'Society'],['Reference', 'Computers']
1233,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1254,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35309,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1260,['Computers', 'Sports', 'Society', 'Shopping'],['Reference']
35319,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1269,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1270,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1271,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1272,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35332,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35335,['Shopping', 'Sports', 'Society', 'Science'],['Society']
35338,['Games', 'Sports', 'Society', 'Shopping'],['Society']
1284,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1285,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1286,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35340,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1290,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1292,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35352,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1298,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1299,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35356,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1305,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1310,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1316,['Science', 'Sports', 'Society', 'Shopping'],['Reference']
35372,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1323,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1324,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1328,['Recreation', 'Sports', 'Society', 'Shopping'],['Reference', 'Computers']
1333,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
1336,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35392,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35401,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35403,['Arts', 'Sports', 'Society', 'Shopping'],['Society']
35404,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1381,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1387,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
35416,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35417,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1409,['Science', 'Sports', 'Society', 'Shopping'],['Science']
1437,['Science', 'Sports', 'Society', 'Shopping'],['Science']
35448,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35450,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35458,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35460,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35462,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35464,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1455,['Science', 'Sports', 'Society', 'Shopping'],['Science']
1469,['Science', 'Sports', 'Society', 'Shopping'],['Science']
35497,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35499,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1492,['Games', 'Sports', 'Society', 'Shopping'],['Shopping']
35506,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1500,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1506,['Health', 'Sports', 'Society', 'Shopping'],['Shopping']
1508,['Games', 'Sports', 'Society', 'Shopping'],['Shopping']
1513,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
35524,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1517,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
35530,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35554,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1544,['Health', 'Sports', 'Society', 'Shopping'],['Shopping']
35558,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1561,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
35576,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35582,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35595,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1595,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1602,['Computers', 'Sports', 'Society', 'Shopping'],['Shopping']
35626,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1616,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
35630,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1620,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1625,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35646,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1635,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1637,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35651,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35657,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1647,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1656,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1657,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1659,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1668,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35687,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1675,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35690,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1677,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1681,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1682,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1685,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35701,['Sports', 'Society', 'Shopping', 'Science'],['Society']
35706,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1704,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1710,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1715,['Society', 'Arts', 'Sports', 'Shopping'],['Society', 'Arts']
1716,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1720,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1725,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1726,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35744,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35748,['Kids', 'Sports', 'Society', 'Shopping'],['Society']
35749,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35758,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1746,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35763,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35764,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35770,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1763,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35787,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1780,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35810,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35826,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1813,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35828,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35833,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1819,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1838,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35857,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35860,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1846,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1853,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
35870,['Reference', 'Sports', 'Society', 'Shopping'],['Society']
35876,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1862,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
1867,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
35885,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1873,['Society', 'Science', 'Kids', 'Sports'],['Adult', 'Society']
35891,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1881,['Health', 'Recreation', 'Arts', 'Business'],['Adult']
35896,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35904,['Society', 'Sports', 'Shopping', 'Science'],['Society']
