ref id,Predicted,Actual
0,['Business', 'Shopping', 'Computers', 'Arts'],['Adult']
954,['Business', 'Shopping', 'Computers', 'Arts'],['News']
35008,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
962,['Business', 'Shopping', 'Computers', 'Arts'],['News']
35018,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35025,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
975,['Arts', 'Shopping', 'Society', 'Adult'],['News']
976,['Business', 'Shopping', 'Computers', 'Arts'],['News']
35032,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35034,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
984,['Business', 'Shopping', 'Computers', 'Arts'],['Science', 'News']
985,['Business', 'Shopping', 'Computers', 'Arts'],['News']
995,['Business', 'Shopping', 'Computers', 'Arts'],['News']
35049,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1001,['Business', 'Shopping', 'Computers', 'Arts'],['News']
35062,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1010,['Business', 'Shopping', 'Computers', 'Arts'],['Society', 'Science', 'Business', 'News', 'Computers']
1013,['Business', 'Shopping', 'Computers', 'Arts'],['News']
1019,['Business', 'Shopping', 'Computers', 'Arts'],['News']
1023,['Business', 'Shopping', 'Computers', 'Arts'],['News']
1029,['Business', 'Shopping', 'Computers', 'Arts'],['Computers']
35087,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35095,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35096,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35101,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35105,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1051,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
35108,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1055,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
35117,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1063,['Business', 'Shopping', 'Computers', 'Arts'],['News']
35118,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35122,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1072,['Business', 'Shopping', 'Computers', 'Arts'],['News']
35140,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1090,['Business', 'Shopping', 'Computers', 'Arts'],['News']
1094,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
35149,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1099,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
35155,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1107,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
35162,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1112,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
1114,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
35169,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35173,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1122,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
1133,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
35192,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35196,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35202,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1163,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
1164,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Recreation']
35220,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1168,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
35223,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35225,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1172,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
1173,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
35227,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1175,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
35230,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35233,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1180,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
1186,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
1190,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
1194,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
1198,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
1202,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35261,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35267,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1216,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
1217,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
1218,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35275,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1222,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35279,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1232,['Business', 'Shopping', 'Computers', 'Arts'],['Reference', 'Computers']
1234,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35290,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35294,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35297,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1246,['Business', 'Shopping', 'Computers', 'Arts'],['Reference', 'Computers']
35304,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1250,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35305,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1256,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
1258,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35313,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35314,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35347,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35348,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1294,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35350,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1298,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
1302,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35357,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35365,['Business', 'Computers', 'Recreation', 'Arts'],['Society']
35369,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1315,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35375,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1322,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
1330,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35392,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1341,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
35397,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35401,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1351,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
35406,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35407,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35415,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35417,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35418,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1415,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
1416,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
1424,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
1428,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
1433,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
1438,['Business', 'Shopping', 'Computers', 'Arts'],['Science', 'Reference']
1450,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
35467,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1464,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
35475,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1480,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
35492,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1483,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
1488,['Business', 'Shopping', 'Computers', 'Arts'],['Science']
1493,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
1497,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
35509,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35511,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35518,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35522,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1520,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
35533,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35534,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35535,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1525,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
1526,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
1527,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
35540,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1531,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
35544,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1535,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
35547,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35559,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35571,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1565,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
35580,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1570,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
35582,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35594,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35597,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35602,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1593,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
1599,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
1600,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
1601,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Shopping']
35612,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35618,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35625,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35630,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35636,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1629,['Business', 'Shopping', 'Computers', 'Arts'],['Society', 'Computers']
35649,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1641,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1643,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35660,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1648,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35665,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1658,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1659,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35673,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35685,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35694,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1681,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35695,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35701,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35702,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1693,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1695,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35717,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1707,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35725,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35728,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1716,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35735,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1723,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35742,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35747,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1738,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
1739,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
1741,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
35759,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1745,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
1757,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
35772,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1759,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
35777,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35789,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1781,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
1785,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
35802,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1788,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
1804,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
1805,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
35819,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1808,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
1812,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
35838,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1828,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
1834,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
1837,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
35853,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1840,['Business', 'Shopping', 'Computers', 'Arts'],['Sports', 'News']
35855,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35859,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
1856,['Business', 'Shopping', 'Computers', 'Arts'],['Adult']
1857,['Business', 'Shopping', 'Computers', 'Arts'],['Adult']
1861,['Business', 'Shopping', 'Computers', 'Arts'],['Adult']
35884,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
35891,['Business', 'Shopping', 'Computers', 'Arts'],['Society']
