52866, predicted: Kids, actual: Games
44145, predicted: Society, actual: Home
44161, predicted: Home, actual: Regional
44173, predicted: Regional, actual: Home
44175, predicted: Sports, actual: Home
44190, predicted: Sports, actual: Kids
44203, predicted: Regional, actual: Kids
44209, predicted: Business, actual: Kids
44244, predicted: Regional, actual: Kids
44250, predicted: Arts, actual: News
44290, predicted: News, actual: Business
44297, predicted: Regional, actual: News
44302, predicted: News, actual: Regional
44315, predicted: Society, actual: Recreation
44316, predicted: Regional, actual: Recreation
44318, predicted: Recreation, actual: Regional
44327, predicted: Recreation, actual: Regional
44331, predicted: Regional, actual: Recreation
44339, predicted: Arts, actual: Recreation
44340, predicted: Recreation, actual: Science
44376, predicted: Business, actual: Recreation
44401, predicted: Sports, actual: Recreation
44407, predicted: Business, actual: Regional
44413, predicted: Regional, actual: Reference
44441, predicted: News, actual: Reference
44454, predicted: Business, actual: Reference
44455, predicted: Arts, actual: Reference
44457, predicted: Shopping, actual: Reference
44463, predicted: Reference, actual: Regional
44487, predicted: Adult, actual: Regional
44496, predicted: Business, actual: Regional
44499, predicted: Shopping, actual: Regional
44506, predicted: News, actual: Regional
44539, predicted: Arts, actual: Science
44561, predicted: Computers, actual: Science
44583, predicted: Arts, actual: Science
44591, predicted: Computers, actual: Science
44598, predicted: Arts, actual: Science
44632, predicted: Society, actual: Shopping
44639, predicted: Business, actual: Shopping
44681, predicted: Computers, actual: Society
44725, predicted: News, actual: Society
44784, predicted: Computers, actual: Sports
45148, predicted: Regional, actual: Adult
45181, predicted: Recreation, actual: Adult
45237, predicted: Computers, actual: Adult
45413, predicted: Society, actual: Adult
45497, predicted: Sports, actual: Arts
45548, predicted: Computers, actual: Arts
45758, predicted: Health, actual: Arts
45835, predicted: Health, actual: Arts
45836, predicted: Games, actual: Arts
45987, predicted: Arts, actual: Kids
46071, predicted: Home, actual: Arts
46220, predicted: Regional, actual: Arts
46264, predicted: Computers, actual: Arts
46283, predicted: Recreation, actual: Arts
46300, predicted: Business, actual: Arts
46313, predicted: Shopping, actual: Arts
46327, predicted: Shopping, actual: Arts
46358, predicted: Games, actual: Arts
46423, predicted: Health, actual: Arts
46439, predicted: Business, actual: Arts
46451, predicted: Society, actual: Arts
46462, predicted: Computers, actual: Arts
46500, predicted: Society, actual: Arts
46544, predicted: Arts, actual: Games
46587, predicted: Shopping, actual: Arts
46691, predicted: Kids, actual: Arts
46715, predicted: Kids, actual: Arts
46745, predicted: Society, actual: Arts
46754, predicted: Home, actual: Arts
46764, predicted: Reference, actual: Arts
46765, predicted: Computers, actual: Arts
46778, predicted: Business, actual: Arts
46781, predicted: Sports, actual: Arts
46790, predicted: News, actual: Arts
46839, predicted: Games, actual: Arts
46849, predicted: Business, actual: Arts
46877, predicted: Computers, actual: Arts
46894, predicted: Recreation, actual: Arts
46934, predicted: Kids, actual: Arts
46962, predicted: Science, actual: Arts
46964, predicted: Reference, actual: Arts
46979, predicted: Kids, actual: Arts
47055, predicted: Kids, actual: Arts
47077, predicted: Computers, actual: Arts
47100, predicted: Arts, actual: Shopping
47129, predicted: Kids, actual: Arts
47160, predicted: Society, actual: Arts
47213, predicted: Computers, actual: Arts
47263, predicted: Home, actual: Arts
47297, predicted: Computers, actual: Arts
47319, predicted: Society, actual: Arts
47361, predicted: Sports, actual: Arts
47367, predicted: Home, actual: Arts
47385, predicted: Computers, actual: Arts
47407, predicted: Sports, actual: Arts
47420, predicted: Shopping, actual: Arts
47435, predicted: Business, actual: Arts
47441, predicted: Computers, actual: Arts
47451, predicted: Kids, actual: Arts
47490, predicted: Kids, actual: Recreation
47502, predicted: Computers, actual: Arts
47507, predicted: News, actual: Arts
47529, predicted: Society, actual: Arts
47530, predicted: Computers, actual: Arts
47678, predicted: Shopping, actual: Business
47686, predicted: Business, actual: Society
47722, predicted: Adult, actual: Business
47725, predicted: Recreation, actual: Business
47743, predicted: Recreation, actual: Business
47747, predicted: Science, actual: Business
47749, predicted: Shopping, actual: Business
47770, predicted: Recreation, actual: Business
47773, predicted: Arts, actual: Business
47784, predicted: Shopping, actual: Business
47786, predicted: Health, actual: Business
47802, predicted: Recreation, actual: Business
47810, predicted: Arts, actual: Business
47818, predicted: Health, actual: Business
47893, predicted: Business, actual: Shopping
47906, predicted: Computers, actual: Business
47963, predicted: Science, actual: Business
48050, predicted: Business, actual: Society
48120, predicted: Computers, actual: Business
48128, predicted: Shopping, actual: Business
48194, predicted: Home, actual: Business
48306, predicted: Computers, actual: Business
48359, predicted: Computers, actual: Business
48524, predicted: Regional, actual: Business
48528, predicted: Reference, actual: Business
48674, predicted: Business, actual: Recreation
48814, predicted: Shopping, actual: Business
48840, predicted: Shopping, actual: Business
48949, predicted: Arts, actual: Business
48997, predicted: Health, actual: Business
49068, predicted: Computers, actual: Business
49183, predicted: Shopping, actual: Business
49211, predicted: Computers, actual: Business
49276, predicted: Science, actual: Business
49526, predicted: Health, actual: Business
49586, predicted: Business, actual: Computers
49643, predicted: Computers, actual: Business
49691, predicted: Computers, actual: Business
49734, predicted: Computers, actual: Business
49846, predicted: Computers, actual: Business
49951, predicted: Health, actual: Business
50064, predicted: Adult, actual: Business
50183, predicted: Shopping, actual: Business
50196, predicted: Computers, actual: Business
50317, predicted: Computers, actual: Business
50358, predicted: Shopping, actual: Business
50380, predicted: Home, actual: Business
50433, predicted: Recreation, actual: Business
50495, predicted: Arts, actual: Business
50604, predicted: Sports, actual: Computers
50605, predicted: Business, actual: Computers
50614, predicted: Sports, actual: Computers
50637, predicted: Sports, actual: Computers
50677, predicted: Health, actual: Computers
50778, predicted: Arts, actual: Computers
50794, predicted: Business, actual: Computers
50829, predicted: Business, actual: Computers
50975, predicted: Health, actual: Computers
51014, predicted: Business, actual: Computers
51033, predicted: Recreation, actual: Computers
51046, predicted: Business, actual: Computers
51081, predicted: Computers, actual: Science
51110, predicted: Business, actual: Computers
51358, predicted: Business, actual: Computers
51361, predicted: Business, actual: Computers
57056, predicted: Reference, actual: Recreation
57178, predicted: Arts, actual: Recreation
57207, predicted: Society, actual: Recreation
57857, predicted: News, actual: Reference
58058, predicted: Arts, actual: Regional
58120, predicted: Science, actual: Regional
58187, predicted: Business, actual: Science
13413, predicted: Shopping, actual: Computers
14311, predicted: Computers, actual: Games
15551, predicted: Science, actual: Health
15667, predicted: Society, actual: Health
17254, predicted: Business, actual: Health
18011, predicted: News, actual: Home
18047, predicted: Science, actual: Society
18251, predicted: Kids, actual: Home
18521, predicted: Arts, actual: Home
18721, predicted: Business, actual: Home
19170, predicted: Arts, actual: Kids
19255, predicted: Health, actual: Kids
19361, predicted: Recreation, actual: Kids
19390, predicted: Health, actual: Kids
19409, predicted: Kids, actual: Recreation
19603, predicted: Business, actual: Sports
19668, predicted: Sports, actual: Kids
19987, predicted: Society, actual: News
20096, predicted: Kids, actual: News
20140, predicted: Home, actual: News
20150, predicted: Health, actual: News
20818, predicted: Sports, actual: News
20958, predicted: Business, actual: News
21035, predicted: News, actual: Society
21041, predicted: Health, actual: News
21081, predicted: Arts, actual: News
21307, predicted: Regional, actual: News
21349, predicted: Society, actual: News
21362, predicted: Arts, actual: News
21376, predicted: Regional, actual: News
21379, predicted: Recreation, actual: News
21402, predicted: Reference, actual: News
21403, predicted: Science, actual: News
21406, predicted: Recreation, actual: News
21450, predicted: Society, actual: News
21451, predicted: Reference, actual: News
21461, predicted: Arts, actual: News
21480, predicted: Arts, actual: News
21502, predicted: Shopping, actual: Recreation
21534, predicted: Arts, actual: Recreation
21553, predicted: Home, actual: Recreation
21580, predicted: Reference, actual: Recreation
21621, predicted: Computers, actual: Recreation
21690, predicted: Kids, actual: Recreation
21701, predicted: Computers, actual: Recreation
21719, predicted: Science, actual: Recreation
21743, predicted: Business, actual: Recreation
21763, predicted: Sports, actual: Recreation
21794, predicted: Adult, actual: Recreation
21834, predicted: Reference, actual: Recreation
21842, predicted: Science, actual: Recreation
21859, predicted: Reference, actual: Recreation
21946, predicted: Society, actual: Recreation
21961, predicted: Kids, actual: Recreation
21966, predicted: Business, actual: Recreation
22035, predicted: Business, actual: Recreation
22068, predicted: Sports, actual: Recreation
22107, predicted: Games, actual: Recreation
22160, predicted: Sports, actual: Recreation
22161, predicted: Business, actual: Recreation
22267, predicted: Arts, actual: Recreation
22309, predicted: Arts, actual: Recreation
22392, predicted: Arts, actual: Recreation
22394, predicted: Sports, actual: Recreation
22522, predicted: Shopping, actual: Recreation
22527, predicted: Reference, actual: Recreation
22539, predicted: Business, actual: Recreation
22578, predicted: Computers, actual: Recreation
22588, predicted: Shopping, actual: Recreation
22589, predicted: Business, actual: Recreation
22594, predicted: Shopping, actual: Recreation
22664, predicted: News, actual: Recreation
22698, predicted: Health, actual: Recreation
22713, predicted: Reference, actual: Recreation
22807, predicted: Society, actual: Recreation
22827, predicted: Arts, actual: Recreation
22835, predicted: Health, actual: Recreation
22836, predicted: Health, actual: Recreation
23033, predicted: Games, actual: Recreation
23048, predicted: Shopping, actual: Recreation
23053, predicted: Games, actual: Recreation
23061, predicted: News, actual: Recreation
23074, predicted: Arts, actual: Recreation
23086, predicted: Arts, actual: Recreation
23107, predicted: Computers, actual: Recreation
23138, predicted: Computers, actual: Recreation
23155, predicted: News, actual: Recreation
23333, predicted: Reference, actual: Recreation
23335, predicted: Arts, actual: Recreation
23346, predicted: Recreation, actual: Society
23415, predicted: News, actual: Recreation
23438, predicted: Recreation, actual: Society
23514, predicted: Shopping, actual: Recreation
23518, predicted: Society, actual: Recreation
23600, predicted: Business, actual: Recreation
23619, predicted: Health, actual: Recreation
23737, predicted: Reference, actual: Recreation
23744, predicted: Recreation, actual: Society
23801, predicted: Sports, actual: Recreation
23876, predicted: News, actual: Recreation
23979, predicted: Business, actual: Recreation
23983, predicted: Kids, actual: Recreation
23985, predicted: Sports, actual: Recreation
23986, predicted: Recreation, actual: Society
23996, predicted: Sports, actual: Recreation
24001, predicted: Shopping, actual: Recreation
24029, predicted: Regional, actual: Recreation
24079, predicted: Arts, actual: Recreation
24089, predicted: Business, actual: Recreation
24105, predicted: Science, actual: Recreation
24136, predicted: Home, actual: Recreation
24149, predicted: Society, actual: Recreation
24208, predicted: Society, actual: Recreation
24209, predicted: Kids, actual: Recreation
24245, predicted: Recreation, actual: Shopping
24260, predicted: Home, actual: Recreation
24286, predicted: Science, actual: Recreation
24300, predicted: Society, actual: Recreation
24316, predicted: Arts, actual: Recreation
24363, predicted: Science, actual: Recreation
24391, predicted: Society, actual: Recreation
24443, predicted: News, actual: Recreation
24448, predicted: Computers, actual: Recreation
24470, predicted: Society, actual: Recreation
24500, predicted: Health, actual: Recreation
24516, predicted: Regional, actual: Recreation
24527, predicted: Science, actual: Recreation
24596, predicted: Regional, actual: Recreation
24636, predicted: Health, actual: Recreation
24670, predicted: Business, actual: Recreation
24715, predicted: Science, actual: Recreation
24716, predicted: Society, actual: Recreation
25024, predicted: News, actual: Recreation
25105, predicted: Regional, actual: Recreation
25201, predicted: Business, actual: Recreation
25204, predicted: Business, actual: Recreation
25226, predicted: Business, actual: Recreation
25228, predicted: Kids, actual: Recreation
25275, predicted: News, actual: Reference
25288, predicted: News, actual: Reference
25300, predicted: Arts, actual: Reference
25301, predicted: Health, actual: Reference
25304, predicted: Reference, actual: Society
25334, predicted: Science, actual: Reference
25382, predicted: Sports, actual: Reference
25427, predicted: Arts, actual: Reference
25431, predicted: Kids, actual: Reference
25460, predicted: Recreation, actual: Reference
25480, predicted: Computers, actual: Reference
25514, predicted: Science, actual: Reference
25536, predicted: Business, actual: Reference
25593, predicted: Business, actual: Reference
25623, predicted: Computers, actual: Reference
25628, predicted: Business, actual: Reference
25638, predicted: Science, actual: Reference
25647, predicted: Health, actual: Reference
25716, predicted: Recreation, actual: Reference
25732, predicted: Business, actual: Reference
25761, predicted: News, actual: Reference
25794, predicted: Science, actual: Reference
25846, predicted: Computers, actual: Reference
25862, predicted: Computers, actual: Reference
25905, predicted: Shopping, actual: Reference
25956, predicted: Business, actual: Reference
25975, predicted: Business, actual: Reference
25984, predicted: Kids, actual: Reference
25985, predicted: Business, actual: Reference
25990, predicted: Business, actual: Reference
26001, predicted: Computers, actual: Reference
26039, predicted: Health, actual: Reference
26047, predicted: Computers, actual: Reference
26049, predicted: Business, actual: Reference
26052, predicted: Business, actual: Reference
26077, predicted: Health, actual: Reference
26088, predicted: Science, actual: Reference
26129, predicted: Reference, actual: Shopping
26252, predicted: Computers, actual: Reference
26273, predicted: Health, actual: Reference
26285, predicted: Reference, actual: Shopping
26291, predicted: Arts, actual: Reference
26298, predicted: Arts, actual: Reference
26324, predicted: Arts, actual: Reference
26327, predicted: Society, actual: Reference
26351, predicted: Science, actual: Reference
26356, predicted: Arts, actual: Reference
26369, predicted: Arts, actual: Reference
26386, predicted: Society, actual: Reference
26412, predicted: Games, actual: Reference
26433, predicted: Health, actual: Reference
26468, predicted: Games, actual: Reference
26525, predicted: News, actual: Reference
26539, predicted: Society, actual: Reference
26573, predicted: Sports, actual: Reference
26578, predicted: Science, actual: Reference
26596, predicted: Science, actual: Reference
26613, predicted: Sports, actual: Regional
26627, predicted: Health, actual: Regional
26647, predicted: Business, actual: Regional
26655, predicted: Business, actual: Regional
26660, predicted: Business, actual: Regional
26661, predicted: News, actual: Regional
26667, predicted: Shopping, actual: Regional
26692, predicted: Recreation, actual: Regional
26719, predicted: Society, actual: Regional
26722, predicted: Health, actual: Regional
26729, predicted: Health, actual: Regional
26744, predicted: Regional, actual: Society
26749, predicted: Business, actual: Regional
26750, predicted: Home, actual: Regional
26754, predicted: Computers, actual: Regional
26765, predicted: Business, actual: Regional
26800, predicted: Recreation, actual: Regional
26818, predicted: Reference, actual: Regional
26830, predicted: Business, actual: Regional
26842, predicted: Business, actual: Regional
26861, predicted: Business, actual: Regional
26870, predicted: Shopping, actual: Regional
26884, predicted: Recreation, actual: Regional
26942, predicted: Recreation, actual: Regional
26966, predicted: Reference, actual: Regional
27008, predicted: Home, actual: Science
27017, predicted: Health, actual: Science
27018, predicted: Society, actual: Science
27019, predicted: Business, actual: Science
27035, predicted: Business, actual: Science
27046, predicted: Shopping, actual: Science
27059, predicted: Arts, actual: Science
27060, predicted: Health, actual: Science
27106, predicted: Business, actual: Science
27118, predicted: Recreation, actual: Science
27161, predicted: Computers, actual: Science
27175, predicted: Health, actual: Science
27212, predicted: News, actual: Science
27255, predicted: Shopping, actual: Science
27301, predicted: Recreation, actual: Science
27312, predicted: Reference, actual: Science
27339, predicted: Society, actual: Science
27362, predicted: Health, actual: Science
27364, predicted: Health, actual: Science
27377, predicted: Health, actual: Science
27424, predicted: Computers, actual: Science
27486, predicted: Business, actual: Science
27545, predicted: Health, actual: Science
27546, predicted: News, actual: Science
27591, predicted: Business, actual: Science
27612, predicted: News, actual: Science
27648, predicted: Health, actual: Science
27687, predicted: Kids, actual: Science
27796, predicted: Business, actual: Science
27804, predicted: Computers, actual: Science
27830, predicted: Society, actual: Science
27834, predicted: Society, actual: Science
27836, predicted: Shopping, actual: Science
27841, predicted: Regional, actual: Science
27850, predicted: Society, actual: Science
27858, predicted: Health, actual: Science
27895, predicted: Society, actual: Science
27899, predicted: Society, actual: Science
27900, predicted: Recreation, actual: Science
27907, predicted: Business, actual: Science
27913, predicted: Games, actual: Science
27915, predicted: Health, actual: Science
27948, predicted: Shopping, actual: Science
27959, predicted: Health, actual: Science
27976, predicted: Computers, actual: Science
27983, predicted: Business, actual: Science
28077, predicted: Shopping, actual: Science
28132, predicted: Computers, actual: Science
28137, predicted: Business, actual: Science
28151, predicted: Computers, actual: Science
28159, predicted: Business, actual: Science
28199, predicted: Computers, actual: Science
28220, predicted: Computers, actual: Science
28241, predicted: Recreation, actual: Science
28249, predicted: Home, actual: Science
28274, predicted: Health, actual: Science
28284, predicted: Computers, actual: Science
28312, predicted: Computers, actual: Science
28398, predicted: Kids, actual: Science
28446, predicted: Computers, actual: Science
28449, predicted: Computers, actual: Science
28458, predicted: Arts, actual: Science
28473, predicted: Recreation, actual: Science
28483, predicted: Reference, actual: Science
28508, predicted: Computers, actual: Science
28550, predicted: Arts, actual: Science
28587, predicted: Health, actual: Science
28611, predicted: Science, actual: Society
28682, predicted: Business, actual: Science
28800, predicted: Arts, actual: Science
28815, predicted: Computers, actual: Science
28832, predicted: Business, actual: Science
28833, predicted: Business, actual: Science
28841, predicted: Kids, actual: Science
28861, predicted: Business, actual: Science
28891, predicted: Computers, actual: Science
28906, predicted: Computers, actual: Science
28919, predicted: Business, actual: Science
28925, predicted: Computers, actual: Science
28939, predicted: Adult, actual: Science
28958, predicted: Business, actual: Science
28990, predicted: Business, actual: Science
29028, predicted: Sports, actual: Science
29051, predicted: Computers, actual: Science
29079, predicted: Business, actual: Science
29089, predicted: Computers, actual: Science
29100, predicted: Business, actual: Science
29123, predicted: Business, actual: Science
29129, predicted: Recreation, actual: Science
29130, predicted: Recreation, actual: Science
29132, predicted: Computers, actual: Science
29137, predicted: Business, actual: Science
29150, predicted: Computers, actual: Science
29159, predicted: Adult, actual: Science
29201, predicted: Business, actual: Science
29204, predicted: Society, actual: Science
29205, predicted: Business, actual: Science
29222, predicted: Computers, actual: Science
29254, predicted: Home, actual: Shopping
29292, predicted: Kids, actual: Shopping
29313, predicted: Reference, actual: Shopping
29324, predicted: Business, actual: Shopping
29372, predicted: Recreation, actual: Shopping
29397, predicted: Science, actual: Shopping
29399, predicted: Home, actual: Shopping
29414, predicted: Recreation, actual: Shopping
29426, predicted: News, actual: Shopping
29470, predicted: Arts, actual: Shopping
29508, predicted: Reference, actual: Shopping
29522, predicted: News, actual: Shopping
29533, predicted: Regional, actual: Shopping
29574, predicted: Business, actual: Shopping
29601, predicted: Business, actual: Shopping
29617, predicted: Business, actual: Shopping
29724, predicted: Adult, actual: Shopping
29732, predicted: Recreation, actual: Shopping
29736, predicted: Reference, actual: Shopping
29752, predicted: News, actual: Shopping
29775, predicted: Sports, actual: Shopping
29782, predicted: Business, actual: Shopping
29799, predicted: Arts, actual: Shopping
29821, predicted: Recreation, actual: Shopping
29838, predicted: Society, actual: Shopping
29897, predicted: Regional, actual: Shopping
29898, predicted: Adult, actual: Shopping
29929, predicted: Business, actual: Shopping
29989, predicted: Computers, actual: Shopping
29997, predicted: Computers, actual: Shopping
30065, predicted: Computers, actual: Shopping
30079, predicted: Recreation, actual: Shopping
30106, predicted: Science, actual: Shopping
30196, predicted: Arts, actual: Shopping
30239, predicted: Sports, actual: Shopping
30242, predicted: Arts, actual: Shopping
30312, predicted: Society, actual: Shopping
30339, predicted: Business, actual: Shopping
30352, predicted: Sports, actual: Shopping
30471, predicted: Home, actual: Shopping
30505, predicted: Arts, actual: Shopping
30511, predicted: Sports, actual: Shopping
30512, predicted: Society, actual: Shopping
30523, predicted: Business, actual: Shopping
30627, predicted: Business, actual: Shopping
30732, predicted: Arts, actual: Shopping
30766, predicted: Arts, actual: Shopping
30799, predicted: Business, actual: Shopping
30822, predicted: Business, actual: Shopping
30863, predicted: Business, actual: Shopping
30866, predicted: Health, actual: Shopping
30912, predicted: Business, actual: Shopping
30921, predicted: Business, actual: Shopping
30949, predicted: Business, actual: Shopping
30963, predicted: Health, actual: Shopping
30977, predicted: Health, actual: Shopping
31003, predicted: Computers, actual: Shopping
31129, predicted: Business, actual: Shopping
31159, predicted: Health, actual: Shopping
31222, predicted: Adult, actual: Shopping
31250, predicted: Health, actual: Shopping
31256, predicted: Computers, actual: Shopping
31285, predicted: Health, actual: Shopping
31320, predicted: Society, actual: Shopping
31362, predicted: Society, actual: Shopping
31447, predicted: Business, actual: Shopping
31464, predicted: Society, actual: Shopping
31475, predicted: Business, actual: Shopping
31485, predicted: Science, actual: Shopping
31509, predicted: Business, actual: Shopping
31547, predicted: Adult, actual: Shopping
31572, predicted: Business, actual: Shopping
31660, predicted: Business, actual: Shopping
31663, predicted: Business, actual: Shopping
31745, predicted: Society, actual: Shopping
31825, predicted: Recreation, actual: Shopping
31835, predicted: Shopping, actual: Society
31852, predicted: Science, actual: Shopping
31891, predicted: Kids, actual: Shopping
31942, predicted: Science, actual: Shopping
31951, predicted: Recreation, actual: Shopping
31993, predicted: Arts, actual: Shopping
31997, predicted: Society, actual: Shopping
32021, predicted: Recreation, actual: Shopping
32030, predicted: Home, actual: Shopping
32052, predicted: Home, actual: Shopping
32055, predicted: Computers, actual: Shopping
32086, predicted: Society, actual: Shopping
32114, predicted: Business, actual: Shopping
32123, predicted: Recreation, actual: Shopping
32143, predicted: Arts, actual: Shopping
32147, predicted: Adult, actual: Shopping
32174, predicted: Business, actual: Shopping
32205, predicted: Business, actual: Shopping
32239, predicted: Recreation, actual: Shopping
32300, predicted: Business, actual: Shopping
32325, predicted: Science, actual: Shopping
32368, predicted: Recreation, actual: Shopping
32392, predicted: Health, actual: Shopping
32399, predicted: Kids, actual: Shopping
32411, predicted: Business, actual: Shopping
32452, predicted: Society, actual: Shopping
32460, predicted: Recreation, actual: Shopping
32482, predicted: Business, actual: Shopping
32555, predicted: Business, actual: Shopping
32593, predicted: Arts, actual: Shopping
32610, predicted: Arts, actual: Shopping
32697, predicted: Society, actual: Shopping
32717, predicted: Arts, actual: Shopping
32733, predicted: Recreation, actual: Shopping
32819, predicted: Sports, actual: Shopping
32824, predicted: Science, actual: Shopping
32829, predicted: Recreation, actual: Shopping
32848, predicted: Computers, actual: Shopping
32868, predicted: Recreation, actual: Shopping
32881, predicted: Sports, actual: Shopping
32884, predicted: Business, actual: Shopping
32914, predicted: Recreation, actual: Shopping
32932, predicted: Recreation, actual: Shopping
32936, predicted: News, actual: Shopping
32954, predicted: Recreation, actual: Shopping
32956, predicted: Recreation, actual: Shopping
32979, predicted: Sports, actual: Shopping
33016, predicted: Business, actual: Shopping
33037, predicted: Business, actual: Shopping
33051, predicted: Business, actual: Shopping
33064, predicted: Sports, actual: Shopping
33228, predicted: Recreation, actual: Shopping
33260, predicted: Arts, actual: Shopping
33342, predicted: Science, actual: Shopping
33362, predicted: Recreation, actual: Shopping
33397, predicted: News, actual: Shopping
33447, predicted: Science, actual: Shopping
33455, predicted: Business, actual: Shopping
33469, predicted: Computers, actual: Shopping
33481, predicted: Society, actual: Shopping
33493, predicted: Sports, actual: Shopping
33506, predicted: Games, actual: Shopping
33513, predicted: Society, actual: Shopping
33606, predicted: Business, actual: Shopping
33609, predicted: Games, actual: Shopping
33618, predicted: Recreation, actual: Shopping
33677, predicted: Recreation, actual: Shopping
33699, predicted: Business, actual: Shopping
33760, predicted: Business, actual: Shopping
33765, predicted: Recreation, actual: Shopping
33791, predicted: Business, actual: Shopping
33802, predicted: Recreation, actual: Shopping
33856, predicted: Business, actual: Shopping
33863, predicted: Regional, actual: Shopping
33874, predicted: Arts, actual: Shopping
33891, predicted: Arts, actual: Shopping
33924, predicted: Arts, actual: Shopping
34028, predicted: Sports, actual: Shopping
34037, predicted: Home, actual: Shopping
34068, predicted: Kids, actual: Shopping
34144, predicted: Home, actual: Shopping
34199, predicted: Science, actual: Society
34239, predicted: Science, actual: Society
34262, predicted: Arts, actual: Society
34355, predicted: Business, actual: Society
34375, predicted: Games, actual: Society
34429, predicted: Shopping, actual: Society
34433, predicted: Arts, actual: Society
34448, predicted: Computers, actual: Society
34542, predicted: Shopping, actual: Society
34559, predicted: Shopping, actual: Society
34584, predicted: Shopping, actual: Society
34587, predicted: Arts, actual: Society
34705, predicted: Arts, actual: Society
34738, predicted: Arts, actual: Society
34804, predicted: Shopping, actual: Society
34818, predicted: Arts, actual: Society
34821, predicted: Business, actual: Society
34845, predicted: Recreation, actual: Society
34848, predicted: Arts, actual: Society
34858, predicted: Shopping, actual: Society
34891, predicted: Arts, actual: Society
34995, predicted: Computers, actual: Society
35012, predicted: Computers, actual: Society
35015, predicted: Health, actual: Society
35095, predicted: Kids, actual: Society
35167, predicted: Arts, actual: Society
35255, predicted: Kids, actual: Society
35267, predicted: Arts, actual: Society
35305, predicted: Shopping, actual: Society
35316, predicted: Arts, actual: Society
35365, predicted: Reference, actual: Society
35448, predicted: Games, actual: Society
35465, predicted: Kids, actual: Society
35489, predicted: Arts, actual: Society
35490, predicted: Arts, actual: Society
35492, predicted: Business, actual: Society
35513, predicted: Kids, actual: Society
35550, predicted: Health, actual: Society
35573, predicted: Arts, actual: Society
35591, predicted: Reference, actual: Society
35596, predicted: Recreation, actual: Society
35620, predicted: Kids, actual: Society
35621, predicted: Recreation, actual: Society
35634, predicted: Recreation, actual: Society
35643, predicted: Reference, actual: Society
35644, predicted: Sports, actual: Society
35651, predicted: Recreation, actual: Society
35665, predicted: Business, actual: Society
35771, predicted: Reference, actual: Society
35836, predicted: Health, actual: Society
35863, predicted: Recreation, actual: Society
35978, predicted: Reference, actual: Society
36032, predicted: Health, actual: Society
36069, predicted: Business, actual: Society
36070, predicted: Business, actual: Society
36121, predicted: Shopping, actual: Society
36171, predicted: Shopping, actual: Society
36254, predicted: Sports, actual: Society
36260, predicted: Health, actual: Society
36261, predicted: Recreation, actual: Society
36280, predicted: Kids, actual: Society
36312, predicted: Recreation, actual: Society
36322, predicted: Sports, actual: Society
36328, predicted: Business, actual: Society
