12288, predicted: ['Business'], actual: Computers
49358, predicted: ['Health'], actual: Business
37073, predicted: ['News'], actual: Society
2084, predicted: ['Computers'], actual: Adult
28891, predicted: ['Business'], actual: Science
43728, predicted: ['Computers'], actual: Business
41191, predicted: ['Business'], actual: Sports
52604, predicted: ['Home'], actual: Computers
28906, predicted: ['Computers'], actual: Science
235, predicted: ['News'], actual: Arts
56201, predicted: ['Computers'], actual: Kids
10963, predicted: ['Science'], actual: Computers
16629, predicted: ['Recreation'], actual: Health
41207, predicted: ['Business'], actual: Sports
33016, predicted: ['Sports'], actual: Shopping
20729, predicted: ['Business'], actual: Sports
28925, predicted: ['Computers'], actual: Science
45316, predicted: ['Business'], actual: Adult
45318, predicted: ['Shopping'], actual: Adult
49415, predicted: ['Science'], actual: Business
34867, predicted: ['Regional'], actual: Society
29399, predicted: ['Recreation'], actual: Shopping
37132, predicted: ['Recreation'], actual: Society
56202, predicted: ['Recreation'], actual: Kids
20525, predicted: ['Computers'], actual: Business
16661, predicted: ['Business'], actual: Health
16665, predicted: ['Recreation'], actual: Health
284, predicted: ['Recreation'], actual: Business
28958, predicted: ['Business'], actual: Science
4383, predicted: ['Recreation'], actual: Reference
33064, predicted: ['Arts'], actual: Shopping
4399, predicted: ['Computers'], actual: Arts
10, predicted: ['Arts'], actual: Adult
53555, predicted: ['Shopping'], actual: Games
12597, predicted: ['Business'], actual: Computers
53560, predicted: ['Sports'], actual: Games
8244, predicted: ['Health'], actual: Business
56714, predicted: ['Arts'], actual: News
45379, predicted: ['Recreation'], actual: Adult
324, predicted: ['Computers'], actual: Business
53578, predicted: ['Society'], actual: Games
27362, predicted: ['Business'], actual: Science
16718, predicted: ['Science'], actual: Health
45391, predicted: ['Recreation'], actual: Adult
37201, predicted: ['News'], actual: Society
29018, predicted: ['Recreation'], actual: Science
33116, predicted: ['Sports'], actual: Shopping
37213, predicted: ['Health'], actual: Society
41311, predicted: ['Shopping'], actual: Sports
26683, predicted: ['Business'], actual: Regional
29028, predicted: ['Sports'], actual: Science
45413, predicted: ['Society'], actual: Adult
53606, predicted: ['Shopping'], actual: Games
53608, predicted: ['Sports'], actual: Games
362, predicted: ['Reference'], actual: Computers
45799, predicted: ['Shopping'], actual: Arts
24941, predicted: ['Business'], actual: Recreation
37232, predicted: ['Shopping'], actual: Society
43752, predicted: ['Arts'], actual: Business
44435, predicted: ['Arts'], actual: Reference
37238, predicted: ['Sports'], actual: Society
29049, predicted: ['Arts'], actual: Science
29051, predicted: ['Business'], actual: Science
4476, predicted: ['Recreation'], actual: Arts
19862, predicted: ['Home'], actual: Kids
44340, predicted: ['Home'], actual: Science
24968, predicted: ['Health'], actual: Recreation
49545, predicted: ['Science'], actual: Business
394, predicted: ['Home'], actual: Computers
19863, predicted: ['Games'], actual: Kids
16782, predicted: ['Business'], actual: Health
49552, predicted: ['Computers'], actual: Business
17515, predicted: ['Business'], actual: Health
12691, predicted: ['Business'], actual: Computers
20885, predicted: ['Arts'], actual: News
45462, predicted: ['Shopping'], actual: Kids
4503, predicted: ['Recreation'], actual: Arts
12698, predicted: ['News'], actual: Computers
49564, predicted: ['Society'], actual: Business
414, predicted: ['Business'], actual: Computers
49567, predicted: ['Arts'], actual: Business
49568, predicted: ['Computers'], actual: Business
29089, predicted: ['Computers'], actual: Science
418, predicted: ['Business'], actual: Computers
49574, predicted: ['Computers'], actual: Business
4519, predicted: ['Business'], actual: Arts
37288, predicted: ['Business'], actual: Society
12715, predicted: ['Recreation'], actual: Computers
29100, predicted: ['Computers'], actual: Science
4850, predicted: ['Recreation'], actual: Arts
431, predicted: ['Kids'], actual: Games
287, predicted: ['Computers'], actual: Business
49587, predicted: ['Health'], actual: Business
438, predicted: ['Arts'], actual: Games
29111, predicted: ['Computers'], actual: Science
444, predicted: ['Recreation'], actual: Games
45501, predicted: ['Computers'], actual: Arts
25024, predicted: ['Business'], actual: Recreation
48544, predicted: ['Recreation'], actual: Business
29123, predicted: ['Computers'], actual: Science
25334, predicted: ['Science'], actual: Reference
25031, predicted: ['Business'], actual: Recreation
4552, predicted: ['Business'], actual: Arts
29129, predicted: ['Business'], actual: Science
29132, predicted: ['Computers'], actual: Science
45517, predicted: ['Society'], actual: Arts
49614, predicted: ['Shopping'], actual: Business
53711, predicted: ['Society'], actual: Health
25969, predicted: ['Business'], actual: Reference
29137, predicted: ['Computers'], actual: Science
466, predicted: ['Computers'], actual: Games
49619, predicted: ['Arts'], actual: Business
29141, predicted: ['Computers'], actual: Science
55923, predicted: ['Health'], actual: Home
45528, predicted: ['Shopping'], actual: Arts
1444, predicted: ['Computers'], actual: Science
53481, predicted: ['Computers'], actual: Games
20958, predicted: ['Business'], actual: News
36261, predicted: ['Recreation'], actual: Society
482, predicted: ['Kids'], actual: Games
57829, predicted: ['Society'], actual: Reference
37350, predicted: ['Computers'], actual: Society
29159, predicted: ['Computers'], actual: Science
491, predicted: ['Business'], actual: Games
20973, predicted: ['Arts'], actual: News
20978, predicted: ['Arts'], actual: News
12788, predicted: ['Games'], actual: Computers
33269, predicted: ['Computers'], actual: Shopping
41465, predicted: ['Arts'], actual: Sports
57860, predicted: ['Society'], actual: Reference
37377, predicted: ['Kids'], actual: Society
41474, predicted: ['Society'], actual: Sports
49667, predicted: ['Shopping'], actual: Business
33284, predicted: ['Business'], actual: Shopping
16901, predicted: ['Recreation'], actual: Health
12806, predicted: ['Business'], actual: Computers
4616, predicted: ['Computers'], actual: Arts
41486, predicted: ['Arts'], actual: Sports
54701, predicted: ['Business'], actual: Health
29201, predicted: ['Business'], actual: Science
29204, predicted: ['Business'], actual: Science
51289, predicted: ['Society'], actual: Computers
45595, predicted: ['Shopping'], actual: Arts
19780, predicted: ['Recreation'], actual: Kids
21022, predicted: ['Recreation'], actual: News
2821, predicted: ['Games'], actual: Arts
58257, predicted: ['Health'], actual: Science
55187, predicted: ['Arts'], actual: Home
56070, predicted: ['Shopping'], actual: Home
29222, predicted: ['Computers'], actual: Science
37416, predicted: ['Arts'], actual: Society
16944, predicted: ['Recreation'], actual: Health
21041, predicted: ['Health'], actual: News
49714, predicted: ['Arts'], actual: Business
57909, predicted: ['Shopping'], actual: Reference
41526, predicted: ['Society'], actual: Sports
4664, predicted: ['Business'], actual: Arts
8761, predicted: ['Recreation'], actual: Business
45627, predicted: ['Business'], actual: Arts
53821, predicted: ['Business'], actual: Health
9653, predicted: ['Computers'], actual: Business
51296, predicted: ['Society'], actual: Computers
45835, predicted: ['Health'], actual: Arts
21068, predicted: ['Health'], actual: News
18530, predicted: ['Business'], actual: Home
50473, predicted: ['Science'], actual: Business
29264, predicted: ['Recreation'], actual: Shopping
29267, predicted: ['Recreation'], actual: Shopping
4693, predicted: ['Recreation'], actual: Arts
57943, predicted: ['Computers'], actual: Reference
21081, predicted: ['Arts'], actual: News
4699, predicted: ['Shopping'], actual: Arts
21946, predicted: ['Home'], actual: Recreation
53349, predicted: ['Society'], actual: Games
4705, predicted: ['Business'], actual: Arts
53862, predicted: ['Science'], actual: Health
43793, predicted: ['Arts'], actual: Computers
45672, predicted: ['Society'], actual: Arts
4714, predicted: ['News'], actual: Arts
21099, predicted: ['Games'], actual: News
25387, predicted: ['Recreation'], actual: Reference
4718, predicted: ['Recreation'], actual: Arts
21103, predicted: ['Health'], actual: News
25201, predicted: ['Business'], actual: Recreation
25935, predicted: ['Computers'], actual: Reference
628, predicted: ['Business'], actual: Health
57978, predicted: ['Society'], actual: Reference
5567, predicted: ['Recreation'], actual: Arts
4736, predicted: ['Computers'], actual: Arts
49804, predicted: ['Arts'], actual: News
56760, predicted: ['Society'], actual: News
644, predicted: ['Science'], actual: Health
49798, predicted: ['Society'], actual: Business
25226, predicted: ['Business'], actual: Recreation
21131, predicted: ['Arts'], actual: News
29324, predicted: ['Business'], actual: Shopping
55405, predicted: ['Society'], actual: Health
19662, predicted: ['Arts'], actual: Kids
792, predicted: ['Science'], actual: Home
53907, predicted: ['Sports'], actual: Health
25236, predicted: ['Adult'], actual: Recreation
4758, predicted: ['Recreation'], actual: Reference
4759, predicted: ['Business'], actual: Arts
56772, predicted: ['Arts'], actual: News
49818, predicted: ['Regional'], actual: Business
56090, predicted: ['Arts'], actual: Kids
21150, predicted: ['Arts'], actual: News
4768, predicted: ['Recreation'], actual: Arts
21153, predicted: ['Arts'], actual: News
53923, predicted: ['Arts'], actual: Health
21157, predicted: ['Computers'], actual: News
12967, predicted: ['Business'], actual: Computers
4776, predicted: ['Recreation'], actual: Arts
58025, predicted: ['Society'], actual: Reference
4210, predicted: ['Recreation'], actual: Arts
49838, predicted: ['Society'], actual: Business
53936, predicted: ['Computers'], actual: Health
49846, predicted: ['Computers'], actual: Business
48585, predicted: ['Computers'], actual: Business
58042, predicted: ['Computers'], actual: Reference
33469, predicted: ['Computers'], actual: Shopping
4800, predicted: ['Adult'], actual: Arts
4802, predicted: ['Recreation'], actual: News
709, predicted: ['Recreation'], actual: Computers
4806, predicted: ['Computers'], actual: Arts
25288, predicted: ['News'], actual: Reference
58058, predicted: ['Arts'], actual: Regional
4811, predicted: ['Home'], actual: Arts
716, predicted: ['Business'], actual: Home
21197, predicted: ['Recreation'], actual: News
50637, predicted: ['Business'], actual: Computers
10360, predicted: ['Shopping'], actual: Business
33493, predicted: ['Games'], actual: Shopping
4825, predicted: ['Recreation'], actual: Arts
730, predicted: ['Business'], actual: Home
58075, predicted: ['Sports'], actual: Regional
53984, predicted: ['Kids'], actual: Health
13025, predicted: ['Business'], actual: Computers
58083, predicted: ['Business'], actual: Regional
37604, predicted: ['Computers'], actual: Society
741, predicted: ['Recreation'], actual: Home
29414, predicted: ['Recreation'], actual: Shopping
21223, predicted: ['Computers'], actual: News
4840, predicted: ['Recreation'], actual: Arts
33513, predicted: ['Games'], actual: Shopping
843, predicted: ['Science'], actual: Kids
23335, predicted: ['Arts'], actual: Recreation
21228, predicted: ['Health'], actual: News
56218, predicted: ['Computers'], actual: Kids
4847, predicted: ['Recreation'], actual: Arts
21232, predicted: ['Business'], actual: News
29426, predicted: ['Business'], actual: Shopping
33524, predicted: ['Sports'], actual: Shopping
4854, predicted: ['Recreation'], actual: Arts
55423, predicted: ['Kids'], actual: Health
13052, predicted: ['Health'], actual: Computers
58110, predicted: ['Computers'], actual: Regional
58117, predicted: ['Society'], actual: Regional
37638, predicted: ['Arts'], actual: Society
4871, predicted: ['Recreation'], actual: Arts
58120, predicted: ['Science'], actual: Regional
58156, predicted: ['Computers'], actual: Science
4875, predicted: ['Computers'], actual: Arts
29452, predicted: ['Recreation'], actual: Shopping
17165, predicted: ['Recreation'], actual: Health
37647, predicted: ['News'], actual: Society
41746, predicted: ['Business'], actual: Sports
37652, predicted: ['Computers'], actual: Society
37656, predicted: ['Arts'], actual: Society
25376, predicted: ['Health'], actual: Reference
13089, predicted: ['Business'], actual: Computers
4899, predicted: ['Recreation'], actual: Arts
804, predicted: ['Computers'], actual: Home
25382, predicted: ['Recreation'], actual: Reference
37673, predicted: ['Sports'], actual: Society
56220, predicted: ['Health'], actual: Kids
41771, predicted: ['Business'], actual: Sports
4908, predicted: ['Health'], actual: Arts
816, predicted: ['Business'], actual: Kids
45875, predicted: ['Computers'], actual: Arts
54071, predicted: ['Recreation'], actual: Health
29502, predicted: ['Business'], actual: Shopping
26351, predicted: ['Recreation'], actual: Reference
832, predicted: ['Computers'], actual: Kids
25410, predicted: ['Society'], actual: Reference
835, predicted: ['Computers'], actual: Kids
29079, predicted: ['Business'], actual: Science
56118, predicted: ['Arts'], actual: Kids
839, predicted: ['Games'], actual: Computers
59236, predicted: ['Society'], actual: Computers
19255, predicted: ['Health'], actual: Kids
844, predicted: ['Science'], actual: Kids
45902, predicted: ['Computers'], actual: Arts
847, predicted: ['Shopping'], actual: Recreation
29522, predicted: ['Science'], actual: Shopping
21332, predicted: ['Arts'], actual: News
4238, predicted: ['Recreation'], actual: Arts
25431, predicted: ['Home'], actual: Reference
13148, predicted: ['Business'], actual: Computers
861, predicted: ['Science'], actual: Kids
862, predicted: ['Computers'], actual: Kids
41827, predicted: ['Computers'], actual: Sports
13156, predicted: ['Business'], actual: Computers
21349, predicted: ['Arts'], actual: News
17254, predicted: ['Recreation'], actual: Health
9064, predicted: ['Computers'], actual: Business
19260, predicted: ['Health'], actual: Kids
4939, predicted: ['Recreation'], actual: Arts
23383, predicted: ['Arts'], actual: Recreation
21362, predicted: ['Recreation'], actual: News
25460, predicted: ['Recreation'], actual: Reference
17214, predicted: ['Business'], actual: Health
831, predicted: ['Society'], actual: Kids
41852, predicted: ['Shopping'], actual: Sports
45951, predicted: ['Society'], actual: Arts
21379, predicted: ['Sports'], actual: News
46812, predicted: ['Shopping'], actual: Arts
58245, predicted: ['Society'], actual: Science
25480, predicted: ['Computers'], actual: Reference
21386, predicted: ['Recreation'], actual: News
17291, predicted: ['Recreation'], actual: Health
33677, predicted: ['Business'], actual: Shopping
25486, predicted: ['Computers'], actual: Reference
13200, predicted: ['Business'], actual: Computers
913, predicted: ['Health'], actual: Science
1667, predicted: ['Arts'], actual: Society
5013, predicted: ['Shopping'], actual: Arts
17302, predicted: ['Business'], actual: Health
37700, predicted: ['Recreation'], actual: Society
58266, predicted: ['Business'], actual: Science
21403, predicted: ['Science'], actual: News
6298, predicted: ['News'], actual: Business
21406, predicted: ['Health'], actual: News
50079, predicted: ['Shopping'], actual: Business
29601, predicted: ['Recreation'], actual: Shopping
45987, predicted: ['Home'], actual: Kids
50088, predicted: ['Computers'], actual: Business
25514, predicted: ['Health'], actual: Reference
29511, predicted: ['Recreation'], actual: Shopping
9132, predicted: ['Society'], actual: Business
13810, predicted: ['Recreation'], actual: Games
54191, predicted: ['Shopping'], actual: Health
29617, predicted: ['Business'], actual: Shopping
54194, predicted: ['Arts'], actual: Health
6302, predicted: ['Sports'], actual: Business
46014, predicted: ['Society'], actual: Arts
960, predicted: ['Arts'], actual: News
58187, predicted: ['Shopping'], actual: Science
26901, predicted: ['Recreation'], actual: Regional
54213, predicted: ['Business'], actual: Health
966, predicted: ['Arts'], actual: News
25545, predicted: ['Business'], actual: Reference
973, predicted: ['Arts'], actual: Regional
975, predicted: ['Regional'], actual: News
21461, predicted: ['Computers'], actual: News
58333, predicted: ['News'], actual: Science
17374, predicted: ['Home'], actual: Health
9183, predicted: ['Arts'], actual: Business
58337, predicted: ['News'], actual: Science
9186, predicted: ['Shopping'], actual: Business
46587, predicted: ['Shopping'], actual: Arts
33765, predicted: ['Business'], actual: Shopping
13286, predicted: ['Games'], actual: Computers
23377, predicted: ['Arts'], actual: Recreation
21480, predicted: ['Arts'], actual: News
1002, predicted: ['Arts'], actual: News
50155, predicted: ['Arts'], actual: Business
58348, predicted: ['Society'], actual: Science
3582, predicted: ['Health'], actual: Arts
25593, predicted: ['Business'], actual: Reference
58218, predicted: ['Recreation'], actual: Science
1026, predicted: ['Business'], actual: News
25603, predicted: ['Business'], actual: Reference
50183, predicted: ['Shopping'], actual: Business
13320, predicted: ['Arts'], actual: Computers
307, predicted: ['Arts'], actual: Business
1034, predicted: ['Recreation'], actual: Home
19811, predicted: ['Recreation'], actual: Kids
9236, predicted: ['Science'], actual: Business
20654, predicted: ['Recreation'], actual: Health
25623, predicted: ['Recreation'], actual: Reference
13336, predicted: ['Recreation'], actual: Computers
25625, predicted: ['Regional'], actual: Reference
29724, predicted: ['Business'], actual: Shopping
45343, predicted: ['Society'], actual: Health
21534, predicted: ['Shopping'], actual: Recreation
50211, predicted: ['Computers'], actual: Business
177, predicted: ['Computers'], actual: Arts
29736, predicted: ['Recreation'], actual: Shopping
21545, predicted: ['Arts'], actual: Recreation
29740, predicted: ['Recreation'], actual: Shopping
58413, predicted: ['Business'], actual: Science
46127, predicted: ['Society'], actual: Arts
21552, predicted: ['Games'], actual: Recreation
4126, predicted: ['Business'], actual: Arts
29752, predicted: ['News'], actual: Shopping
58425, predicted: ['Computers'], actual: Science
58426, predicted: ['Shopping'], actual: Science
58431, predicted: ['Shopping'], actual: Science
33856, predicted: ['Business'], actual: Shopping
29762, predicted: ['Recreation'], actual: Shopping
54343, predicted: ['Business'], actual: Health
9289, predicted: ['Business'], actual: Recreation
58444, predicted: ['Arts'], actual: Shopping
42061, predicted: ['Business'], actual: Sports
13390, predicted: ['Science'], actual: Computers
33874, predicted: ['Arts'], actual: Shopping
25443, predicted: ['Business'], actual: Reference
54359, predicted: ['Shopping'], actual: Health
25688, predicted: ['Recreation'], actual: Reference
54361, predicted: ['Recreation'], actual: Health
50266, predicted: ['Regional'], actual: Business
1115, predicted: ['Business'], actual: Recreation
9309, predicted: ['Home'], actual: Recreation
11109, predicted: ['Health'], actual: Computers
1121, predicted: ['Arts'], actual: Recreation
33891, predicted: ['Arts'], actual: Shopping
5221, predicted: ['Business'], actual: Shopping
37991, predicted: ['Business'], actual: Society
20668, predicted: ['Business'], actual: Health
1131, predicted: ['Games'], actual: Recreation
29544, predicted: ['Business'], actual: Shopping
54387, predicted: ['Arts'], actual: Health
21621, predicted: ['Computers'], actual: Recreation
13436, predicted: ['Recreation'], actual: Computers
19989, predicted: ['Society'], actual: News
50305, predicted: ['Computers'], actual: Business
33924, predicted: ['Arts'], actual: Shopping
4403, predicted: ['Business'], actual: Arts
13451, predicted: ['Health'], actual: Computers
46220, predicted: ['Home'], actual: Arts
29838, predicted: ['Business'], actual: Shopping
1167, predicted: ['Arts'], actual: Recreation
56856, predicted: ['Society'], actual: News
50322, predicted: ['Computers'], actual: Business
50325, predicted: ['Shopping'], actual: Business
5270, predicted: ['Business'], actual: Arts
18093, predicted: ['Arts'], actual: Home
1180, predicted: ['Business'], actual: Recreation
54430, predicted: ['Society'], actual: Health
50335, predicted: ['Computers'], actual: Business
50338, predicted: ['Computers'], actual: Business
1187, predicted: ['Society'], actual: Recreation
1190, predicted: ['Business'], actual: Recreation
35015, predicted: ['Arts'], actual: Society
38062, predicted: ['Business'], actual: Society
13488, predicted: ['Games'], actual: Computers
54460, predicted: ['Business'], actual: Health
54453, predicted: ['Business'], actual: Health
21686, predicted: ['Business'], actual: Recreation
17268, predicted: ['Computers'], actual: Health
42170, predicted: ['Shopping'], actual: Sports
5223, predicted: ['Shopping'], actual: Arts
1213, predicted: ['Arts'], actual: Reference
54462, predicted: ['News'], actual: Health
17599, predicted: ['Business'], actual: Health
54464, predicted: ['Shopping'], actual: Health
9409, predicted: ['Health'], actual: Business
25794, predicted: ['Recreation'], actual: Reference
25796, predicted: ['Recreation'], actual: Reference
1221, predicted: ['Business'], actual: Shopping
46283, predicted: ['Sports'], actual: Arts
9420, predicted: ['Science'], actual: Business
56866, predicted: ['Arts'], actual: News
13518, predicted: ['Arts'], actual: Computers
16589, predicted: ['Arts'], actual: Health
21712, predicted: ['Regional'], actual: Recreation
1571, predicted: ['Kids'], actual: Shopping
58233, predicted: ['Shopping'], actual: Science
14635, predicted: ['Shopping'], actual: Games
10447, predicted: ['Reference'], actual: Business
46300, predicted: ['Computers'], actual: Arts
13536, predicted: ['Recreation'], actual: Computers
25826, predicted: ['Recreation'], actual: Reference
58235, predicted: ['Shopping'], actual: Science
1254, predicted: ['Business'], actual: Reference
4305, predicted: ['Recreation'], actual: Arts
1256, predicted: ['Business'], actual: Reference
26638, predicted: ['News'], actual: Regional
44583, predicted: ['Computers'], actual: Science
54508, predicted: ['Society'], actual: Health
46319, predicted: ['Society'], actual: Arts
1267, predicted: ['Arts'], actual: Business
22683, predicted: ['Science'], actual: Recreation
25846, predicted: ['Computers'], actual: Reference
34345, predicted: ['Arts'], actual: Society
46329, predicted: ['Recreation'], actual: Arts
25853, predicted: ['Health'], actual: Reference
5374, predicted: ['Recreation'], actual: Arts
5375, predicted: ['Recreation'], actual: Arts
46337, predicted: ['Sports'], actual: Arts
25862, predicted: ['Computers'], actual: Reference
25863, predicted: ['Business'], actual: Reference
1288, predicted: ['Business'], actual: Reference
1290, predicted: ['Arts'], actual: Reference
1291, predicted: ['Science'], actual: Reference
25868, predicted: ['Computers'], actual: Reference
1295, predicted: ['Arts'], actual: Reference
725, predicted: ['Computers'], actual: Home
5678, predicted: ['Business'], actual: Arts
5401, predicted: ['Computers'], actual: Arts
50459, predicted: ['Recreation'], actual: Business
14554, predicted: ['Recreation'], actual: Games
50466, predicted: ['Recreation'], actual: Business
42276, predicted: ['Health'], actual: Sports
29989, predicted: ['Computers'], actual: Shopping
21801, predicted: ['Sports'], actual: Recreation
5418, predicted: ['Shopping'], actual: Arts
29997, predicted: ['Computers'], actual: Shopping
5422, predicted: ['Recreation'], actual: Arts
54576, predicted: ['Sports'], actual: Health
25905, predicted: ['Business'], actual: Reference
56883, predicted: ['Society'], actual: News
25909, predicted: ['Home'], actual: Reference
1334, predicted: ['Science'], actual: Reference
50487, predicted: ['Shopping'], actual: Business
50740, predicted: ['Recreation'], actual: Computers
5434, predicted: ['Recreation'], actual: Arts
1339, predicted: ['Computers'], actual: Reference
5436, predicted: ['Recreation'], actual: Arts
17725, predicted: ['Adult'], actual: Health
54601, predicted: ['Games'], actual: Health
50495, predicted: ['Shopping'], actual: Business
38209, predicted: ['Science'], actual: Sports
9540, predicted: ['Computers'], actual: Business
2956, predicted: ['Business'], actual: Arts
9551, predicted: ['Home'], actual: Business
1362, predicted: ['News'], actual: Regional
47400, predicted: ['Health'], actual: Arts
48014, predicted: ['Arts'], actual: Society
5462, predicted: ['Society'], actual: Arts
46423, predicted: ['Business'], actual: Arts
13656, predicted: ['Recreation'], actual: Games
46425, predicted: ['Business'], actual: Arts
58717, predicted: ['Recreation'], actual: Shopping
1374, predicted: ['Shopping'], actual: Regional
13665, predicted: ['Kids'], actual: Games
1379, predicted: ['Business'], actual: Regional
25956, predicted: ['Business'], actual: Reference
1383, predicted: ['News'], actual: Regional
40508, predicted: ['Computers'], actual: Sports
20711, predicted: ['Business'], actual: Home
9580, predicted: ['News'], actual: Business
57194, predicted: ['Arts'], actual: Recreation
9582, predicted: ['News'], actual: Business
55027, predicted: ['Science'], actual: Health
9585, predicted: ['News'], actual: Business
26387, predicted: ['Business'], actual: Reference
46451, predicted: ['Society'], actual: Arts
25975, predicted: ['Business'], actual: Reference
22551, predicted: ['Games'], actual: Recreation
58260, predicted: ['Shopping'], actual: Science
34171, predicted: ['Society'], actual: Shopping
12522, predicted: ['Business'], actual: Computers
1412, predicted: ['Computers'], actual: Science
5509, predicted: ['News'], actual: Arts
17798, predicted: ['Reference'], actual: Health
5512, predicted: ['Recreation'], actual: Arts
58737, predicted: ['Recreation'], actual: Shopping
9613, predicted: ['Shopping'], actual: Business
5520, predicted: ['News'], actual: Arts
54677, predicted: ['Business'], actual: Health
19353, predicted: ['Arts'], actual: Kids
29508, predicted: ['Recreation'], actual: Shopping
54682, predicted: ['Computers'], actual: Health
54684, predicted: ['Shopping'], actual: Health
19354, predicted: ['Recreation'], actual: Kids
9631, predicted: ['Computers'], actual: Business
30112, predicted: ['Computers'], actual: Shopping
9115, predicted: ['Arts'], actual: Business
46500, predicted: ['Society'], actual: Arts
46501, predicted: ['Recreation'], actual: Arts
1446, predicted: ['Arts'], actual: Science
46505, predicted: ['Games'], actual: Arts
50604, predicted: ['Adult'], actual: Computers
50605, predicted: ['Business'], actual: Computers
22771, predicted: ['Shopping'], actual: Recreation
1461, predicted: ['Health'], actual: Science
50614, predicted: ['Society'], actual: Computers
26039, predicted: ['Computers'], actual: Reference
55969, predicted: ['Society'], actual: Home
5562, predicted: ['Computers'], actual: Arts
1467, predicted: ['Business'], actual: Regional
1468, predicted: ['Business'], actual: Society
1610, predicted: ['Business'], actual: Shopping
26047, predicted: ['Computers'], actual: Reference
19360, predicted: ['Recreation'], actual: Kids
54722, predicted: ['Society'], actual: Health
55542, predicted: ['Computers'], actual: Home
5574, predicted: ['Recreation'], actual: Arts
13773, predicted: ['Recreation'], actual: Games
27555, predicted: ['Business'], actual: Science
249, predicted: ['Computers'], actual: Business
1500, predicted: ['Computers'], actual: Shopping
26077, predicted: ['Health'], actual: Reference
17888, predicted: ['Kids'], actual: Health
5605, predicted: ['News'], actual: Arts
1510, predicted: ['Business'], actual: Shopping
5607, predicted: ['News'], actual: Arts
26088, predicted: ['Recreation'], actual: Reference
1513, predicted: ['Arts'], actual: Shopping
9709, predicted: ['Shopping'], actual: Business
45309, predicted: ['Arts'], actual: Adult
34290, predicted: ['Shopping'], actual: Society
26100, predicted: ['Arts'], actual: Reference
