ref id,Predicted,Actual
0,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
1258,['Shopping', 'Sports', 'Society', 'Science'],['Reference']
35313,['Recreation', 'Sports', 'Society', 'Shopping'],['Society']
35314,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35347,['Shopping', 'Sports', 'Society', 'Science'],['Society']
35348,['Health', 'Sports', 'Society', 'Shopping'],['Society']
1294,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35350,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1298,['Health', 'Sports', 'Society', 'Shopping'],['Reference']
1302,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35357,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35365,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35369,['News', 'Sports', 'Society', 'Shopping'],['Society']
1315,['Business', 'Sports', 'Society', 'Shopping'],['Reference']
35375,['Recreation', 'Sports', 'Society', 'Shopping'],['Society']
1322,['Adult', 'Sports', 'Society', 'Shopping'],['Reference']
1330,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
35392,['Arts', 'Sports', 'Society', 'Shopping'],['Society']
1341,['Computers', 'Sports', 'Society', 'Shopping'],['Reference']
35397,['Sports', 'Society', 'Shopping', 'Science'],['Society']
35401,['Arts', 'Sports', 'Society', 'Shopping'],['Society']
1351,['Home', 'Sports', 'Society', 'Shopping'],['Shopping']
35406,['Computers', 'Sports', 'Society', 'Shopping'],['Society']
35407,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35415,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35417,['Reference', 'Sports', 'Society', 'Shopping'],['Society']
35418,['Arts', 'Sports', 'Society', 'Shopping'],['Society']
1415,['Computers', 'Sports', 'Society', 'Shopping'],['Science']
1416,['News', 'Sports', 'Society', 'Shopping'],['Science']
1424,['Science', 'Arts', 'Sports', 'Society'],['Science']
1428,['Computers', 'Sports', 'Society', 'Shopping'],['Science']
1433,['Science', 'Sports', 'Society', 'Shopping'],['Science']
1438,['Reference', 'Sports', 'Society', 'Shopping'],['Science', 'Reference']
1450,['Science', 'Sports', 'Society', 'Shopping'],['Science']
35467,['Business', 'Sports', 'Society', 'Shopping'],['Society']
1464,['Sports', 'Society', 'Shopping', 'Science'],['Science']
35475,['Business', 'Sports', 'Society', 'Shopping'],['Society']
1480,['Science', 'Sports', 'Society', 'Shopping'],['Science']
35492,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1483,['Recreation', 'Sports', 'Society', 'Shopping'],['Science']
1488,['Computers', 'Sports', 'Society', 'Shopping'],['Science']
1493,['News', 'Sports', 'Society', 'Shopping'],['Shopping']
1497,['Reference', 'Sports', 'Society', 'Shopping'],['Shopping']
35509,['Recreation', 'Sports', 'Society', 'Shopping'],['Society']
35511,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35518,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35522,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1520,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
35533,['Health', 'Sports', 'Society', 'Shopping'],['Society']
35534,['Home', 'Sports', 'Society', 'Shopping'],['Society']
35535,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1525,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1526,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
1527,['Health', 'Society', 'Science', 'Reference'],['Shopping']
35540,['Recreation', 'Sports', 'Society', 'Shopping'],['Society']
1531,['Society', 'Science', 'Sports', 'Shopping'],['Shopping']
35544,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1535,['Business', 'Sports', 'Society', 'Shopping'],['Shopping']
35547,['Business', 'Sports', 'Society', 'Shopping'],['Society']
35559,['Recreation', 'Sports', 'Society', 'Shopping'],['Society']
35571,['Shopping', 'Sports', 'Society', 'Science'],['Society']
1565,['Sports', 'Society', 'Shopping', 'Science'],['Shopping']
35580,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1570,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
35582,['Business', 'Sports', 'Society', 'Shopping'],['Society']
35594,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35597,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35602,['Reference', 'Sports', 'Society', 'Shopping'],['Society']
1593,['Business', 'Sports', 'Society', 'Shopping'],['Shopping']
1599,['Business', 'Sports', 'Society', 'Shopping'],['Shopping']
1600,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1601,['Business', 'Sports', 'Society', 'Shopping'],['Business', 'Shopping']
35612,['Computers', 'Sports', 'Society', 'Shopping'],['Society']
35618,['Adult', 'Sports', 'Society', 'Shopping'],['Society']
35625,['Health', 'Sports', 'Society', 'Shopping'],['Society']
35630,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35636,['News', 'Sports', 'Society', 'Shopping'],['Society']
1629,['Computers', 'Sports', 'Society', 'Shopping'],['Society', 'Computers']
35649,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1641,['Home', 'Sports', 'Society', 'Shopping'],['Society']
1643,['Business', 'Sports', 'Society', 'Shopping'],['Society']
35660,['Reference', 'Sports', 'Society', 'Shopping'],['Society']
1648,['Arts', 'Sports', 'Society', 'Shopping'],['Society']
35665,['Business', 'Sports', 'Society', 'Shopping'],['Society']
1658,['Computers', 'Sports', 'Society', 'Shopping'],['Society']
1659,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35673,['Recreation', 'Sports', 'Society', 'Shopping'],['Society']
35685,['Recreation', 'Sports', 'Society', 'Shopping'],['Society']
35694,['Arts', 'Sports', 'Society', 'Shopping'],['Society']
1681,['Business', 'Sports', 'Society', 'Shopping'],['Society']
35695,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35701,['Sports', 'Society', 'Shopping', 'Science'],['Society']
35702,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1693,['News', 'Sports', 'Society', 'Shopping'],['Society']
1695,['Reference', 'Sports', 'Society', 'Shopping'],['Society']
35717,['Games', 'Sports', 'Society', 'Shopping'],['Society']
1707,['News', 'Sports', 'Society', 'Shopping'],['Society']
35725,['Arts', 'Sports', 'Society', 'Shopping'],['Society']
35728,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1716,['Arts', 'Sports', 'Society', 'Shopping'],['Society']
35735,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1723,['Arts', 'Sports', 'Society', 'Shopping'],['Society']
35742,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35747,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1738,['Arts', 'Sports', 'Society', 'Shopping'],['Sports']
1739,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1741,['Arts', 'Sports', 'Society', 'Shopping'],['Sports']
35759,['Computers', 'Sports', 'Society', 'Shopping'],['Society']
1745,['News', 'Sports', 'Society', 'Shopping'],['Sports']
1757,['Arts', 'Sports', 'Society', 'Shopping'],['Sports']
35772,['Adult', 'Sports', 'Society', 'Shopping'],['Society']
1759,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35777,['Games', 'Sports', 'Society', 'Shopping'],['Society']
35789,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1781,['Computers', 'Sports', 'Society', 'Shopping'],['Sports']
1785,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
35802,['Society', 'News', 'Arts', 'Sports'],['Society']
1788,['Business', 'Sports', 'Society', 'Shopping'],['Sports']
1804,['Games', 'Sports', 'Society', 'Shopping'],['Sports']
1805,['Arts', 'Sports', 'Society', 'Shopping'],['Sports']
35819,['Shopping', 'Sports', 'Society', 'Science'],['Society']
1808,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1812,['Games', 'Sports', 'Society', 'Shopping'],['Sports']
35838,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1828,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1834,['Health', 'Sports', 'Society', 'Shopping'],['Sports']
1837,['Recreation', 'Sports', 'Society', 'Shopping'],['Sports']
35853,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
1840,['Arts', 'Sports', 'Society', 'Shopping'],['Sports', 'News']
35855,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35859,['Society', 'Sports', 'Shopping', 'Science'],['Society']
1856,['Arts', 'Sports', 'Society', 'Shopping'],['Adult']
1857,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
1861,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
35884,['Society', 'Sports', 'Shopping', 'Science'],['Society']
35891,['Computers', 'Sports', 'Society', 'Shopping'],['Society']
35896,['Health', 'Sports', 'Society', 'Shopping'],['Society']
1882,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
1886,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
35908,['Reference', 'Sports', 'Society', 'Shopping'],['Society']
1899,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
1903,['Arts', 'Sports', 'Society', 'Shopping'],['Adult']
35918,['Reference', 'Sports', 'Society', 'Shopping'],['Society']
35925,['Health', 'Sports', 'Society', 'Shopping'],['Society']
1917,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
