52866, predicted: Shopping, actual: Games
47367, predicted: Shopping, actual: Arts
47385, predicted: Computers, actual: Arts
47397, predicted: Computers, actual: Arts
47420, predicted: Shopping, actual: Arts
47435, predicted: Computers, actual: Arts
47441, predicted: Computers, actual: Arts
47451, predicted: Computers, actual: Arts
47490, predicted: Kids, actual: Recreation
47502, predicted: Computers, actual: Arts
47517, predicted: Society, actual: Arts
47575, predicted: Health, actual: Arts
47678, predicted: Recreation, actual: Business
47725, predicted: Recreation, actual: Business
47731, predicted: Computers, actual: Business
47743, predicted: Recreation, actual: Business
47747, predicted: Science, actual: Business
47770, predicted: Shopping, actual: Business
47784, predicted: Shopping, actual: Business
47786, predicted: Computers, actual: Business
47810, predicted: Arts, actual: Business
47818, predicted: Health, actual: Business
47963, predicted: Science, actual: Business
47984, predicted: Home, actual: Business
48037, predicted: Science, actual: Business
48050, predicted: Business, actual: Society
48120, predicted: Arts, actual: Business
48128, predicted: Shopping, actual: Business
49773, predicted: Sports, actual: Business
52866, predicted: Shopping, actual: Business
47238, predicted: Shopping, actual: Business
47293, predicted: Computers, actual: Business
47365, predicted: Computers, actual: Business
49564, predicted: Society, actual: Business
49568, predicted: Reference, actual: Business
49600, predicted: Computers, actual: Business
49697, predicted: Shopping, actual: Business
52720, predicted: Shopping, actual: Business
52749, predicted: Computers, actual: Business
52789, predicted: Computers, actual: Business
52846, predicted: Computers, actual: Business
45276, predicted: Society, actual: Business
45627, predicted: Business, actual: Computers
46510, predicted: News, actual: Business
46887, predicted: Computers, actual: Business
48168, predicted: Computers, actual: Business
48252, predicted: Shopping, actual: Business
48267, predicted: Home, actual: Business
48282, predicted: Computers, actual: Business
48366, predicted: Home, actual: Business
48445, predicted: Shopping, actual: Business
48473, predicted: Arts, actual: Computers
48507, predicted: Society, actual: Computers
48519, predicted: Sports, actual: Computers
48532, predicted: Health, actual: Computers
48597, predicted: Business, actual: Computers
48664, predicted: Business, actual: Computers
48724, predicted: Business, actual: Computers
48753, predicted: Shopping, actual: Computers
48772, predicted: Business, actual: Computers
48789, predicted: Business, actual: Computers
48792, predicted: Computers, actual: Science
48871, predicted: Business, actual: Computers
49043, predicted: Society, actual: Computers
49091, predicted: Arts, actual: Computers
49151, predicted: Society, actual: Recreation
49229, predicted: Sports, actual: Recreation
49230, predicted: Sports, actual: Recreation
49253, predicted: Business, actual: Recreation
49260, predicted: Health, actual: Reference
49358, predicted: Arts, actual: Regional
49362, predicted: Shopping, actual: Regional
49368, predicted: Shopping, actual: Science
49390, predicted: Computers, actual: Science
49422, predicted: Shopping, actual: Computers
49435, predicted: Computers, actual: Games
49490, predicted: Arts, actual: Health
51543, predicted: Shopping, actual: Health
51555, predicted: Recreation, actual: Health
51691, predicted: Shopping, actual: Health
51699, predicted: Business, actual: Home
51743, predicted: Home, actual: Society
51829, predicted: Arts, actual: Home
51959, predicted: Business, actual: Home
52060, predicted: Kids, actual: Home
52125, predicted: Arts, actual: Kids
52147, predicted: Health, actual: Kids
52169, predicted: Recreation, actual: Kids
52250, predicted: Science, actual: Kids
52334, predicted: Recreation, actual: Kids
52337, predicted: Recreation, actual: Kids
52374, predicted: Recreation, actual: Kids
52405, predicted: Business, actual: Sports
52414, predicted: Business, actual: Kids
52427, predicted: Sports, actual: Kids
52514, predicted: Society, actual: News
52650, predicted: Business, actual: News
37290, predicted: Business, actual: News
37350, predicted: News, actual: Society
37517, predicted: Health, actual: News
37919, predicted: Arts, actual: News
38254, predicted: Regional, actual: News
38330, predicted: Arts, actual: News
38405, predicted: Home, actual: News
38447, predicted: Sports, actual: News
38496, predicted: Recreation, actual: News
38803, predicted: Science, actual: News
39604, predicted: Computers, actual: News
40260, predicted: Arts, actual: News
40732, predicted: Shopping, actual: Recreation
40765, predicted: Games, actual: Recreation
41643, predicted: Computers, actual: Recreation
42022, predicted: Business, actual: Recreation
42553, predicted: Regional, actual: Recreation
42707, predicted: Business, actual: Recreation
42914, predicted: Sports, actual: Recreation
43354, predicted: Business, actual: Recreation
43533, predicted: News, actual: Recreation
44161, predicted: Business, actual: Recreation
44190, predicted: Sports, actual: Recreation
44302, predicted: Computers, actual: Recreation
44327, predicted: Arts, actual: Recreation
44407, predicted: Arts, actual: Recreation
44455, predicted: Regional, actual: Recreation
44457, predicted: Reference, actual: Recreation
44463, predicted: Kids, actual: Recreation
44487, predicted: Business, actual: Recreation
44496, predicted: Computers, actual: Recreation
44506, predicted: Shopping, actual: Recreation
44553, predicted: Kids, actual: Recreation
44556, predicted: Science, actual: Recreation
44558, predicted: Health, actual: Recreation
44561, predicted: Health, actual: Recreation
44583, predicted: News, actual: Recreation
44681, predicted: Business, actual: Recreation
44725, predicted: Arts, actual: Recreation
44807, predicted: Adult, actual: Recreation
44838, predicted: Science, actual: Recreation
44990, predicted: Games, actual: Recreation
45148, predicted: Games, actual: Recreation
45181, predicted: News, actual: Recreation
45219, predicted: Kids, actual: Recreation
45222, predicted: Arts, actual: Recreation
45250, predicted: Computers, actual: Recreation
45351, predicted: Arts, actual: Recreation
45548, predicted: Health, actual: Recreation
45605, predicted: Arts, actual: Recreation
45615, predicted: Recreation, actual: Society
45704, predicted: Arts, actual: Society
45836, predicted: Reference, actual: Recreation
45899, predicted: Arts, actual: Recreation
45902, predicted: Business, actual: Recreation
45935, predicted: Recreation, actual: Society
45977, predicted: Arts, actual: Recreation
46073, predicted: Health, actual: Recreation
46172, predicted: Sports, actual: Recreation
46191, predicted: Recreation, actual: Society
46358, predicted: Arts, actual: Recreation
46376, predicted: Science, actual: Recreation
46419, predicted: Sports, actual: Recreation
46423, predicted: Society, actual: Recreation
46549, predicted: Recreation, actual: Shopping
46640, predicted: Arts, actual: Recreation
46684, predicted: Arts, actual: Recreation
46715, predicted: Computers, actual: Recreation
46745, predicted: Computers, actual: Recreation
46764, predicted: News, actual: Recreation
46765, predicted: Computers, actual: Recreation
46774, predicted: Sports, actual: Recreation
46778, predicted: Business, actual: Recreation
46839, predicted: Business, actual: Recreation
46894, predicted: Regional, actual: Recreation
47077, predicted: Business, actual: Recreation
47223, predicted: Business, actual: Recreation
47297, predicted: Business, actual: Recreation
47318, predicted: Regional, actual: Recreation
47319, predicted: Adult, actual: Recreation
47367, predicted: News, actual: Reference
47392, predicted: Reference, actual: Society
47407, predicted: Science, actual: Reference
47420, predicted: Health, actual: Reference
47435, predicted: Recreation, actual: Reference
47451, predicted: Home, actual: Reference
47474, predicted: Recreation, actual: Reference
47476, predicted: Computers, actual: Reference
47490, predicted: Computers, actual: Reference
47502, predicted: Science, actual: Reference
47521, predicted: Business, actual: Reference
47530, predicted: Recreation, actual: Reference
47559, predicted: Regional, actual: Reference
47575, predicted: Business, actual: Reference
47664, predicted: Recreation, actual: Reference
47686, predicted: Health, actual: Reference
47731, predicted: Computers, actual: Reference
47749, predicted: Computers, actual: Reference
47762, predicted: Business, actual: Reference
47773, predicted: Business, actual: Reference
47780, predicted: Business, actual: Reference
47784, predicted: Business, actual: Reference
47802, predicted: Business, actual: Reference
47825, predicted: Computers, actual: Reference
47860, predicted: Computers, actual: Reference
47891, predicted: Business, actual: Reference
47893, predicted: Recreation, actual: Reference
47963, predicted: Reference, actual: Shopping
47984, predicted: Computers, actual: Reference
48029, predicted: Science, actual: Reference
48037, predicted: Arts, actual: Shopping
48057, predicted: Arts, actual: Reference
48081, predicted: Arts, actual: Reference
48108, predicted: Arts, actual: Reference
48111, predicted: Recreation, actual: Reference
48120, predicted: Recreation, actual: Reference
48194, predicted: Arts, actual: Reference
48199, predicted: Arts, actual: Reference
47238, predicted: Health, actual: Reference
47365, predicted: Games, actual: Reference
49552, predicted: Recreation, actual: Reference
49559, predicted: Arts, actual: Reference
49568, predicted: Business, actual: Reference
49619, predicted: Sports, actual: Regional
49667, predicted: Health, actual: Regional
49697, predicted: Business, actual: Regional
49701, predicted: Business, actual: Regional
49714, predicted: Business, actual: Regional
49740, predicted: Business, actual: Regional
52669, predicted: Shopping, actual: Regional
52707, predicted: News, actual: Regional
52729, predicted: Health, actual: Regional
52749, predicted: Science, actual: Regional
52780, predicted: Regional, actual: Society
52789, predicted: Business, actual: Regional
52830, predicted: Business, actual: Regional
52837, predicted: Computers, actual: Regional
52846, predicted: Society, actual: Regional
52858, predicted: Business, actual: Regional
45211, predicted: Recreation, actual: Regional
45276, predicted: News, actual: Regional
45409, predicted: Health, actual: Regional
45541, predicted: Business, actual: Regional
45627, predicted: Business, actual: Regional
45832, predicted: Recreation, actual: Regional
45951, predicted: Society, actual: Regional
46041, predicted: Recreation, actual: Regional
46221, predicted: Reference, actual: Regional
46320, predicted: Science, actual: Regional
46510, predicted: Health, actual: Science
46887, predicted: Business, actual: Science
46930, predicted: Business, actual: Science
48141, predicted: Home, actual: Science
48234, predicted: Business, actual: Science
48252, predicted: Business, actual: Science
48532, predicted: Recreation, actual: Science
48585, predicted: Recreation, actual: Science
48591, predicted: Business, actual: Science
48717, predicted: Business, actual: Science
48753, predicted: Shopping, actual: Science
48789, predicted: Regional, actual: Science
48792, predicted: Recreation, actual: Science
48851, predicted: Shopping, actual: Science
48915, predicted: Business, actual: Science
49006, predicted: News, actual: Science
49037, predicted: Health, actual: Science
49128, predicted: Kids, actual: Science
49229, predicted: Computers, actual: Science
49390, predicted: Society, actual: Science
49435, predicted: Business, actual: Science
49444, predicted: Health, actual: Science
51590, predicted: Business, actual: Science
51694, predicted: Computers, actual: Science
51699, predicted: Business, actual: Science
51743, predicted: Health, actual: Science
51828, predicted: Home, actual: Science
51959, predicted: Recreation, actual: Science
52060, predicted: Business, actual: Science
52147, predicted: Computers, actual: Science
52337, predicted: Computers, actual: Science
52405, predicted: Computers, actual: Science
52427, predicted: Recreation, actual: Science
52564, predicted: Computers, actual: Science
4053, predicted: Society, actual: Science
37301, predicted: Computers, actual: Science
38254, predicted: Society, actual: Science
38405, predicted: News, actual: Science
38466, predicted: Arts, actual: Science
38496, predicted: Sports, actual: Science
38674, predicted: Society, actual: Science
38868, predicted: Computers, actual: Science
39656, predicted: Health, actual: Science
39729, predicted: Computers, actual: Science
39869, predicted: Arts, actual: Science
40260, predicted: Science, actual: Society
41486, predicted: Health, actual: Science
41643, predicted: Health, actual: Science
42811, predicted: Business, actual: Science
42998, predicted: Business, actual: Science
43122, predicted: Computers, actual: Science
43170, predicted: Computers, actual: Science
43412, predicted: Business, actual: Science
43533, predicted: Arts, actual: Science
43729, predicted: Sports, actual: Science
43780, predicted: Computers, actual: Science
43901, predicted: Business, actual: Science
44033, predicted: Business, actual: Science
44037, predicted: Computers, actual: Science
44105, predicted: Computers, actual: Science
44106, predicted: Computers, actual: Science
44131, predicted: Computers, actual: Science
44145, predicted: Computers, actual: Science
44146, predicted: Business, actual: Science
44161, predicted: Computers, actual: Science
44173, predicted: Computers, actual: Science
44203, predicted: Business, actual: Science
44209, predicted: Society, actual: Science
44250, predicted: Computers, actual: Science
44315, predicted: Recreation, actual: Shopping
44327, predicted: Business, actual: Shopping
44378, predicted: Recreation, actual: Shopping
44399, predicted: Recreation, actual: Shopping
44407, predicted: News, actual: Shopping
44413, predicted: Recreation, actual: Shopping
44454, predicted: Recreation, actual: Shopping
44487, predicted: Business, actual: Shopping
44496, predicted: Recreation, actual: Shopping
44499, predicted: Recreation, actual: Shopping
44506, predicted: Business, actual: Shopping
44556, predicted: Games, actual: Shopping
44632, predicted: Recreation, actual: Shopping
44639, predicted: Business, actual: Shopping
44835, predicted: Business, actual: Shopping
44875, predicted: Recreation, actual: Shopping
44990, predicted: News, actual: Shopping
45081, predicted: Sports, actual: Shopping
45351, predicted: Business, actual: Shopping
45403, predicted: Business, actual: Shopping
45758, predicted: Computers, actual: Shopping
45830, predicted: Computers, actual: Shopping
45998, predicted: Computers, actual: Shopping
46203, predicted: Recreation, actual: Shopping
46300, predicted: Society, actual: Shopping
46327, predicted: Business, actual: Shopping
46358, predicted: Arts, actual: Shopping
46506, predicted: Arts, actual: Shopping
46507, predicted: Arts, actual: Shopping
46566, predicted: Arts, actual: Shopping
46877, predicted: Society, actual: Shopping
46934, predicted: Society, actual: Shopping
46979, predicted: Business, actual: Shopping
47077, predicted: Computers, actual: Shopping
47092, predicted: Health, actual: Shopping
47129, predicted: Home, actual: Shopping
47160, predicted: Business, actual: Shopping
47248, predicted: Business, actual: Shopping
47297, predicted: Health, actual: Shopping
47318, predicted: Business, actual: Shopping
47490, predicted: Business, actual: Shopping
47521, predicted: Health, actual: Shopping
47529, predicted: Health, actual: Shopping
47530, predicted: Business, actual: Shopping
47575, predicted: Computers, actual: Shopping
47664, predicted: Society, actual: Shopping
47762, predicted: Society, actual: Shopping
47786, predicted: Business, actual: Shopping
47810, predicted: Home, actual: Shopping
47365, predicted: Arts, actual: Shopping
49600, predicted: Arts, actual: Shopping
49667, predicted: Arts, actual: Shopping
52669, predicted: Recreation, actual: Shopping
52683, predicted: Home, actual: Shopping
52707, predicted: Home, actual: Shopping
52720, predicted: Home, actual: Shopping
52729, predicted: Arts, actual: Shopping
52749, predicted: Society, actual: Shopping
52780, predicted: Business, actual: Shopping
52837, predicted: Arts, actual: Shopping
45211, predicted: Business, actual: Shopping
45276, predicted: Business, actual: Shopping
45949, predicted: Business, actual: Shopping
45951, predicted: Business, actual: Shopping
48208, predicted: Health, actual: Shopping
48432, predicted: Society, actual: Shopping
48445, predicted: Recreation, actual: Shopping
48507, predicted: Computers, actual: Shopping
48519, predicted: Computers, actual: Shopping
48589, predicted: Business, actual: Shopping
48630, predicted: Arts, actual: Shopping
48724, predicted: Business, actual: Shopping
48772, predicted: Society, actual: Shopping
48789, predicted: Society, actual: Shopping
48871, predicted: Recreation, actual: Shopping
48877, predicted: Sports, actual: Shopping
49091, predicted: Business, actual: Shopping
49101, predicted: Sports, actual: Shopping
49230, predicted: Computers, actual: Shopping
49346, predicted: Sports, actual: Shopping
49362, predicted: Sports, actual: Shopping
49422, predicted: Arts, actual: Shopping
49435, predicted: Sports, actual: Shopping
51691, predicted: Computers, actual: Shopping
51694, predicted: Business, actual: Shopping
52457, predicted: Computers, actual: Shopping
52514, predicted: Games, actual: Shopping
52593, predicted: Games, actual: Shopping
4053, predicted: Business, actual: Shopping
37132, predicted: Sports, actual: Shopping
39085, predicted: Business, actual: Shopping
40426, predicted: Business, actual: Shopping
40472, predicted: Business, actual: Shopping
40784, predicted: Business, actual: Shopping
41219, predicted: Arts, actual: Shopping
41250, predicted: Arts, actual: Shopping
41643, predicted: Arts, actual: Shopping
43681, predicted: Society, actual: Shopping
43935, predicted: Shopping, actual: Society
44105, predicted: Health, actual: Society
44302, predicted: Shopping, actual: Society
44413, predicted: Arts, actual: Society
44496, predicted: Arts, actual: Society
44499, predicted: Arts, actual: Society
44556, predicted: Adult, actual: Society
44598, predicted: Shopping, actual: Society
44632, predicted: Computers, actual: Society
44725, predicted: Computers, actual: Society
45148, predicted: Arts, actual: Society
45351, predicted: Arts, actual: Society
45389, predicted: Shopping, actual: Society
45497, predicted: Computers, actual: Society
45528, predicted: Reference, actual: Society
45595, predicted: Games, actual: Society
45647, predicted: Sports, actual: Society
45926, predicted: Reference, actual: Society
46071, predicted: Reference, actual: Society
46172, predicted: Kids, actual: Society
46220, predicted: Shopping, actual: Society
46423, predicted: Business, actual: Society
46529, predicted: Health, actual: Society
46549, predicted: Business, actual: Society
46587, predicted: Health, actual: Society
46691, predicted: Sports, actual: Society
46725, predicted: Computers, actual: Society
46877, predicted: Recreation, actual: Society
46918, predicted: Arts, actual: Society
46934, predicted: Sports, actual: Society
46964, predicted: Business, actual: Society
46988, predicted: Sports, actual: Society
47042, predicted: Shopping, actual: Society
47047, predicted: Business, actual: Society
47093, predicted: Computers, actual: Society
47318, predicted: Shopping, actual: Society
47361, predicted: Arts, actual: Society
47451, predicted: Arts, actual: Society
47476, predicted: Health, actual: Society
47490, predicted: Health, actual: Society
47502, predicted: Computers, actual: Society
47507, predicted: Arts, actual: Society
47521, predicted: Health, actual: Society
47523, predicted: Sports, actual: Society
47529, predicted: Arts, actual: Society
47575, predicted: Health, actual: Society
47619, predicted: Sports, actual: Society
47731, predicted: Arts, actual: Society
47780, predicted: Computers, actual: Society
47885, predicted: News, actual: Society
47906, predicted: Sports, actual: Society
47916, predicted: Shopping, actual: Society
48050, predicted: News, actual: Society
49773, predicted: News, actual: Society
47238, predicted: Shopping, actual: Society
47293, predicted: Health, actual: Society
47365, predicted: Shopping, actual: Society
47459, predicted: Sports, actual: Society
49564, predicted: Shopping, actual: Society
49574, predicted: Business, actual: Society
49697, predicted: Arts, actual: Society
49714, predicted: Home, actual: Society
52858, predicted: Computers, actual: Society
58235, predicted: Arts, actual: Society
45211, predicted: News, actual: Society
45541, predicted: Arts, actual: Society
45949, predicted: Recreation, actual: Society
46041, predicted: Health, actual: Society
48187, predicted: Computers, actual: Society
48208, predicted: Adult, actual: Society
48440, predicted: Health, actual: Society
48507, predicted: Business, actual: Society
48731, predicted: Science, actual: Sports
37932, predicted: Arts, actual: Sports
38330, predicted: Society, actual: Sports
39085, predicted: Regional, actual: Sports
42583, predicted: Society, actual: Sports
43400, predicted: Games, actual: Sports
44190, predicted: Reference, actual: Sports
44244, predicted: Computers, actual: Sports
44499, predicted: Computers, actual: Sports
45528, predicted: Society, actual: Sports
45595, predicted: Business, actual: Sports
45899, predicted: Society, actual: Sports
46077, predicted: Shopping, actual: Sports
46127, predicted: Computers, actual: Sports
46191, predicted: Computers, actual: Sports
46283, predicted: News, actual: Sports
46313, predicted: Society, actual: Sports
46566, predicted: Business, actual: Sports
46684, predicted: Shopping, actual: Sports
46691, predicted: Shopping, actual: Sports
47093, predicted: Health, actual: Sports
47100, predicted: Health, actual: Sports
47160, predicted: Adult, actual: Sports
47319, predicted: Society, actual: Sports
47361, predicted: Shopping, actual: Sports
47725, predicted: Health, actual: Sports
47770, predicted: Recreation, actual: Sports
47773, predicted: Recreation, actual: Sports
47906, predicted: Health, actual: Sports
47912, predicted: Society, actual: Sports
47963, predicted: Science, actual: Games
47965, predicted: Society, actual: Health
48029, predicted: Society, actual: Reference
48081, predicted: Arts, actual: Adult
48120, predicted: Arts, actual: Adult
47238, predicted: News, actual: Arts
47293, predicted: Business, actual: Arts
47311, predicted: Arts, actual: Regional
47365, predicted: Regional, actual: Computers
47459, predicted: Arts, actual: News
49587, predicted: Computers, actual: Arts
49714, predicted: Home, actual: Business
52669, predicted: Business, actual: Computers
52683, predicted: Business, actual: Regional
52720, predicted: Shopping, actual: Business
52733, predicted: Health, actual: Business
52789, predicted: Business, actual: Regional
52830, predicted: Business, actual: Regional
52858, predicted: Computers, actual: Business
58235, predicted: Computers, actual: Regional
45211, predicted: Computers, actual: Regional
45276, predicted: Reference, actual: Computers
45409, predicted: Kids, actual: Computers
45541, predicted: Business, actual: Computers
45627, predicted: Business, actual: Computers
45951, predicted: Computers, actual: Games
46041, predicted: Kids, actual: Regional
46221, predicted: Computers, actual: Games
46425, predicted: Games, actual: Kids
46510, predicted: Kids, actual: Games
46567, predicted: Business, actual: Games
48141, predicted: Health, actual: Shopping
48168, predicted: Business, actual: Health
48187, predicted: Arts, actual: Health
48208, predicted: Society, actual: Health
48223, predicted: Shopping, actual: Kids
48252, predicted: Society, actual: Regional
48267, predicted: Society, actual: News
48282, predicted: Society, actual: Regional
48330, predicted: Shopping, actual: Business
48368, predicted: Computers, actual: Shopping
48440, predicted: Shopping, actual: Society
48506, predicted: Reference, actual: Society
48557, predicted: Society, actual: Adult
48589, predicted: Games, actual: Adult
48664, predicted: Shopping, actual: Adult
48724, predicted: Shopping, actual: Adult
48772, predicted: Recreation, actual: Adult
48792, predicted: Kids, actual: Arts
48871, predicted: Computers, actual: Kids
48877, predicted: Society, actual: Arts
48960, predicted: Arts, actual: Kids
49151, predicted: Computers, actual: Arts
49271, predicted: Games, actual: Arts
49390, predicted: Shopping, actual: Computers
49422, predicted: Arts, actual: Games
49435, predicted: Shopping, actual: Games
49444, predicted: Computers, actual: Games
49515, predicted: Shopping, actual: Games
51590, predicted: Computers, actual: Games
51614, predicted: Society, actual: Games
51647, predicted: Sports, actual: Games
51691, predicted: Shopping, actual: Health
51795, predicted: Computers, actual: Health
51829, predicted: Society, actual: Health
51923, predicted: Arts, actual: Health
51947, predicted: Sports, actual: Health
52060, predicted: Computers, actual: Health
52069, predicted: Business, actual: Health
52125, predicted: Computers, actual: Health
52147, predicted: Arts, actual: Health
52169, predicted: Shopping, actual: Health
52250, predicted: Society, actual: Health
52280, predicted: Shopping, actual: Health
52334, predicted: Shopping, actual: Home
52337, predicted: Society, actual: Kids
52405, predicted: Health, actual: Kids
52414, predicted: Business, actual: Society
52449, predicted: Shopping, actual: News
52457, predicted: Sports, actual: News
52514, predicted: Recreation, actual: News
52534, predicted: Shopping, actual: News
52564, predicted: Society, actual: News
52580, predicted: Shopping, actual: News
58230, predicted: Shopping, actual: Recreation
37290, predicted: Recreation, actual: Regional
37301, predicted: Business, actual: Recreation
37919, predicted: Reference, actual: Regional
38330, predicted: News, actual: Regional
38868, predicted: Business, actual: Shopping
39656, predicted: News, actual: Society
39729, predicted: Arts, actual: Society
40260, predicted: Business, actual: Society
40429, predicted: Recreation, actual: Sports
41643, predicted: Recreation, actual: Adult
42707, predicted: Arts, actual: Adult
42760, predicted: Business, actual: Shopping
44105, predicted: Recreation, actual: Adult
44171, predicted: Arts, actual: Kids
44184, predicted: Recreation, actual: Arts
44203, predicted: Science, actual: Arts
44290, predicted: Business, actual: Arts
44297, predicted: Recreation, actual: Arts
44315, predicted: Adult, actual: Arts
44327, predicted: Arts, actual: Kids
44407, predicted: Reference, actual: Arts
44413, predicted: Computers, actual: Arts
44457, predicted: Recreation, actual: Arts
44463, predicted: Recreation, actual: Arts
44487, predicted: Business, actual: Arts
44506, predicted: Arts, actual: Business
44556, predicted: Business, actual: Arts
44598, predicted: Recreation, actual: Reference
44632, predicted: Business, actual: Arts
44789, predicted: Recreation, actual: Arts
45389, predicted: Business, actual: Arts
45497, predicted: Society, actual: Arts
45528, predicted: Recreation, actual: Arts
45548, predicted: Business, actual: Arts
45896, predicted: Computers, actual: Arts
45899, predicted: Recreation, actual: Arts
45902, predicted: Arts, actual: Games
45926, predicted: Recreation, actual: Arts
45977, predicted: Recreation, actual: Games
46071, predicted: Health, actual: Arts
46073, predicted: Recreation, actual: Arts
46077, predicted: Computers, actual: Arts
46171, predicted: Recreation, actual: Arts
46191, predicted: Kids, actual: Arts
46217, predicted: Recreation, actual: Reference
46220, predicted: Recreation, actual: Society
46327, predicted: Arts, actual: Kids
46439, predicted: Recreation, actual: Arts
46500, predicted: Business, actual: Arts
46506, predicted: Home, actual: Arts
46529, predicted: Business, actual: Arts
46590, predicted: Computers, actual: Arts
46745, predicted: Business, actual: Arts
46764, predicted: Business, actual: Arts
46778, predicted: Computers, actual: Arts
46781, predicted: Business, actual: Arts
46820, predicted: Recreation, actual: Arts
46877, predicted: Adult, actual: Arts
46894, predicted: Arts, actual: News
46962, predicted: Recreation, actual: Arts
46979, predicted: Recreation, actual: Arts
46988, predicted: Recreation, actual: Arts
47042, predicted: Recreation, actual: Arts
47223, predicted: Shopping, actual: Arts
47490, predicted: Computers, actual: Shopping
47664, predicted: Recreation, actual: Arts
47686, predicted: Recreation, actual: Arts
47722, predicted: Shopping, actual: Arts
47731, predicted: Recreation, actual: Arts
47747, predicted: Recreation, actual: Arts
