47238, predicted: News, actual: Arts
46715, predicted: Society, actual: Arts
46725, predicted: Society, actual: Arts
46745, predicted: Sports, actual: Arts
46754, predicted: Sports, actual: Arts
46765, predicted: Computers, actual: Arts
46774, predicted: Society, actual: Arts
46778, predicted: Society, actual: Arts
46781, predicted: Society, actual: Arts
46820, predicted: News, actual: Arts
46839, predicted: Games, actual: Arts
46849, predicted: Recreation, actual: Arts
46894, predicted: Home, actual: Arts
46911, predicted: Sports, actual: Arts
46934, predicted: Society, actual: Arts
46962, predicted: Society, actual: Arts
46964, predicted: Reference, actual: Arts
46979, predicted: Home, actual: Arts
47035, predicted: Society, actual: Arts
47047, predicted: Society, actual: Arts
47055, predicted: Society, actual: Arts
47077, predicted: Society, actual: Arts
47100, predicted: Sports, actual: Shopping
47160, predicted: Society, actual: Arts
47213, predicted: Computers, actual: Arts
47223, predicted: Shopping, actual: Arts
47297, predicted: Society, actual: Arts
47361, predicted: Sports, actual: Arts
47367, predicted: Home, actual: Arts
47385, predicted: Computers, actual: Arts
47397, predicted: Computers, actual: Arts
47420, predicted: Computers, actual: Arts
47435, predicted: Computers, actual: Arts
47441, predicted: Computers, actual: Arts
47451, predicted: Kids, actual: Arts
47490, predicted: Arts, actual: Recreation
47502, predicted: Computers, actual: Arts
47507, predicted: Games, actual: Arts
47517, predicted: Adult, actual: Arts
47523, predicted: Recreation, actual: Arts
47529, predicted: Society, actual: Arts
47530, predicted: Reference, actual: Arts
47575, predicted: Health, actual: Arts
47592, predicted: Society, actual: Arts
47618, predicted: Computers, actual: Business
47678, predicted: Recreation, actual: Business
47731, predicted: Science, actual: Business
47743, predicted: Recreation, actual: Business
47747, predicted: Kids, actual: Business
47749, predicted: Shopping, actual: Business
47770, predicted: Recreation, actual: Business
47773, predicted: Computers, actual: Business
47780, predicted: Society, actual: Business
47784, predicted: Shopping, actual: Business
47786, predicted: Reference, actual: Business
47802, predicted: Regional, actual: Business
47810, predicted: Society, actual: Business
47818, predicted: Health, actual: Business
47860, predicted: Recreation, actual: Business
47912, predicted: Health, actual: Business
47963, predicted: Science, actual: Business
48037, predicted: Science, actual: Business
48050, predicted: Business, actual: Society
48120, predicted: Society, actual: Business
48128, predicted: Shopping, actual: Business
48246, predicted: Sports, actual: Business
48248, predicted: Shopping, actual: Business
49773, predicted: Shopping, actual: Business
52866, predicted: Computers, actual: Business
47293, predicted: Computers, actual: Business
47365, predicted: Health, actual: Business
47549, predicted: Health, actual: Business
49552, predicted: Society, actual: Business
49559, predicted: Society, actual: Business
49564, predicted: Computers, actual: Business
49574, predicted: Arts, actual: Business
49587, predicted: Kids, actual: Recreation
49600, predicted: Shopping, actual: Business
49619, predicted: Shopping, actual: Business
52669, predicted: Home, actual: Business
52683, predicted: Home, actual: Business
52729, predicted: Computers, actual: Business
52749, predicted: Computers, actual: Business
52830, predicted: Computers, actual: Business
58235, predicted: Society, actual: Business
45211, predicted: Society, actual: Business
45409, predicted: Business, actual: Computers
45541, predicted: Society, actual: Business
45627, predicted: Society, actual: Business
46320, predicted: Kids, actual: Business
46425, predicted: Shopping, actual: Business
46510, predicted: Computers, actual: Business
47118, predicted: Society, actual: Business
48168, predicted: Society, actual: Business
48223, predicted: Shopping, actual: Business
48323, predicted: Home, actual: Business
48432, predicted: Shopping, actual: Business
48440, predicted: Society, actual: Computers
48445, predicted: Business, actual: Computers
48473, predicted: Society, actual: Computers
48566, predicted: Business, actual: Computers
48591, predicted: Arts, actual: Computers
48630, predicted: Business, actual: Computers
48657, predicted: Reference, actual: Computers
48664, predicted: Business, actual: Computers
48717, predicted: Business, actual: Computers
48724, predicted: Shopping, actual: Computers
48731, predicted: Business, actual: Computers
48753, predicted: Business, actual: Computers
48772, predicted: Computers, actual: Science
48915, predicted: Shopping, actual: Computers
49024, predicted: Society, actual: Computers
49091, predicted: Games, actual: Recreation
49101, predicted: Business, actual: Recreation
49229, predicted: Health, actual: Recreation
49230, predicted: Computers, actual: Reference
49253, predicted: Society, actual: Reference
49346, predicted: Science, actual: Regional
49358, predicted: Arts, actual: Science
49362, predicted: Computers, actual: Science
49390, predicted: Shopping, actual: Computers
49408, predicted: News, actual: Games
49422, predicted: Society, actual: Health
49435, predicted: Adult, actual: Health
49515, predicted: Computers, actual: Health
51647, predicted: Home, actual: Health
51665, predicted: Society, actual: Health
51691, predicted: Regional, actual: Home
51694, predicted: Business, actual: Society
51743, predicted: Kids, actual: Home
51923, predicted: Kids, actual: Home
51959, predicted: Arts, actual: Kids
52060, predicted: Arts, actual: Kids
52069, predicted: Health, actual: Kids
52125, predicted: Recreation, actual: Kids
52147, predicted: Science, actual: Kids
52250, predicted: Recreation, actual: Kids
52280, predicted: Recreation, actual: Kids
52334, predicted: Recreation, actual: Kids
52337, predicted: Recreation, actual: Sports
52374, predicted: Recreation, actual: Kids
52405, predicted: Home, actual: Kids
52414, predicted: Health, actual: Kids
52564, predicted: Business, actual: News
52580, predicted: Computers, actual: Business
58230, predicted: Business, actual: News
37132, predicted: News, actual: Society
37290, predicted: Health, actual: News
37301, predicted: Arts, actual: News
37517, predicted: Regional, actual: News
37932, predicted: Regional, actual: News
38254, predicted: Recreation, actual: News
38330, predicted: Recreation, actual: News
38436, predicted: Society, actual: News
38447, predicted: Science, actual: News
38466, predicted: Science, actual: News
38496, predicted: Regional, actual: News
38674, predicted: Games, actual: News
38803, predicted: Computers, actual: News
39729, predicted: Shopping, actual: Recreation
40472, predicted: Shopping, actual: Recreation
40625, predicted: Games, actual: Recreation
41250, predicted: Arts, actual: Recreation
41486, predicted: Business, actual: Recreation
41643, predicted: Science, actual: Recreation
42022, predicted: Regional, actual: Recreation
42553, predicted: Sports, actual: Recreation
42760, predicted: Sports, actual: Recreation
42998, predicted: Science, actual: Recreation
43142, predicted: Computers, actual: Recreation
43780, predicted: Regional, actual: Recreation
44033, predicted: Games, actual: Recreation
44085, predicted: Science, actual: Recreation
44175, predicted: Sports, actual: Recreation
44244, predicted: Health, actual: Recreation
44250, predicted: Sports, actual: Recreation
44273, predicted: Computers, actual: Recreation
44315, predicted: Reference, actual: Recreation
44399, predicted: Science, actual: Recreation
44441, predicted: Kids, actual: Recreation
44454, predicted: Reference, actual: Recreation
44455, predicted: Games, actual: Recreation
44457, predicted: Regional, actual: Recreation
44463, predicted: Shopping, actual: Recreation
44539, predicted: Health, actual: Recreation
44553, predicted: Science, actual: Recreation
44556, predicted: Science, actual: Recreation
44558, predicted: Health, actual: Recreation
44639, predicted: Science, actual: Recreation
44681, predicted: Arts, actual: Recreation
44725, predicted: News, actual: Recreation
44835, predicted: Computers, actual: Recreation
44934, predicted: Games, actual: Recreation
44990, predicted: Arts, actual: Recreation
45081, predicted: Games, actual: Recreation
45148, predicted: News, actual: Recreation
45181, predicted: Kids, actual: Recreation
45219, predicted: Arts, actual: Recreation
45222, predicted: Computers, actual: Recreation
45237, predicted: Computers, actual: Recreation
45250, predicted: Arts, actual: Recreation
45528, predicted: Regional, actual: Recreation
45559, predicted: Kids, actual: Recreation
45605, predicted: Recreation, actual: Society
45615, predicted: Reference, actual: Recreation
45647, predicted: Games, actual: Recreation
45680, predicted: Arts, actual: Society
45830, predicted: Games, actual: Recreation
45835, predicted: Reference, actual: Recreation
45926, predicted: Recreation, actual: Society
46071, predicted: News, actual: Recreation
46172, predicted: Recreation, actual: Society
46352, predicted: Arts, actual: Recreation
46361, predicted: Kids, actual: Recreation
46407, predicted: Home, actual: Recreation
46419, predicted: Arts, actual: Recreation
46451, predicted: Home, actual: Recreation
46566, predicted: Health, actual: Recreation
46587, predicted: Health, actual: Recreation
46620, predicted: Arts, actual: Recreation
46640, predicted: Arts, actual: Recreation
46691, predicted: Science, actual: Recreation
46725, predicted: Science, actual: Recreation
46754, predicted: Science, actual: Recreation
46764, predicted: Computers, actual: Recreation
46765, predicted: Games, actual: Recreation
46774, predicted: Business, actual: Recreation
46790, predicted: Science, actual: Recreation
46796, predicted: Health, actual: Recreation
46820, predicted: Society, actual: Recreation
46849, predicted: Business, actual: Recreation
46877, predicted: Regional, actual: Recreation
46918, predicted: Sports, actual: Recreation
46979, predicted: Society, actual: Recreation
47055, predicted: Science, actual: Recreation
47213, predicted: Regional, actual: Recreation
47263, predicted: Business, actual: Recreation
47361, predicted: News, actual: Reference
47375, predicted: Health, actual: Reference
47385, predicted: Reference, actual: Society
47397, predicted: Science, actual: Reference
47407, predicted: Society, actual: Reference
47420, predicted: Recreation, actual: Reference
47472, predicted: Recreation, actual: Reference
47474, predicted: Games, actual: Reference
47490, predicted: Science, actual: Reference
47502, predicted: Computers, actual: Reference
47506, predicted: Business, actual: Reference
47507, predicted: Regional, actual: Reference
47517, predicted: Business, actual: Reference
47523, predicted: Computers, actual: Reference
47529, predicted: Recreation, actual: Reference
47559, predicted: Science, actual: Reference
47636, predicted: Recreation, actual: Reference
47678, predicted: Science, actual: Reference
47725, predicted: Computers, actual: Reference
47731, predicted: Computers, actual: Reference
47743, predicted: Computers, actual: Reference
47747, predicted: Computers, actual: Reference
47749, predicted: Business, actual: Reference
47762, predicted: Games, actual: Reference
47770, predicted: Business, actual: Reference
47773, predicted: Computers, actual: Reference
47780, predicted: Business, actual: Reference
47786, predicted: Society, actual: Reference
47818, predicted: Science, actual: Reference
47825, predicted: Computers, actual: Reference
47916, predicted: Reference, actual: Shopping
47965, predicted: Computers, actual: Reference
48029, predicted: Arts, actual: Shopping
48057, predicted: Kids, actual: Reference
48081, predicted: Recreation, actual: Reference
48194, predicted: Arts, actual: Reference
48199, predicted: Science, actual: Reference
47238, predicted: Games, actual: Reference
47365, predicted: News, actual: Reference
47459, predicted: Kids, actual: Reference
49552, predicted: Home, actual: Reference
49559, predicted: Science, actual: Reference
49568, predicted: Science, actual: Reference
49574, predicted: Sports, actual: Regional
49600, predicted: Business, actual: Regional
49619, predicted: Business, actual: Regional
49667, predicted: Business, actual: Regional
49701, predicted: Shopping, actual: Regional
49740, predicted: Recreation, actual: Regional
52683, predicted: Health, actual: Regional
52720, predicted: Health, actual: Regional
52729, predicted: Regional, actual: Society
52733, predicted: Recreation, actual: Regional
52749, predicted: Business, actual: Regional
52780, predicted: Computers, actual: Regional
52789, predicted: Arts, actual: Regional
52830, predicted: Business, actual: Regional
52846, predicted: Recreation, actual: Regional
52858, predicted: Business, actual: Regional
58235, predicted: Health, actual: Regional
45211, predicted: Science, actual: Regional
45409, predicted: Recreation, actual: Regional
45541, predicted: Science, actual: Regional
45627, predicted: Science, actual: Regional
45832, predicted: Science, actual: Regional
45949, predicted: Science, actual: Regional
45951, predicted: Science, actual: Regional
46221, predicted: Reference, actual: Science
46887, predicted: Home, actual: Science
48168, predicted: Home, actual: Science
48187, predicted: Health, actual: Science
48208, predicted: Business, actual: Science
48267, predicted: Reference, actual: Science
48282, predicted: Reference, actual: Science
48366, predicted: Shopping, actual: Science
48473, predicted: Recreation, actual: Science
48507, predicted: Recreation, actual: Science
48536, predicted: Recreation, actual: Science
48566, predicted: Reference, actual: Science
48589, predicted: Health, actual: Science
48597, predicted: Business, actual: Science
48630, predicted: Business, actual: Science
48717, predicted: Computers, actual: Science
48772, predicted: Shopping, actual: Science
48871, predicted: Business, actual: Science
48877, predicted: News, actual: Science
48960, predicted: Reference, actual: Science
49021, predicted: Health, actual: Science
49075, predicted: Kids, actual: Science
49213, predicted: News, actual: Science
49358, predicted: Regional, actual: Science
49408, predicted: Health, actual: Science
49490, predicted: Reference, actual: Science
49545, predicted: Reference, actual: Science
51614, predicted: Health, actual: Science
51665, predicted: Business, actual: Science
51828, predicted: Shopping, actual: Science
52060, predicted: Computers, actual: Science
52147, predicted: Reference, actual: Science
52250, predicted: Computers, actual: Science
52334, predicted: Computers, actual: Science
52405, predicted: Games, actual: Science
52414, predicted: Reference, actual: Science
52457, predicted: Computers, actual: Science
52534, predicted: Computers, actual: Science
52650, predicted: Health, actual: Science
37517, predicted: Society, actual: Science
37932, predicted: Health, actual: Science
38254, predicted: News, actual: Science
38330, predicted: Games, actual: Science
38405, predicted: News, actual: Science
38436, predicted: News, actual: Science
38447, predicted: Arts, actual: Science
38496, predicted: Games, actual: Science
38674, predicted: Health, actual: Science
38868, predicted: Health, actual: Science
39604, predicted: Reference, actual: Science
39656, predicted: Science, actual: Society
40426, predicted: Society, actual: Science
40429, predicted: Reference, actual: Science
40472, predicted: Reference, actual: Science
40792, predicted: Recreation, actual: Science
41250, predicted: Recreation, actual: Science
42657, predicted: Business, actual: Science
42914, predicted: Reference, actual: Science
42998, predicted: Computers, actual: Science
43170, predicted: Business, actual: Science
43354, predicted: Home, actual: Science
43400, predicted: Reference, actual: Science
43533, predicted: Sports, actual: Science
43681, predicted: Kids, actual: Science
43692, predicted: Business, actual: Science
43729, predicted: Computers, actual: Science
43901, predicted: Business, actual: Science
43909, predicted: Computers, actual: Science
44033, predicted: Reference, actual: Science
44037, predicted: Computers, actual: Science
44106, predicted: Business, actual: Science
44136, predicted: Computers, actual: Science
44138, predicted: Computers, actual: Science
44144, predicted: Computers, actual: Science
44146, predicted: Computers, actual: Science
44161, predicted: Computers, actual: Science
44175, predicted: Business, actual: Science
44203, predicted: Computers, actual: Science
44290, predicted: Recreation, actual: Shopping
44297, predicted: Regional, actual: Shopping
44302, predicted: Reference, actual: Shopping
44315, predicted: Business, actual: Shopping
44316, predicted: Recreation, actual: Shopping
44327, predicted: Recreation, actual: Shopping
44331, predicted: Recreation, actual: Shopping
44339, predicted: Recreation, actual: Shopping
44340, predicted: Recreation, actual: Shopping
44378, predicted: Sports, actual: Shopping
44401, predicted: Recreation, actual: Shopping
44407, predicted: Arts, actual: Shopping
44434, predicted: Recreation, actual: Shopping
44441, predicted: Games, actual: Shopping
44455, predicted: Recreation, actual: Shopping
44457, predicted: Recreation, actual: Shopping
44463, predicted: Recreation, actual: Shopping
44487, predicted: Recreation, actual: Shopping
44499, predicted: Kids, actual: Shopping
44553, predicted: Home, actual: Shopping
44561, predicted: Business, actual: Shopping
44598, predicted: Business, actual: Shopping
44632, predicted: Business, actual: Shopping
44784, predicted: Home, actual: Shopping
44807, predicted: Business, actual: Shopping
44835, predicted: Recreation, actual: Shopping
44838, predicted: Recreation, actual: Shopping
44875, predicted: Business, actual: Shopping
44934, predicted: News, actual: Shopping
44990, predicted: Recreation, actual: Shopping
45148, predicted: Recreation, actual: Shopping
45181, predicted: Recreation, actual: Shopping
45237, predicted: Recreation, actual: Shopping
45250, predicted: Recreation, actual: Shopping
45704, predicted: Computers, actual: Shopping
45758, predicted: Computers, actual: Shopping
45892, predicted: Computers, actual: Shopping
45977, predicted: Computers, actual: Shopping
45987, predicted: Computers, actual: Shopping
46172, predicted: Business, actual: Shopping
46191, predicted: Business, actual: Shopping
46283, predicted: Society, actual: Shopping
46319, predicted: Home, actual: Shopping
46327, predicted: Business, actual: Shopping
46352, predicted: Arts, actual: Shopping
46407, predicted: Home, actual: Shopping
46500, predicted: Society, actual: Shopping
46506, predicted: Arts, actual: Shopping
46849, predicted: Society, actual: Shopping
46964, predicted: Regional, actual: Shopping
47055, predicted: Reference, actual: Shopping
47077, predicted: Health, actual: Shopping
47100, predicted: Home, actual: Shopping
47223, predicted: Sports, actual: Shopping
47297, predicted: Business, actual: Shopping
47517, predicted: Health, actual: Shopping
47521, predicted: Business, actual: Shopping
47523, predicted: Health, actual: Shopping
47529, predicted: Business, actual: Shopping
47559, predicted: Computers, actual: Shopping
47636, predicted: Society, actual: Shopping
47722, predicted: Home, actual: Shopping
47749, predicted: Home, actual: Shopping
47773, predicted: Home, actual: Shopping
47780, predicted: Business, actual: Shopping
47784, predicted: Business, actual: Shopping
47802, predicted: Home, actual: Shopping
47825, predicted: Business, actual: Shopping
52866, predicted: Society, actual: Shopping
47238, predicted: Arts, actual: Shopping
47311, predicted: Kids, actual: Shopping
47459, predicted: Business, actual: Shopping
49552, predicted: Reference, actual: Shopping
49568, predicted: Arts, actual: Shopping
49587, predicted: Arts, actual: Shopping
52669, predicted: Home, actual: Shopping
52683, predicted: Arts, actual: Shopping
52720, predicted: Society, actual: Shopping
52780, predicted: Arts, actual: Shopping
52789, predicted: Games, actual: Shopping
52846, predicted: Business, actual: Shopping
45541, predicted: Reference, actual: Shopping
45627, predicted: Science, actual: Shopping
45951, predicted: Business, actual: Shopping
46041, predicted: Business, actual: Shopping
46510, predicted: Home, actual: Shopping
48141, predicted: Health, actual: Shopping
48208, predicted: Home, actual: Shopping
48330, predicted: Arts, actual: Shopping
48366, predicted: Business, actual: Shopping
48368, predicted: Society, actual: Shopping
48445, predicted: Computers, actual: Shopping
48473, predicted: Home, actual: Shopping
48506, predicted: Business, actual: Shopping
48557, predicted: Business, actual: Shopping
48566, predicted: Computers, actual: Shopping
48585, predicted: Computers, actual: Shopping
48589, predicted: Computers, actual: Shopping
48591, predicted: Recreation, actual: Shopping
48613, predicted: Arts, actual: Shopping
48724, predicted: Society, actual: Shopping
48731, predicted: Arts, actual: Shopping
48772, predicted: Business, actual: Shopping
48915, predicted: Business, actual: Shopping
48960, predicted: Recreation, actual: Shopping
49037, predicted: Business, actual: Shopping
49043, predicted: Business, actual: Shopping
49151, predicted: Computers, actual: Shopping
49253, predicted: Sports, actual: Shopping
49271, predicted: Sports, actual: Shopping
49368, predicted: Sports, actual: Shopping
49390, predicted: Sports, actual: Shopping
49490, predicted: Recreation, actual: Shopping
49515, predicted: Recreation, actual: Shopping
51590, predicted: Games, actual: Shopping
51647, predicted: Business, actual: Shopping
51665, predicted: Computers, actual: Shopping
52147, predicted: Business, actual: Shopping
52414, predicted: Games, actual: Shopping
52534, predicted: Games, actual: Shopping
52593, predicted: Kids, actual: Shopping
52650, predicted: Games, actual: Shopping
37919, predicted: Games, actual: Shopping
38447, predicted: Health, actual: Shopping
38674, predicted: Home, actual: Shopping
40426, predicted: Recreation, actual: Shopping
40784, predicted: Arts, actual: Shopping
41250, predicted: Arts, actual: Shopping
43170, predicted: Society, actual: Shopping
43354, predicted: Society, actual: Shopping
43400, predicted: Society, actual: Shopping
43901, predicted: News, actual: Society
43935, predicted: Arts, actual: Society
44033, predicted: Health, actual: Society
44037, predicted: Home, actual: Society
44085, predicted: Games, actual: Society
44105, predicted: Health, actual: Society
44273, predicted: Shopping, actual: Society
44316, predicted: Sports, actual: Society
44327, predicted: Kids, actual: Society
44401, predicted: Arts, actual: Society
44463, predicted: Arts, actual: Society
44496, predicted: Health, actual: Society
44558, predicted: Games, actual: Society
44561, predicted: Arts, actual: Society
44583, predicted: Reference, actual: Society
44591, predicted: Kids, actual: Society
44598, predicted: Computers, actual: Society
44632, predicted: Computers, actual: Society
44681, predicted: Computers, actual: Society
45219, predicted: Reference, actual: Society
45403, predicted: Sports, actual: Society
45413, predicted: Computers, actual: Society
45497, predicted: Reference, actual: Society
45559, predicted: Computers, actual: Society
45615, predicted: Science, actual: Society
45836, predicted: Reference, actual: Society
45892, predicted: Reference, actual: Society
45899, predicted: Reference, actual: Society
45902, predicted: Reference, actual: Society
45935, predicted: Kids, actual: Society
45987, predicted: Reference, actual: Society
45998, predicted: Reference, actual: Society
46007, predicted: Kids, actual: Society
46057, predicted: Reference, actual: Society
46101, predicted: Kids, actual: Society
46127, predicted: Sports, actual: Society
46171, predicted: Kids, actual: Society
46203, predicted: Home, actual: Society
46217, predicted: Home, actual: Society
46419, predicted: Business, actual: Society
46439, predicted: Reference, actual: Society
46451, predicted: Business, actual: Society
46463, predicted: Health, actual: Society
46507, predicted: Health, actual: Society
46529, predicted: Business, actual: Society
46549, predicted: Home, actual: Society
46566, predicted: Health, actual: Society
46587, predicted: Home, actual: Society
46640, predicted: Kids, actual: Society
46715, predicted: Computers, actual: Society
46745, predicted: Home, actual: Society
46849, predicted: Recreation, actual: Society
46911, predicted: Arts, actual: Society
46924, predicted: Recreation, actual: Society
46962, predicted: Business, actual: Society
46979, predicted: Sports, actual: Society
46988, predicted: Shopping, actual: Society
47035, predicted: Business, actual: Society
47042, predicted: Business, actual: Society
47319, predicted: Arts, actual: Society
47375, predicted: Health, actual: Society
47397, predicted: Sports, actual: Society
47446, predicted: Arts, actual: Society
47451, predicted: Arts, actual: Society
47474, predicted: Arts, actual: Society
47476, predicted: Sports, actual: Society
47506, predicted: Arts, actual: Society
47507, predicted: News, actual: Society
47521, predicted: News, actual: Society
47523, predicted: Arts, actual: Society
47530, predicted: Business, actual: Society
47559, predicted: Health, actual: Society
47618, predicted: Sports, actual: Society
47664, predicted: Reference, actual: Society
47780, predicted: Health, actual: Society
47802, predicted: Science, actual: Society
47810, predicted: Reference, actual: Society
47818, predicted: Reference, actual: Society
47885, predicted: Reference, actual: Society
47914, predicted: Science, actual: Society
48037, predicted: News, actual: Society
48120, predicted: News, actual: Society
48199, predicted: Home, actual: Society
48246, predicted: Shopping, actual: Society
48248, predicted: Shopping, actual: Society
47238, predicted: Shopping, actual: Society
47293, predicted: Sports, actual: Society
49552, predicted: Arts, actual: Society
49559, predicted: Sports, actual: Society
49587, predicted: Health, actual: Society
49600, predicted: Arts, actual: Society
49667, predicted: Home, actual: Society
49701, predicted: Kids, actual: Society
52789, predicted: Health, actual: Society
52830, predicted: Arts, actual: Society
45211, predicted: Sports, actual: Society
45541, predicted: Recreation, actual: Society
46320, predicted: Sports, actual: Society
46510, predicted: Kids, actual: Society
48323, predicted: Business, actual: Society
48507, predicted: Health, actual: Society
48519, predicted: Reference, actual: Society
48522, predicted: News, actual: Society
48532, predicted: Business, actual: Society
48557, predicted: News, actual: Sports
48589, predicted: Recreation, actual: Sports
48664, predicted: Reference, actual: Sports
49022, predicted: News, actual: Sports
49229, predicted: Kids, actual: Sports
49230, predicted: Shopping, actual: Sports
52069, predicted: Regional, actual: Sports
37350, predicted: Reference, actual: Sports
37932, predicted: Society, actual: Sports
38496, predicted: Society, actual: Sports
38674, predicted: Regional, actual: Sports
39656, predicted: Society, actual: Sports
40472, predicted: Recreation, actual: Sports
40732, predicted: Reference, actual: Sports
41219, predicted: Society, actual: Sports
42657, predicted: Recreation, actual: Sports
42914, predicted: Business, actual: Sports
43122, predicted: Kids, actual: Sports
43170, predicted: Games, actual: Sports
44173, predicted: Reference, actual: Sports
44190, predicted: Computers, actual: Sports
44487, predicted: Computers, actual: Sports
45237, predicted: Recreation, actual: Sports
45403, predicted: Society, actual: Sports
45497, predicted: Society, actual: Sports
45559, predicted: Reference, actual: Sports
45615, predicted: Shopping, actual: Sports
45836, predicted: Society, actual: Sports
45884, predicted: Society, actual: Sports
45896, predicted: Recreation, actual: Sports
46101, predicted: Computers, actual: Sports
46171, predicted: Health, actual: Sports
46172, predicted: Computers, actual: Sports
46191, predicted: Games, actual: Sports
46264, predicted: News, actual: Sports
46300, predicted: Society, actual: Sports
46352, predicted: Society, actual: Sports
46462, predicted: Recreation, actual: Sports
46549, predicted: Business, actual: Sports
46587, predicted: Society, actual: Sports
