12288, predicted: ['Business'], actual: Computers
15052, predicted: ['Computers'], actual: Games
205, predicted: ['News'], actual: Society
4303, predicted: ['Business'], actual: Arts
37073, predicted: ['News'], actual: Society
2084, predicted: ['Computers'], actual: Adult
28891, predicted: ['Business'], actual: Science
45281, predicted: ['Business'], actual: Adult
20711, predicted: ['Business'], actual: Home
52604, predicted: ['Home'], actual: Computers
28906, predicted: ['Computers'], actual: Science
235, predicted: ['News'], actual: Arts
56201, predicted: ['Computers'], actual: Kids
15059, predicted: ['Recreation'], actual: Games
16629, predicted: ['Business'], actual: Health
41207, predicted: ['Recreation'], actual: Sports
33016, predicted: ['Sports'], actual: Shopping
28925, predicted: ['Computers'], actual: Science
45316, predicted: ['Business'], actual: Adult
45318, predicted: ['Shopping'], actual: Adult
34867, predicted: ['Sports'], actual: Society
29399, predicted: ['Recreation'], actual: Shopping
37132, predicted: ['Sports'], actual: Society
56202, predicted: ['Recreation'], actual: Kids
16661, predicted: ['Business'], actual: Health
16665, predicted: ['Recreation'], actual: Health
284, predicted: ['Recreation'], actual: Business
28958, predicted: ['Business'], actual: Science
4383, predicted: ['Recreation'], actual: Reference
45347, predicted: ['Sports'], actual: Adult
33064, predicted: ['Arts'], actual: Shopping
4399, predicted: ['Computers'], actual: Arts
10, predicted: ['Arts'], actual: Adult
53555, predicted: ['Society'], actual: Games
12597, predicted: ['Business'], actual: Computers
53560, predicted: ['Sports'], actual: Games
12601, predicted: ['Science'], actual: Computers
56714, predicted: ['Society'], actual: News
45379, predicted: ['Recreation'], actual: Adult
324, predicted: ['Computers'], actual: Business
53578, predicted: ['Society'], actual: Games
27362, predicted: ['Business'], actual: Science
16718, predicted: ['Science'], actual: Health
45391, predicted: ['Recreation'], actual: Adult
37201, predicted: ['News'], actual: Society
45396, predicted: ['Sports'], actual: Adult
25969, predicted: ['Business'], actual: Reference
33116, predicted: ['Sports'], actual: Shopping
41311, predicted: ['Shopping'], actual: Sports
26683, predicted: ['Business'], actual: Regional
29028, predicted: ['Sports'], actual: Science
45413, predicted: ['Society'], actual: Adult
53606, predicted: ['Shopping'], actual: Games
53608, predicted: ['Sports'], actual: Games
362, predicted: ['Reference'], actual: Computers
45799, predicted: ['Shopping'], actual: Arts
4461, predicted: ['Reference'], actual: Arts
8558, predicted: ['Shopping'], actual: Business
37232, predicted: ['Shopping'], actual: Society
43752, predicted: ['Computers'], actual: Business
41331, predicted: ['Computers'], actual: Sports
37238, predicted: ['Sports'], actual: Society
33513, predicted: ['Games'], actual: Shopping
54137, predicted: ['Shopping'], actual: Health
29049, predicted: ['Business'], actual: Science
29051, predicted: ['Business'], actual: Science
19862, predicted: ['Recreation'], actual: Kids
44340, predicted: ['Home'], actual: Science
49545, predicted: ['Science'], actual: Business
394, predicted: ['Business'], actual: Computers
19863, predicted: ['Games'], actual: Kids
16782, predicted: ['Business'], actual: Health
49552, predicted: ['Computers'], actual: Business
12691, predicted: ['Business'], actual: Computers
4501, predicted: ['Business'], actual: Arts
45462, predicted: ['Business'], actual: Kids
4503, predicted: ['Recreation'], actual: Arts
49564, predicted: ['Society'], actual: Business
414, predicted: ['Business'], actual: Computers
49567, predicted: ['Computers'], actual: Business
49568, predicted: ['Computers'], actual: Business
29089, predicted: ['Computers'], actual: Science
418, predicted: ['Business'], actual: Computers
49574, predicted: ['Computers'], actual: Business
4519, predicted: ['Business'], actual: Arts
37288, predicted: ['Business'], actual: Society
55798, predicted: ['Recreation'], actual: Home
12715, predicted: ['Recreation'], actual: Computers
29100, predicted: ['Computers'], actual: Science
4525, predicted: ['Home'], actual: Arts
431, predicted: ['Kids'], actual: Games
20915, predicted: ['Business'], actual: News
12725, predicted: ['Business'], actual: Computers
438, predicted: ['Arts'], actual: Games
29111, predicted: ['Computers'], actual: Science
444, predicted: ['Arts'], actual: Games
8266, predicted: ['Health'], actual: Business
446, predicted: ['Business'], actual: Sports
25024, predicted: ['Business'], actual: Recreation
48544, predicted: ['Shopping'], actual: Business
29123, predicted: ['Computers'], actual: Science
29124, predicted: ['Computers'], actual: Science
20933, predicted: ['Science'], actual: News
25031, predicted: ['Business'], actual: Recreation
4552, predicted: ['Business'], actual: Arts
29129, predicted: ['Business'], actual: Science
29132, predicted: ['Computers'], actual: Science
45517, predicted: ['Society'], actual: Arts
53711, predicted: ['Society'], actual: Health
29137, predicted: ['Computers'], actual: Science
466, predicted: ['Computers'], actual: Games
49619, predicted: ['Arts'], actual: Business
29141, predicted: ['Computers'], actual: Science
55923, predicted: ['Health'], actual: Home
45528, predicted: ['Shopping'], actual: Arts
1444, predicted: ['Computers'], actual: Science
53481, predicted: ['Computers'], actual: Games
20958, predicted: ['Business'], actual: News
36261, predicted: ['Recreation'], actual: Society
44454, predicted: ['Health'], actual: Reference
37350, predicted: ['Arts'], actual: Society
491, predicted: ['Business'], actual: Games
12781, predicted: ['Recreation'], actual: Computers
20978, predicted: ['Arts'], actual: News
57844, predicted: ['Sports'], actual: Reference
33269, predicted: ['Computers'], actual: Shopping
41465, predicted: ['News'], actual: Sports
57860, predicted: ['Society'], actual: Reference
37377, predicted: ['Arts'], actual: Society
41474, predicted: ['Society'], actual: Sports
49667, predicted: ['Shopping'], actual: Business
33284, predicted: ['Business'], actual: Shopping
16901, predicted: ['Recreation'], actual: Health
4616, predicted: ['Computers'], actual: Arts
41486, predicted: ['Arts'], actual: Sports
29201, predicted: ['Business'], actual: Science
29204, predicted: ['Business'], actual: Science
51289, predicted: ['Society'], actual: Computers
45595, predicted: ['Recreation'], actual: Arts
21022, predicted: ['Recreation'], actual: News
58257, predicted: ['Health'], actual: Science
55187, predicted: ['Kids'], actual: Home
56070, predicted: ['Shopping'], actual: Home
29222, predicted: ['Computers'], actual: Science
37416, predicted: ['Home'], actual: Society
16944, predicted: ['Recreation'], actual: Health
21041, predicted: ['Health'], actual: News
57906, predicted: ['Society'], actual: Reference
28766, predicted: ['Health'], actual: Science
8761, predicted: ['Recreation'], actual: Business
45627, predicted: ['Business'], actual: Arts
53821, predicted: ['Business'], actual: Health
9653, predicted: ['Computers'], actual: Business
51296, predicted: ['Society'], actual: Computers
579, predicted: ['Business'], actual: Health
21068, predicted: ['Arts'], actual: News
18530, predicted: ['Business'], actual: Home
29264, predicted: ['Recreation'], actual: Shopping
15159, predicted: ['Business'], actual: Health
29267, predicted: ['Recreation'], actual: Shopping
4693, predicted: ['Recreation'], actual: Arts
57943, predicted: ['Computers'], actual: Reference
21081, predicted: ['Arts'], actual: News
4699, predicted: ['Shopping'], actual: Arts
4705, predicted: ['Business'], actual: Arts
53862, predicted: ['Science'], actual: Health
43793, predicted: ['Business'], actual: Computers
45672, predicted: ['Society'], actual: Arts
4714, predicted: ['News'], actual: Arts
21099, predicted: ['Games'], actual: News
4718, predicted: ['Recreation'], actual: Arts
21103, predicted: ['Health'], actual: News
25201, predicted: ['Business'], actual: Recreation
25935, predicted: ['Business'], actual: Reference
628, predicted: ['Business'], actual: Health
57978, predicted: ['Society'], actual: Reference
5567, predicted: ['Recreation'], actual: Arts
4736, predicted: ['News'], actual: Arts
56760, predicted: ['Society'], actual: News
644, predicted: ['Science'], actual: Health
49798, predicted: ['Society'], actual: Business
25226, predicted: ['Business'], actual: Recreation
21131, predicted: ['Arts'], actual: News
29324, predicted: ['Business'], actual: Shopping
55405, predicted: ['Society'], actual: Health
37656, predicted: ['Arts'], actual: Society
53907, predicted: ['Sports'], actual: Health
25236, predicted: ['Adult'], actual: Recreation
4757, predicted: ['News'], actual: Arts
4758, predicted: ['Recreation'], actual: Reference
4759, predicted: ['Business'], actual: Arts
56772, predicted: ['Business'], actual: News
49818, predicted: ['Regional'], actual: Business
56090, predicted: ['Arts'], actual: Kids
21150, predicted: ['Arts'], actual: News
21152, predicted: ['Arts'], actual: News
19117, predicted: ['Computers'], actual: Kids
37539, predicted: ['Business'], actual: Society
21157, predicted: ['Computers'], actual: News
12967, predicted: ['Business'], actual: Computers
4776, predicted: ['Recreation'], actual: Arts
58025, predicted: ['Society'], actual: Reference
4210, predicted: ['Recreation'], actual: Arts
49838, predicted: ['Society'], actual: Business
49846, predicted: ['Computers'], actual: Business
48585, predicted: ['Computers'], actual: Business
58042, predicted: ['Computers'], actual: Reference
33469, predicted: ['Computers'], actual: Shopping
4800, predicted: ['Adult'], actual: Arts
709, predicted: ['Recreation'], actual: Computers
4806, predicted: ['Computers'], actual: Arts
25288, predicted: ['News'], actual: Reference
58058, predicted: ['Arts'], actual: Regional
4811, predicted: ['Home'], actual: Arts
716, predicted: ['Business'], actual: Home
21197, predicted: ['Recreation'], actual: News
50637, predicted: ['Business'], actual: Computers
21200, predicted: ['Arts'], actual: News
55416, predicted: ['Business'], actual: Health
33493, predicted: ['Games'], actual: Shopping
730, predicted: ['Business'], actual: Home
58075, predicted: ['Sports'], actual: Regional
53984, predicted: ['Kids'], actual: Health
13025, predicted: ['Business'], actual: Computers
58083, predicted: ['Business'], actual: Regional
37604, predicted: ['Computers'], actual: Society
741, predicted: ['Health'], actual: Home
29414, predicted: ['Recreation'], actual: Shopping
21223, predicted: ['Computers'], actual: News
4840, predicted: ['Recreation'], actual: Arts
124, predicted: ['Kids'], actual: Regional
843, predicted: ['Science'], actual: Kids
23335, predicted: ['Arts'], actual: Recreation
21228, predicted: ['Health'], actual: News
56218, predicted: ['Computers'], actual: Kids
4847, predicted: ['Recreation'], actual: Arts
21232, predicted: ['Business'], actual: News
29426, predicted: ['Business'], actual: Shopping
33524, predicted: ['Sports'], actual: Shopping
25334, predicted: ['Science'], actual: Reference
56788, predicted: ['Society'], actual: News
55423, predicted: ['Business'], actual: Health
13052, predicted: ['Science'], actual: Computers
58110, predicted: ['Computers'], actual: Regional
58117, predicted: ['Society'], actual: Regional
37638, predicted: ['Arts'], actual: Society
4871, predicted: ['Recreation'], actual: Arts
58120, predicted: ['Science'], actual: Regional
45835, predicted: ['Health'], actual: Arts
29452, predicted: ['Recreation'], actual: Shopping
37647, predicted: ['News'], actual: Society
41746, predicted: ['Computers'], actual: Sports
792, predicted: ['Science'], actual: Home
49951, predicted: ['Computers'], actual: Business
25376, predicted: ['Health'], actual: Reference
13089, predicted: ['Business'], actual: Computers
58147, predicted: ['Business'], actual: Science
804, predicted: ['Business'], actual: Home
25382, predicted: ['Recreation'], actual: Reference
13095, predicted: ['Recreation'], actual: Computers
25387, predicted: ['Recreation'], actual: Reference
58156, predicted: ['Computers'], actual: Science
58266, predicted: ['Business'], actual: Science
28125, predicted: ['Recreation'], actual: Science
816, predicted: ['Business'], actual: Kids
45875, predicted: ['Computers'], actual: Arts
57857, predicted: ['Health'], actual: Reference
29502, predicted: ['Business'], actual: Shopping
26351, predicted: ['Recreation'], actual: Reference
832, predicted: ['Computers'], actual: Kids
25410, predicted: ['Society'], actual: Reference
29079, predicted: ['Business'], actual: Science
56118, predicted: ['Sports'], actual: Kids
37706, predicted: ['Health'], actual: Society
58187, predicted: ['Shopping'], actual: Science
844, predicted: ['Business'], actual: Kids
45902, predicted: ['Society'], actual: Arts
847, predicted: ['Shopping'], actual: Recreation
29522, predicted: ['Business'], actual: Shopping
21332, predicted: ['Arts'], actual: News
4238, predicted: ['Recreation'], actual: Arts
25431, predicted: ['Home'], actual: Reference
32030, predicted: ['Home'], actual: Shopping
861, predicted: ['Science'], actual: Kids
862, predicted: ['Computers'], actual: Kids
41827, predicted: ['Computers'], actual: Sports
13156, predicted: ['Business'], actual: Computers
21349, predicted: ['Arts'], actual: News
17254, predicted: ['Recreation'], actual: Health
9064, predicted: ['Computers'], actual: Business
19260, predicted: ['Recreation'], actual: Kids
21362, predicted: ['Recreation'], actual: News
25460, predicted: ['Recreation'], actual: Reference
17214, predicted: ['Business'], actual: Health
831, predicted: ['Society'], actual: Kids
41852, predicted: ['Shopping'], actual: Sports
45951, predicted: ['Society'], actual: Arts
21379, predicted: ['Sports'], actual: News
46812, predicted: ['Shopping'], actual: Arts
58245, predicted: ['Society'], actual: Science
29574, predicted: ['Business'], actual: Shopping
25480, predicted: ['Computers'], actual: Reference
21386, predicted: ['Recreation'], actual: News
17291, predicted: ['Business'], actual: Health
45890, predicted: ['Health'], actual: Arts
25486, predicted: ['Computers'], actual: Reference
13200, predicted: ['Business'], actual: Computers
913, predicted: ['Business'], actual: Science
1667, predicted: ['Arts'], actual: Society
17302, predicted: ['Business'], actual: Health
37700, predicted: ['Recreation'], actual: Society
50074, predicted: ['Arts'], actual: Business
21403, predicted: ['Science'], actual: News
6298, predicted: ['News'], actual: Business
21406, predicted: ['Health'], actual: News
29601, predicted: ['Business'], actual: Shopping
50088, predicted: ['Computers'], actual: Business
25514, predicted: ['Science'], actual: Reference
29511, predicted: ['Recreation'], actual: Shopping
9132, predicted: ['News'], actual: Business
13810, predicted: ['Recreation'], actual: Games
37809, predicted: ['Computers'], actual: Society
54194, predicted: ['Business'], actual: Health
58293, predicted: ['Shopping'], actual: Science
46014, predicted: ['Society'], actual: Arts
21440, predicted: ['Computers'], actual: News
4939, predicted: ['Recreation'], actual: Arts
37828, predicted: ['Adult'], actual: Society
54213, predicted: ['Business'], actual: Health
966, predicted: ['Arts'], actual: News
975, predicted: ['Regional'], actual: News
21461, predicted: ['Recreation'], actual: News
989, predicted: ['Business'], actual: News
17374, predicted: ['Home'], actual: Health
9183, predicted: ['Arts'], actual: Business
58337, predicted: ['News'], actual: Science
25571, predicted: ['Business'], actual: Reference
20646, predicted: ['Recreation'], actual: Health
13286, predicted: ['Games'], actual: Computers
23377, predicted: ['Arts'], actual: Recreation
13288, predicted: ['Health'], actual: Computers
54249, predicted: ['Business'], actual: Health
1002, predicted: ['Arts'], actual: News
50155, predicted: ['Arts'], actual: Business
58348, predicted: ['Society'], actual: Science
3582, predicted: ['Health'], actual: Arts
17398, predicted: ['Society'], actual: Health
25593, predicted: ['Business'], actual: Reference
21502, predicted: ['Shopping'], actual: Recreation
1026, predicted: ['Business'], actual: News
25603, predicted: ['Recreation'], actual: Reference
25605, predicted: ['Science'], actual: Reference
50183, predicted: ['Shopping'], actual: Business
13320, predicted: ['Arts'], actual: Computers
17418, predicted: ['Business'], actual: Health
23383, predicted: ['Arts'], actual: Recreation
54289, predicted: ['Business'], actual: Health
20654, predicted: ['Recreation'], actual: Health
25623, predicted: ['Recreation'], actual: Reference
13336, predicted: ['Recreation'], actual: Computers
25625, predicted: ['Regional'], actual: Reference
885, predicted: ['News'], actual: Science
29724, predicted: ['Business'], actual: Shopping
45343, predicted: ['Society'], actual: Health
21534, predicted: ['Shopping'], actual: Recreation
50211, predicted: ['Computers'], actual: Business
29736, predicted: ['Recreation'], actual: Shopping
21545, predicted: ['Health'], actual: Recreation
29740, predicted: ['Recreation'], actual: Shopping
58413, predicted: ['Business'], actual: Science
46127, predicted: ['Society'], actual: Arts
21552, predicted: ['Games'], actual: Recreation
29752, predicted: ['News'], actual: Shopping
58425, predicted: ['Computers'], actual: Science
58426, predicted: ['Shopping'], actual: Science
58431, predicted: ['Shopping'], actual: Science
29762, predicted: ['Recreation'], actual: Shopping
54343, predicted: ['Society'], actual: Health
9289, predicted: ['Business'], actual: Recreation
58444, predicted: ['Arts'], actual: Shopping
37965, predicted: ['Health'], actual: Society
13390, predicted: ['Science'], actual: Computers
51384, predicted: ['Arts'], actual: Computers
33874, predicted: ['Arts'], actual: Shopping
25443, predicted: ['Business'], actual: Reference
24078, predicted: ['Business'], actual: Recreation
54359, predicted: ['Society'], actual: Health
25688, predicted: ['Recreation'], actual: Reference
50266, predicted: ['Regional'], actual: Business
9309, predicted: ['Home'], actual: Recreation
17505, predicted: ['Business'], actual: Health
33891, predicted: ['Arts'], actual: Shopping
5221, predicted: ['Computers'], actual: Shopping
37991, predicted: ['Business'], actual: Society
20668, predicted: ['Business'], actual: Health
1131, predicted: ['Games'], actual: Recreation
29544, predicted: ['Business'], actual: Shopping
54387, predicted: ['Arts'], actual: Health
21621, predicted: ['Computers'], actual: Recreation
13436, predicted: ['Recreation'], actual: Computers
58218, predicted: ['Sports'], actual: Science
50305, predicted: ['Computers'], actual: Business
33924, predicted: ['Arts'], actual: Shopping
4403, predicted: ['Business'], actual: Arts
13451, predicted: ['Health'], actual: Computers
46220, predicted: ['Home'], actual: Arts
29838, predicted: ['Business'], actual: Shopping
1167, predicted: ['Arts'], actual: Recreation
58512, predicted: ['Home'], actual: Shopping
56856, predicted: ['Society'], actual: News
50322, predicted: ['Computers'], actual: Business
50325, predicted: ['Shopping'], actual: Business
5270, predicted: ['Health'], actual: Arts
1175, predicted: ['Health'], actual: Recreation
5276, predicted: ['Recreation'], actual: Arts
50335, predicted: ['Computers'], actual: Business
50338, predicted: ['Computers'], actual: Business
1187, predicted: ['Home'], actual: Recreation
17574, predicted: ['Business'], actual: Health
38062, predicted: ['Business'], actual: Society
54460, predicted: ['Society'], actual: Health
54453, predicted: ['Business'], actual: Health
21686, predicted: ['Business'], actual: Recreation
17268, predicted: ['Computers'], actual: Health
42170, predicted: ['Shopping'], actual: Sports
5223, predicted: ['Shopping'], actual: Arts
1213, predicted: ['Arts'], actual: Reference
54462, predicted: ['Arts'], actual: Health
17599, predicted: ['Business'], actual: Health
54464, predicted: ['Shopping'], actual: Health
9409, predicted: ['Health'], actual: Business
25794, predicted: ['Health'], actual: Reference
25796, predicted: ['Health'], actual: Reference
1221, predicted: ['Business'], actual: Shopping
46283, predicted: ['Computers'], actual: Arts
9420, predicted: ['Science'], actual: Business
56866, predicted: ['Arts'], actual: News
13518, predicted: ['Arts'], actual: Computers
16589, predicted: ['Arts'], actual: Health
21712, predicted: ['Regional'], actual: Recreation
58233, predicted: ['Shopping'], actual: Science
14635, predicted: ['Shopping'], actual: Games
10447, predicted: ['Reference'], actual: Business
46300, predicted: ['Society'], actual: Arts
13536, predicted: ['Recreation'], actual: Computers
25826, predicted: ['Recreation'], actual: Reference
58235, predicted: ['Shopping'], actual: Science
1254, predicted: ['Business'], actual: Reference
4305, predicted: ['Recreation'], actual: Arts
1256, predicted: ['Business'], actual: Reference
26638, predicted: ['News'], actual: Regional
44583, predicted: ['Computers'], actual: Science
54508, predicted: ['Society'], actual: Health
46319, predicted: ['Society'], actual: Arts
1267, predicted: ['Arts'], actual: Business
25846, predicted: ['Computers'], actual: Reference
34345, predicted: ['Shopping'], actual: Society
46329, predicted: ['Recreation'], actual: Arts
25853, predicted: ['Arts'], actual: Reference
5374, predicted: ['Recreation'], actual: Arts
46337, predicted: ['Sports'], actual: Arts
25862, predicted: ['Computers'], actual: Reference
1288, predicted: ['Business'], actual: Reference
32300, predicted: ['Home'], actual: Shopping
1290, predicted: ['Arts'], actual: Reference
1291, predicted: ['Science'], actual: Reference
25868, predicted: ['Computers'], actual: Reference
1295, predicted: ['Arts'], actual: Reference
725, predicted: ['Computers'], actual: Home
5678, predicted: ['Recreation'], actual: Arts
46358, predicted: ['Society'], actual: Arts
5401, predicted: ['Business'], actual: Arts
5402, predicted: ['Shopping'], actual: Arts
50459, predicted: ['Recreation'], actual: Business
14554, predicted: ['Recreation'], actual: Games
50466, predicted: ['Recreation'], actual: Business
42276, predicted: ['Health'], actual: Sports
29989, predicted: ['Computers'], actual: Shopping
21801, predicted: ['Sports'], actual: Recreation
29997, predicted: ['Computers'], actual: Shopping
5422, predicted: ['Recreation'], actual: Arts
54576, predicted: ['Sports'], actual: Health
25905, predicted: ['Business'], actual: Reference
56883, predicted: ['Society'], actual: News
25909, predicted: ['Home'], actual: Reference
50487, predicted: ['Shopping'], actual: Business
50740, predicted: ['Recreation'], actual: Computers
5434, predicted: ['Recreation'], actual: Arts
1339, predicted: ['Computers'], actual: Reference
5436, predicted: ['Recreation'], actual: Arts
50495, predicted: ['Shopping'], actual: Business
38209, predicted: ['Science'], actual: Sports
42307, predicted: ['Health'], actual: Sports
54601, predicted: ['Games'], actual: Health
55829, predicted: ['Shopping'], actual: Home
9551, predicted: ['Home'], actual: Business
1362, predicted: ['News'], actual: Regional
47400, predicted: ['Health'], actual: Arts
48014, predicted: ['Arts'], actual: Society
46423, predicted: ['Business'], actual: Arts
13656, predicted: ['Recreation'], actual: Games
46425, predicted: ['Business'], actual: Arts
26369, predicted: ['Arts'], actual: Reference
58717, predicted: ['Recreation'], actual: Shopping
1374, predicted: ['Shopping'], actual: Regional
13665, predicted: ['Kids'], actual: Games
1379, predicted: ['Business'], actual: Regional
25956, predicted: ['Business'], actual: Reference
1383, predicted: ['News'], actual: Regional
40508, predicted: ['Computers'], actual: Sports
9580, predicted: ['News'], actual: Business
57194, predicted: ['Arts'], actual: Recreation
9582, predicted: ['News'], actual: Business
30065, predicted: ['Computers'], actual: Shopping
26387, predicted: ['Business'], actual: Reference
46451, predicted: ['Society'], actual: Arts
25975, predicted: ['Business'], actual: Reference
22551, predicted: ['Games'], actual: Recreation
58260, predicted: ['Business'], actual: Science
34171, predicted: ['Society'], actual: Shopping
12522, predicted: ['Business'], actual: Computers
1412, predicted: ['Computers'], actual: Science
5509, predicted: ['News'], actual: Arts
5512, predicted: ['Recreation'], actual: Arts
58737, predicted: ['Recreation'], actual: Shopping
5520, predicted: ['News'], actual: Arts
54677, predicted: ['Business'], actual: Health
19353, predicted: ['Business'], actual: Kids
29508, predicted: ['Recreation'], actual: Shopping
54682, predicted: ['Computers'], actual: Health
54684, predicted: ['Shopping'], actual: Health
19354, predicted: ['Recreation'], actual: Kids
9631, predicted: ['Computers'], actual: Business
30112, predicted: ['Computers'], actual: Shopping
5539, predicted: ['Recreation'], actual: Arts
46500, predicted: ['Society'], actual: Arts
46501, predicted: ['Recreation'], actual: Arts
1446, predicted: ['Arts'], actual: Science
46505, predicted: ['Games'], actual: Arts
50604, predicted: ['Adult'], actual: Computers
54701, predicted: ['Business'], actual: Health
50607, predicted: ['Business'], actual: Computers
22771, predicted: ['Business'], actual: Recreation
1461, predicted: ['Health'], actual: Science
50614, predicted: ['Society'], actual: Computers
26039, predicted: ['Computers'], actual: Reference
55969, predicted: ['Society'], actual: Home
5562, predicted: ['Business'], actual: Arts
1467, predicted: ['Business'], actual: Regional
1468, predicted: ['Recreation'], actual: Society
26047, predicted: ['Computers'], actual: Reference
19360, predicted: ['Recreation'], actual: Kids
54722, predicted: ['Society'], actual: Health
42438, predicted: ['Computers'], actual: Sports
13773, predicted: ['Recreation'], actual: Games
22776, predicted: ['Regional'], actual: Recreation
51449, predicted: ['Arts'], actual: Computers
42456, predicted: ['Society'], actual: Sports
1500, predicted: ['Regional'], actual: Shopping
26077, predicted: ['Health'], actual: Reference
17888, predicted: ['Kids'], actual: Health
5605, predicted: ['News'], actual: Arts
1510, predicted: ['Business'], actual: Shopping
26088, predicted: ['Recreation'], actual: Reference
1513, predicted: ['Arts'], actual: Shopping
9709, predicted: ['Shopping'], actual: Business
45309, predicted: ['Arts'], actual: Adult
34290, predicted: ['Shopping'], actual: Society
26100, predicted: ['Arts'], actual: Reference
50677, predicted: ['Health'], actual: Computers
5624, predicted: ['News'], actual: Arts
5627, predicted: ['News'], actual: Arts
42492, predicted: ['Shopping'], actual: Sports
9725, predicted: ['Adult'], actual: Business
17920, predicted: ['Shopping'], actual: Health
1542, predicted: ['Recreation'], actual: Shopping
21420, predicted: ['Recreation'], actual: News
34316, predicted: ['Business'], actual: Society
9746, predicted: ['Reference'], actual: Business
13844, predicted: ['Shopping'], actual: Games
870, predicted: ['Reference'], actual: Society
46617, predicted: ['Society'], actual: Arts
9755, predicted: ['Society'], actual: Business
46620, predicted: ['News'], actual: Arts
30239, predicted: ['Business'], actual: Shopping
39856, predicted: ['Games'], actual: Sports
13858, predicted: ['Computers'], actual: Games
18011, predicted: ['Business'], actual: Home
9767, predicted: ['Health'], actual: Business
1576, predicted: ['Business'], actual: Shopping
9769, predicted: ['Reference'], actual: Business
5675, predicted: ['Computers'], actual: Arts
19420, predicted: ['Recreation'], actual: Kids
13870, predicted: ['Computers'], actual: Games
34351, predicted: ['Health'], actual: Society
1584, predicted: ['Business'], actual: Shopping
34355, predicted: ['Business'], actual: Society
22068, predicted: ['Business'], actual: Recreation
26173, predicted: ['Computers'], actual: Reference
26174, predicted: ['Computers'], actual: Reference
9798, predicted: ['Arts'], actual: Business
18057, predicted: ['Computers'], actual: Shopping
1610, predicted: ['Business'], actual: Shopping
13900, predicted: ['Recreation'], actual: Games
1621, predicted: ['News'], actual: Society
1623, predicted: ['Health'], actual: Society
1626, predicted: ['Recreation'], actual: Society
1627, predicted: ['Recreation'], actual: Society
54878, predicted: ['Business'], actual: Health
54885, predicted: ['Business'], actual: Health
